:Product: Daily Particle Data        2005_DPD.txt
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to SEC.Webmaster@noaa.gov
#
#                           2005 Daily Particle Data
#
#              GOES-11 Proton Fluence     GOES-12 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------

2005 02 01    1.3e+06  1.9e+04  3.1e+03   3.6e+10    9.5e+07           100.60
2005 02 02    2.1e+06  1.9e+04  3.1e+03   4.0e+10    1.5e+08           100.20
2005 02 03    2.0e+06  1.8e+04  3.0e+03   3.1e+10    1.0e+08           100.30
2005 02 04    9.9e+05  1.6e+04  3.1e+03   2.8e+10    1.0e+08            99.80
2005 02 05    1.8e+06  1.5e+04  3.1e+03   3.0e+10    1.3e+08            99.80
2005 02 06    1.5e+06  1.6e+04  2.9e+03   7.3e+09    1.5e+07           100.40
2005 02 07    1.5e+06  1.5e+04  2.8e+03   2.5e+09    3.0e+06           100.00
2005 02 08    4.7e+06  1.4e+04  2.8e+03   2.7e+10    9.8e+07            99.60
2005 02 09    5.2e+06  1.4e+04  2.8e+03   3.9e+10    3.4e+08           100.40
2005 02 10    6.3e+06  1.3e+04  2.6e+03   4.7e+10    4.7e+08           100.10
2005 02 11    3.2e+06  1.3e+04  2.7e+03   6.2e+10    6.3e+08            99.60
2005 02 12    1.2e+06  1.3e+04  2.8e+03   4.6e+10    4.2e+08           100.90
2005 02 13    1.6e+06  1.4e+04  2.9e+03   5.7e+10    7.8e+08            99.40
2005 02 14    1.7e+06  1.3e+04  3.0e+03   4.2e+10    4.5e+08            99.60
2005 02 15    1.5e+06  1.3e+04  3.1e+03   1.6e+10    1.2e+08           100.10
2005 02 16    9.1e+05  1.4e+04  3.0e+03   9.7e+09    4.7e+07           100.90
2005 02 17    3.0e+05  1.4e+04  3.0e+03   2.3e+09    2.9e+06            99.70
2005 02 18    1.4e+06  1.4e+04  3.0e+03   7.6e+09    4.7e+06           100.10
2005 02 19    1.6e+06  1.4e+04  2.8e+03   2.0e+10    3.4e+07            98.30
2005 02 20    5.7e+05  1.3e+04  2.8e+03   1.8e+10    5.2e+07            98.90
2005 02 21    2.7e+05  1.3e+04  2.8e+03   1.2e+10    3.9e+07           100.40
2005 02 22    3.2e+05  1.3e+04  2.9e+03   1.7e+10    6.9e+07           100.60
2005 02 23    3.5e+05  1.4e+04  3.1e+03   1.7e+10    9.9e+07           101.00
2005 02 24    5.0e+05  1.4e+04  3.2e+03   1.5e+10    7.3e+07           100.00
2005 02 25    3.9e+05  1.4e+04  3.2e+03   4.1e+09    7.5e+06            99.90
2005 02 26    3.0e+05  1.4e+04  3.5e+03   3.4e+09    3.8e+06           100.40
2005 02 27    3.7e+05  1.4e+04  3.4e+03   9.0e+09    8.3e+06            -1.00
2005 02 28    4.0e+05  1.3e+04  3.1e+03   8.4e+09    8.7e+06            -1.00
2005 03 01    1.3e+06  1.4e+04  3.1e+03   1.6e+10    2.9e+07            -1.00
2005 03 02    1.7e+06  1.4e+04  3.2e+03   3.0e+10    8.6e+07            -1.00
2005 03 03    6.2e+05  1.4e+04  3.4e+03   2.8e+10    8.2e+07            -1.00
2005 03 04    8.1e+05  1.4e+04  3.4e+03   3.2e+10    1.2e+08            -1.00
2005 03 05    6.0e+05  1.4e+04  3.6e+03   6.4e+09    1.7e+07            -1.00
2005 03 06    6.4e+05  1.3e+04  3.1e+03   2.9e+09    1.7e+06            -1.00
2005 03 07    5.5e+06  1.4e+04  3.1e+03   3.0e+10    1.8e+08            -1.00
2005 03 08    2.4e+06  1.4e+04  3.2e+03   3.1e+10    2.6e+08            -1.00
2005 03 09    1.6e+06  1.4e+04  3.1e+03   4.5e+10    5.6e+08           101.30
2005 03 10    1.0e+06  1.4e+04  3.1e+03   4.1e+10    4.8e+08           100.20
2005 03 11    9.6e+05  1.3e+04  3.2e+03   6.3e+10    6.9e+08           100.30
2005 03 12    1.2e+06  1.3e+04  3.1e+03   6.7e+10    1.0e+09            99.80
2005 03 13    1.7e+06  1.4e+04  3.1e+03   6.9e+10    1.3e+09           100.40
2005 03 14    6.1e+05  1.5e+04  3.2e+03   1.9e+09    1.4e+07           100.40
2005 03 15    3.5e+05  1.5e+04  3.2e+03   2.4e+09    1.0e+07           100.30
2005 03 16    3.4e+05  1.4e+04  3.4e+03   2.9e+09    1.8e+07           100.20
2005 03 17    4.8e+05  1.4e+04  3.1e+03   1.6e+09    3.0e+06            99.50
2005 03 18    6.4e+05  1.4e+04  3.1e+03   5.9e+09    4.6e+06           100.00
2005 03 19    4.3e+05  1.4e+04  2.9e+03   1.6e+10    1.6e+07            99.20
2005 03 20    3.0e+05  1.4e+04  3.0e+03   2.0e+10    2.2e+07            99.40
2005 03 21    3.2e+05  1.3e+04  3.0e+03   2.0e+10    2.3e+07            99.20
2005 03 22    4.6e+05  1.3e+04  2.9e+03   1.8e+10    3.0e+07            99.60
2005 03 23    6.9e+05  1.5e+04  3.0e+03   1.1e+10    2.5e+07           100.60
2005 03 24    3.2e+05  1.4e+04  3.3e+03   1.2e+09    1.0e+06           100.20
2005 03 25    3.8e+05  1.4e+04  3.1e+03   9.3e+08    1.6e+06            99.40
2005 03 26    2.9e+06  1.3e+04  2.9e+03   2.4e+10    5.2e+07           100.20
2005 03 27    9.8e+05  1.3e+04  2.9e+03   3.4e+10    1.2e+08           100.80
2005 03 28    6.7e+05  1.4e+04  3.0e+03   4.5e+10    2.2e+08           100.20
2005 03 29    1.3e+06  1.3e+04  3.0e+03   3.9e+10    2.2e+08            99.60
2005 03 30    4.7e+05  1.3e+04  2.9e+03   2.0e+10    7.1e+07           100.50
2005 03 31    6.0e+05  1.4e+04  3.0e+03   1.7e+10    8.0e+07           100.90
2005 04 01    5.8e+05  1.4e+04  3.0e+03   1.1e+10    4.9e+07           100.60
2005 04 02    6.6e+05  1.5e+04  3.0e+03   1.1e+10    6.7e+07            99.90
2005 04 03    5.4e+05  1.5e+04  3.1e+03   5.1e+09    1.7e+07           100.50
2005 04 04    6.1e+05  1.4e+04  3.1e+03   2.8e+09    7.6e+06           100.70
2005 04 05    1.7e+06  1.4e+04  2.8e+03   2.4e+10    9.8e+07           100.20
2005 04 06    1.0e+06  1.4e+04  3.0e+03   4.3e+10    3.6e+08           100.40
2005 04 07    6.8e+05  1.4e+04  3.2e+03   5.8e+10    6.4e+08            99.80
2005 04 08    7.1e+05  1.4e+04  3.3e+03   6.3e+10    8.6e+08           100.20
2005 04 09    1.4e+06  1.4e+04  3.4e+03   7.2e+10    1.4e+09           100.30
2005 04 10    1.5e+06  1.5e+04  3.1e+03   4.7e+10    5.5e+08            99.80
2005 04 11    1.2e+06  1.5e+04  3.1e+03   1.8e+10    1.0e+08            99.40
2005 04 12    5.3e+05  1.5e+04  3.3e+03   5.8e+09    7.0e+06           100.00
2005 04 13    4.2e+06  1.5e+04  3.0e+03   1.7e+10    9.1e+07            99.90
2005 04 14    1.0e+06  1.5e+04  3.1e+03   3.7e+10    2.7e+08            99.70
2005 04 15    6.4e+05  1.4e+04  3.3e+03   5.3e+10    5.5e+08           100.00
2005 04 16    4.9e+05  1.5e+04  3.2e+03   5.8e+10    6.2e+08           100.20
2005 04 17    5.8e+05  1.4e+04  3.4e+03   6.7e+10    1.0e+09            -1.00
2005 04 18    6.4e+05  1.5e+04  3.5e+03   4.0e+10    4.2e+08           100.70
2005 04 19    1.4e+06  1.5e+04  3.6e+03   7.9e+09    6.8e+07           100.30
2005 04 20    4.7e+05  1.4e+04  3.4e+03   3.0e+09    5.8e+06            99.60
2005 04 21    2.9e+05  1.5e+04  3.3e+03   7.7e+09    4.3e+06           100.20
2005 04 22    3.1e+05  1.4e+04  3.2e+03   9.2e+09    1.0e+07            99.70
2005 04 23    3.1e+05  1.4e+04  3.0e+03   5.9e+09    7.6e+06            99.60
2005 04 24    3.2e+05  1.4e+04  3.1e+03   8.2e+09    6.3e+06           100.20
2005 04 25    3.6e+05  1.5e+04  3.1e+03   2.0e+10    2.2e+07           100.40
2005 04 26    4.4e+05  1.4e+04  3.2e+03   2.2e+10    3.6e+07           100.50
2005 04 27    4.6e+05  1.5e+04  3.3e+03   2.0e+10    4.5e+07           100.20
2005 04 28    5.6e+05  1.5e+04  3.5e+03   1.8e+10    4.6e+07           100.40
2005 04 29    3.9e+05  1.4e+04  3.3e+03   5.0e+09    5.8e+06           100.20
2005 04 30    8.0e+05  1.4e+04  3.1e+03   3.4e+09    1.6e+06            99.50
2005 05 01    1.4e+06  1.4e+04  3.0e+03   2.3e+10    8.8e+07            99.30
2005 05 02    6.4e+05  1.3e+04  3.1e+03   5.7e+10    3.5e+08            99.00
2005 05 03    5.6e+05  1.3e+04  2.9e+03   3.8e+10    2.1e+08            99.40
2005 05 04    5.5e+05  1.4e+04  3.2e+03   5.7e+10    4.2e+08           100.20
2005 05 05    8.1e+05  1.5e+04  3.3e+03   4.5e+10    4.3e+08           100.90
2005 05 06    4.5e+06  7.6e+04  3.2e+03   4.6e+10    5.5e+08           100.10
2005 05 07    1.5e+07  1.4e+05  2.9e+03   1.5e+10    4.1e+07           100.00
2005 05 08    1.1e+07  3.6e+04  2.9e+03   8.7e+08    1.1e+06           100.00
2005 05 09    2.7e+06  1.3e+04  2.2e+03   9.4e+09    7.7e+06            97.20
2005 05 10    7.5e+05  1.2e+04  2.3e+03   8.8e+09    1.6e+07            98.70
2005 05 11    7.8e+05  1.5e+04  2.4e+03   2.0e+10    7.3e+07            99.50
2005 05 12    9.7e+05  2.1e+04  2.6e+03   1.7e+10    5.3e+07            99.90
2005 05 13    1.4e+06  2.7e+04  3.0e+03   2.5e+10    1.4e+08           101.00
2005 05 14    6.6e+07  7.7e+06  8.0e+03   2.1e+10    1.4e+08           100.90
2005 05 15    6.7e+08  2.2e+07  3.1e+03   2.8e+09    1.1e+08            95.50
2005 05 16    2.9e+07  1.7e+05  2.3e+03   3.7e+10    2.2e+08            96.90
2005 05 17    1.2e+07  4.2e+04  2.2e+03   8.2e+10    1.8e+09            98.90
2005 05 18    2.5e+06  1.8e+04  2.3e+03   1.1e+11    2.7e+09           101.00
2005 05 19    2.0e+06  1.4e+04  3.6e+03   9.4e+10    3.0e+09           101.20
2005 05 20    1.1e+06  1.4e+04  3.2e+03   8.5e+09    1.0e+08           100.80
2005 05 21    6.0e+05  1.4e+04  3.5e+03   6.4e+09    6.2e+06           100.80
2005 05 22    4.4e+05  1.4e+04  3.8e+03   1.2e+10    3.2e+07           101.00
2005 05 23    3.1e+05  1.5e+04  3.9e+03   1.2e+10    4.8e+07           101.00
2005 05 24    2.9e+05  1.5e+04  4.3e+03   5.1e+09    2.0e+07           100.60
2005 05 25    3.4e+05  1.6e+04  5.0e+03   9.6e+09    6.3e+07           100.50
2005 05 26    4.3e+05  1.6e+04  4.9e+03   1.1e+10    8.3e+07           100.60
2005 05 27    5.4e+05  1.7e+04  5.3e+03   1.0e+10    9.3e+07           100.20
2005 05 28    6.6e+05  1.6e+04  5.0e+03   6.2e+09    3.6e+07           100.10
2005 05 29    3.7e+05  1.4e+04  3.5e+03   1.4e+09    1.5e+06            98.40
2005 05 30    3.7e+06  1.3e+04  3.2e+03   3.4e+09    6.8e+06            97.90
2005 05 31    1.1e+06  1.4e+04  3.2e+03   1.5e+10    6.2e+07            99.30
2005 06 01    3.8e+05  1.4e+04  3.5e+03   2.8e+10    1.2e+08           100.30
2005 06 02    5.8e+05  1.5e+04  3.7e+03   3.8e+10    2.9e+08           100.20
2005 06 03    5.0e+05  1.4e+04  3.8e+03   2.6e+10    1.6e+08           100.50
2005 06 04    7.9e+05  1.5e+04  4.2e+03   1.2e+10    8.4e+07           100.50
2005 06 05    7.8e+05  1.7e+04  4.0e+03   1.6e+10    3.2e+07           100.30
2005 06 06    1.3e+06  1.8e+04  4.3e+03   4.7e+10    2.5e+08            99.40
2005 06 07    1.5e+06  1.9e+04  4.0e+03   1.5e+10    5.5e+07           100.00
2005 06 08    6.5e+05  1.5e+04  3.5e+03   3.0e+10    9.5e+07            99.60
2005 06 09    6.2e+05  1.5e+04  3.7e+03   3.2e+10    1.3e+08           100.00
2005 06 10    5.0e+05  1.6e+04  3.7e+03   2.6e+10    1.0e+08           100.50
2005 06 11    6.9e+05  1.5e+04  3.6e+03   1.8e+10    6.9e+07           101.00
2005 06 12    1.3e+06  1.5e+04  3.2e+03   2.5e+09    9.9e+06            99.00
2005 06 13    1.8e+06  1.4e+04  3.1e+03   3.1e+10    2.8e+08            99.50
2005 06 14    1.0e+06  1.5e+04  3.3e+03   5.3e+10    6.4e+08            99.50
2005 06 15    2.7e+06  1.5e+04  3.3e+03   1.2e+10    4.5e+07            99.50
2005 06 16    1.1e+06  1.8e+05  2.5e+04   8.5e+09    3.2e+07            99.50
2005 06 17    6.7e+06  1.9e+06  5.8e+04   2.6e+10    8.0e+07            99.10
2005 06 18    1.2e+06  1.0e+05  4.1e+03   4.3e+10    1.4e+08           100.30
2005 06 19    7.7e+05  2.8e+04  3.5e+03   5.0e+10    2.6e+08           100.60
2005 06 20    8.2e+05  1.7e+04  3.5e+03   5.4e+10    3.9e+08           100.50
2005 06 21    1.5e+06  1.5e+04  3.5e+03   5.5e+10    4.8e+08           100.20
2005 06 22    1.8e+06  1.5e+04  3.4e+03   3.4e+10    2.4e+08            99.60
2005 06 23    4.5e+05  1.5e+04  3.5e+03   2.6e+08    1.1e+06           100.40
2005 06 24    9.2e+05  1.5e+04  3.2e+03   9.5e+09    7.7e+06            99.90
2005 06 25    3.8e+05  1.4e+04  3.3e+03   9.7e+09    1.1e+07            99.80
2005 06 26    1.3e+06  1.4e+04  3.3e+03   4.0e+10    9.7e+07           100.10
2005 06 27    1.9e+06  1.5e+04  3.6e+03   6.0e+10    2.3e+08           100.20
2005 06 28    1.8e+06  1.4e+04  3.0e+03   5.1e+10    2.3e+08           100.30
2005 06 29    1.6e+06  1.6e+04  3.3e+03   4.4e+10    1.8e+08           100.00
2005 06 30    1.5e+06  1.5e+04  3.2e+03   3.0e+10    9.1e+07           100.30
2005 07 01    7.1e+05  1.4e+04  3.3e+03   4.0e+09    5.2e+06           100.10
2005 07 02    6.5e+05  1.5e+04  3.1e+03   3.9e+09    1.7e+06            99.70
2005 07 03    4.7e+05  1.5e+04  3.3e+03   2.0e+10    2.6e+07           100.10
2005 07 04    5.2e+05  1.4e+04  3.3e+03   2.3e+10    4.3e+07           100.00
2005 07 05    6.8e+05  1.6e+04  3.4e+03   2.1e+10    4.1e+07           100.20
2005 07 06    8.8e+05  1.5e+04  3.6e+03   1.9e+10    4.8e+07           100.30
2005 07 07    5.2e+05  1.6e+04  3.6e+03   1.5e+10    2.8e+07           100.40
2005 07 08    5.9e+05  1.5e+04  3.2e+03   2.2e+09    1.2e+06           100.00
2005 07 09    4.8e+05  1.4e+04  3.2e+03   6.3e+08    7.4e+05            99.80
2005 07 10    4.4e+06  8.5e+04  3.0e+03   2.4e+09    2.7e+06            98.50
2005 07 11    3.6e+06  2.6e+04  2.6e+03   1.6e+10    2.6e+07            97.80
2005 07 12    5.1e+06  1.5e+04  2.6e+03   2.3e+10    2.2e+08            98.60
2005 07 13    2.5e+06  5.0e+04  2.4e+03   1.8e+10    1.2e+08            99.00
2005 07 14    1.4e+07  2.0e+06  3.3e+03   4.6e+10    2.4e+08            99.50
2005 07 15    2.7e+07  7.2e+06  5.7e+03   6.1e+10    4.0e+08            99.50
2005 07 16    2.8e+07  2.0e+06  3.0e+03   1.1e+10    5.9e+07           100.60
2005 07 17    1.5e+07  6.5e+05  2.5e+03   1.7e+09    1.1e+07            96.00
2005 07 18    1.4e+07  7.9e+05  2.9e+03   4.6e+09    6.6e+06            97.10
2005 07 19    2.6e+06  1.5e+05  3.2e+03   1.4e+10    1.8e+07            99.80
2005 07 20    7.4e+05  2.8e+04  3.4e+03   5.3e+09    8.7e+06           101.40
2005 07 21    9.4e+05  1.5e+04  4.0e+03   1.6e+10    3.9e+07           103.30
2005 07 22    8.0e+05  1.5e+04  4.1e+03   3.5e+10    1.3e+08           102.40
2005 07 23    9.6e+05  1.4e+04  4.1e+03   4.9e+10    2.1e+08           101.50
2005 07 24    2.7e+06  1.5e+04  4.2e+03   5.3e+10    3.0e+08           101.00
2005 07 25    2.5e+06  1.8e+04  4.7e+03   3.7e+10    2.0e+08           100.50
2005 07 26    2.5e+06  3.9e+04  5.5e+03   2.3e+10    9.2e+07           100.40
2005 07 27    2.9e+06  4.1e+05  6.0e+03   4.4e+09    7.6e+06           100.00
2005 07 28    1.2e+07  2.2e+06  6.7e+03   2.5e+09    2.4e+06            99.60
2005 07 29    2.6e+07  2.8e+06  6.0e+03   1.0e+10    1.4e+07            99.00
2005 07 30    2.9e+07  2.3e+06  4.9e+03   2.7e+10    7.2e+07            99.20
2005 07 31    2.4e+07  1.5e+06  4.6e+03   3.0e+10    8.4e+07           100.20
2005 08 01    5.9e+07  9.3e+05  3.7e+03   7.4e+09    1.6e+07            99.90
2005 08 02    5.3e+07  2.1e+05  2.9e+03   6.0e+09    1.0e+07            99.20
2005 08 03    6.7e+06  3.8e+04  2.9e+03   1.2e+10    2.8e+07            99.80
2005 08 04    4.7e+06  3.6e+04  3.2e+03   6.9e+09    1.3e+07           100.50
2005 08 05    2.1e+06  2.5e+04  3.3e+03   1.0e+10    1.5e+07           100.10
2005 08 06    3.9e+06  1.6e+04  2.9e+03   1.8e+10    4.6e+07            99.10
2005 08 07    1.4e+06  1.1e+04  2.4e+03   7.7e+10    8.8e+08            98.40
2005 08 08    6.4e+05  1.2e+04  2.7e+03   1.1e+11    1.6e+09           100.10
2005 08 09    5.0e+05  1.2e+04  2.8e+03   8.8e+10    1.4e+09           100.60
2005 08 10    8.1e+05  1.3e+04  2.8e+03   1.1e+10    4.9e+07           100.20
2005 08 11    2.0e+05  1.3e+04  3.3e+03   1.1e+10    3.8e+07           100.10
2005 08 12    2.5e+05  1.3e+04  3.2e+03   1.6e+10    7.8e+07           100.60
2005 08 13    3.2e+05  1.3e+04  3.2e+03   2.3e+09    5.4e+06           100.10
2005 08 14    3.2e+05  1.3e+04  3.2e+03   8.8e+09    9.0e+06            99.80
2005 08 15    4.5e+05  1.3e+04  3.4e+03   9.3e+09    1.1e+07           100.30
2005 08 16    7.7e+05  1.4e+04  3.4e+03   9.2e+09    1.4e+07           100.00
2005 08 17    7.9e+05  1.6e+04  4.1e+03   1.6e+10    2.4e+07           100.20
2005 08 18    1.2e+06  1.6e+04  3.8e+03   3.4e+10    1.2e+08           100.20
2005 08 19    1.2e+06  1.6e+04  4.1e+03   4.5e+10    1.8e+08           100.30
2005 08 20    1.1e+06  1.6e+04  4.0e+03   4.8e+10    2.3e+08            99.90
2005 08 21    1.1e+06  1.6e+04  4.3e+03   2.9e+10    1.6e+08           100.10
2005 08 22    1.0e+07  7.2e+05  4.8e+03   1.1e+10    2.9e+07           100.40
2005 08 23    1.4e+08  1.7e+07  1.1e+04   1.1e+10    5.2e+07           100.20
2005 08 24    2.6e+08  5.1e+06  4.8e+03   1.3e+09    1.8e+07            97.10
2005 08 25    3.2e+07  2.9e+05  3.2e+03   5.8e+10    5.7e+08            96.90
2005 08 26    2.7e+06  4.6e+04  3.6e+03   6.1e+10    6.8e+08            98.70
2005 08 27    2.3e+06  2.2e+04  3.3e+03   5.9e+10    7.3e+08            99.00
2005 08 28    2.8e+06  1.7e+04  3.5e+03   6.2e+10    1.1e+09            99.50
2005 08 29    6.0e+05  2.5e+04  4.2e+03   4.7e+09    2.3e+07           100.10
2005 08 30    1.7e+06  5.5e+04  4.0e+03   1.1e+10    1.4e+08           100.40
2005 08 31    1.2e+06  2.4e+04  3.5e+03   2.2e+09    1.1e+07            99.70
2005 09 01    2.1e+06  4.9e+04  8.8e+03   8.7e+09    5.7e+06            99.90
2005 09 02    2.8e+06  6.6e+04  7.0e+03   1.5e+10    4.3e+07            99.80
2005 09 03    1.7e+06  1.7e+04  3.9e+03   3.0e+10    2.1e+08            99.40
2005 09 04    3.2e+06  1.5e+04  3.5e+03   5.0e+10    4.3e+08            99.80
2005 09 05    1.8e+06  1.7e+04  3.7e+03   1.1e+11    1.8e+09           100.40
2005 09 06    1.2e+06  2.1e+04  3.3e+03   7.6e+10    1.3e+09           100.10
2005 09 07    1.9e+06  3.2e+04  4.7e+03   3.3e+10    4.2e+08           100.50
2005 09 08    1.9e+07  3.3e+06  2.6e+05   3.4e+10    6.3e+08           100.40
2005 09 09    2.6e+08  1.8e+07  5.0e+05   1.6e+10    2.6e+08            98.70
2005 09 10    5.8e+08  7.4e+07  4.3e+05   1.6e+09    1.3e+06            98.90
2005 09 11    1.1e+09  5.4e+07  6.4e+04   1.7e+10    1.2e+08            92.50
2005 09 12    2.2e+08  6.4e+06  1.1e+04   3.9e+10    4.0e+08            93.60
2005 09 13    4.9e+07  5.9e+05  2.3e+03   3.5e+10    4.1e+08            92.50
2005 09 14    8.4e+07  8.5e+06  2.7e+03   6.6e+10    9.8e+08            97.20
2005 09 15    1.7e+08  6.1e+06  2.1e+03   3.6e+10    4.6e+08            97.80
2005 09 16    3.5e+07  4.1e+05  3.2e+03   7.7e+10    1.2e+09            98.00
2005 09 17    1.1e+07  1.4e+05  3.4e+03   1.2e+11    2.6e+09           101.80
2005 09 18    6.9e+06  1.1e+05  3.7e+03   1.1e+11    3.1e+09           102.90
2005 09 19    5.0e+06  6.0e+04  3.7e+03   1.1e+11    3.3e+09           102.90
2005 09 20    3.1e+06  3.6e+04  4.0e+03   9.9e+10    2.6e+09           102.70
2005 09 21    2.6e+06  2.0e+04  4.4e+03   8.9e+10    2.6e+09           101.90
2005 09 22    3.9e+06  1.9e+04  4.5e+03   5.9e+10    1.5e+09           101.10
2005 09 23    1.0e+06  1.5e+04  4.1e+03   6.6e+09    5.0e+07           100.90
2005 09 24    1.2e+06  1.6e+04  4.3e+03   6.3e+09    5.5e+07           101.00
2005 09 25    2.1e+06  1.7e+04  4.7e+03   5.1e+09    3.7e+07           100.10
2005 09 26    1.3e+06  1.6e+04  4.4e+03   9.1e+08    4.3e+06            99.80
2005 09 27    8.6e+05  1.6e+04  5.0e+03   4.2e+09    3.0e+06           100.30
2005 09 28    7.6e+05  1.6e+04  5.0e+03   7.1e+09    6.5e+06           100.50
2005 09 29    5.6e+05  1.6e+04  4.9e+03   1.3e+10    1.7e+07           100.50
2005 09 30    1.1e+06  1.6e+04  5.3e+03   9.4e+09    1.6e+07           100.00
2005 10 01    5.7e+05  1.4e+04  4.9e+03   8.3e+09    6.5e+06            99.40
2005 10 02    8.0e+05  1.5e+04  5.4e+03   2.2e+10    6.7e+07           100.50
2005 10 03    4.3e+05  1.5e+04  5.4e+03   3.4e+10    1.3e+08           100.80
2005 10 04    3.6e+05  1.5e+04  5.9e+03   3.7e+10    1.6e+08           100.50
2005 10 05    4.3e+05  1.6e+04  6.1e+03   2.8e+10    1.3e+08            99.80
2005 10 06    4.2e+05  1.4e+04  3.4e+03   2.0e+10    6.8e+07           100.20
2005 10 07    1.2e+06  1.4e+04  3.5e+03   7.9e+09    1.6e+07           100.50
2005 10 08    1.4e+06  1.4e+04  3.5e+03   6.1e+09    2.5e+06            -1.00
2005 10 09    1.4e+06  1.4e+04  3.3e+03   3.3e+10    3.8e+07            -1.00
2005 10 10    1.7e+06  1.3e+04  3.2e+03   5.7e+10    2.6e+08            98.50
2005 10 11    6.8e+05  1.4e+04  3.4e+03   1.9e+10    2.1e+07            98.30
2005 10 12    1.1e+06  1.4e+04  3.3e+03   1.9e+10    2.1e+07            99.90
2005 10 13    1.2e+06  1.4e+04  3.3e+03   1.9e+10    2.1e+07           101.80
2005 10 14    1.2e+06  1.4e+04  3.7e+03   1.9e+10    2.1e+07           101.20
2005 10 15    1.4e+06  1.5e+04  3.8e+03   1.9e+10    2.1e+07           101.10
2005 10 16    6.8e+05  1.4e+04  3.6e+03   1.9e+10    2.1e+07           101.00
2005 10 17    7.1e+05  1.5e+04  3.6e+03   1.9e+10    2.1e+07           100.60
2005 10 18    5.5e+05  1.5e+04  3.7e+03   1.9e+10    2.1e+07           101.40
2005 10 19    3.9e+05  1.5e+04  3.7e+03   1.9e+10    2.7e+07           100.50
2005 10 20    4.8e+05  1.4e+04  3.5e+03   2.4e+10    5.4e+07           100.30
