:Product: Daily Particle Data        2012_DPD.txt
:Issued: 1900 UTC 02 Jan 2013
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
#               2012 Daily Particle Data
#
#              GOES-13 Proton Fluence     GOES-13 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.8 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2012 03 13    2.2e+07  6.0e+06  3.0e+04   4.3e+09    8.8e+07          -999.99
2012 03 14    4.7e+07  7.4e+06  2.2e+04   7.9e+09    5.9e+08          -999.99
2012 03 15    2.0e+07  6.7e+05  4.8e+03   3.0e+09    2.0e+08          -999.99
2012 03 16    7.7e+06  1.2e+05  2.4e+03   3.6e+09    2.2e+08          -999.99
2012 03 17    1.2e+06  2.5e+04  3.0e+03   3.6e+09    2.4e+08          -999.99
2012 03 18    7.5e+05  1.5e+04  3.1e+03   5.9e+09    5.5e+08          -999.99
2012 03 19    3.3e+05  1.3e+04  2.8e+03   4.8e+09    4.9e+08          -999.99
2012 03 20    4.1e+05  1.2e+04  2.9e+03   7.4e+09    9.3e+08          -999.99
2012 03 21    7.0e+05  1.3e+04  3.0e+03   7.4e+09    1.2e+09          -999.99
2012 03 22    1.4e+06  1.3e+04  3.2e+03   5.3e+09    7.4e+08          -999.99
2012 03 23    6.6e+04  1.3e+04  3.1e+03   7.3e+07    3.4e+06          -999.99
2012 03 24    2.8e+05  1.3e+04  3.1e+03   3.1e+08    1.3e+07          -999.99
2012 03 25    1.2e+05  1.3e+04  3.1e+03   5.0e+08    1.2e+07          -999.99
2012 03 26    2.0e+05  1.4e+04  3.1e+03   4.9e+08    1.3e+07          -999.99
2012 03 27    3.4e+05  1.3e+04  2.8e+03   1.6e+08    4.4e+06          -999.99
2012 03 28    2.9e+05  1.4e+04  2.9e+03   6.5e+08    2.4e+06          -999.99
2012 03 29    7.6e+05  1.4e+04  2.9e+03   2.3e+09    1.1e+07          -999.99
2012 03 30    8.5e+05  2.8e+04  2.9e+03   3.9e+08    2.1e+06          -999.99
2012 03 31    1.0e+06  2.7e+04  2.9e+03   6.5e+08    5.8e+06          -999.99
2012 04 01    1.2e+06  2.0e+04  2.8e+03   5.0e+08    2.9e+06          -999.99
2012 04 02    9.5e+05  1.8e+04  2.7e+03   3.2e+08    1.9e+06          -999.99
2012 04 03    6.5e+05  1.5e+04  3.1e+03   1.3e+09    1.0e+07          -999.99
2012 04 04    2.3e+05  1.3e+04  2.9e+03   5.4e+08    6.0e+06          -999.99
2012 04 05    3.1e+05  1.2e+04  2.6e+03   3.3e+08    1.4e+06          -999.99
2012 04 06    4.8e+05  1.6e+04  2.6e+03   6.7e+08    3.0e+06          -999.99
2012 04 07    6.5e+05  1.3e+04  3.2e+03   4.7e+08    4.3e+06          -999.99
2012 04 08    3.8e+05  1.2e+04  3.0e+03   7.2e+08    1.0e+07          -999.99
2012 04 09    5.0e+05  1.2e+04  2.7e+03   8.7e+08    1.6e+07          -999.99
2012 04 10    4.8e+05  1.3e+04  2.9e+03   6.1e+08    5.0e+06          -999.99
2012 04 11    1.4e+06  1.2e+04  3.1e+03   6.1e+08    6.8e+06          -999.99
2012 04 12    3.9e+05  1.3e+04  3.1e+03   1.5e+08    1.5e+06          -999.99
2012 04 13    3.9e+05  1.2e+04  3.0e+03   1.4e+09    8.4e+06          -999.99
2012 04 14    2.9e+05  1.3e+04  3.1e+03   4.8e+09    1.7e+08          -999.99
2012 04 15    8.2e+05  1.2e+04  3.2e+03   6.0e+09    3.1e+08          -999.99
2012 04 16    6.8e+05  1.2e+04  3.1e+03   6.1e+09    3.6e+08          -999.99
2012 04 17    2.9e+05  1.3e+04  3.1e+03   3.0e+09    1.1e+08          -999.99
2012 04 18    1.3e+05  1.4e+04  3.1e+03   7.8e+08    7.5e+06          -999.99
2012 04 19    1.4e+05  1.2e+04  3.2e+03   1.4e+09    1.1e+07          -999.99
2012 04 20    3.2e+05  1.4e+04  3.1e+03   3.9e+08    2.6e+06          -999.99
2012 04 21    4.1e+05  1.3e+04  2.8e+03   4.4e+08    6.4e+06          -999.99
2012 04 22    3.7e+05  1.2e+04  2.8e+03   6.6e+07    8.0e+05          -999.99
2012 04 23    3.2e+05  1.2e+04  2.9e+03   9.0e+07    9.8e+05          -999.99
2012 04 24    4.1e+05  1.2e+04  2.7e+03   4.8e+08    2.6e+06          -999.99
2012 04 25    7.0e+05  1.1e+04  2.7e+03   2.9e+09    2.1e+08          -999.99
2012 04 26    2.1e+05  1.1e+04  2.7e+03   2.7e+09    1.4e+08          -999.99
2012 04 27    4.7e+05  1.2e+04  3.2e+03   5.6e+09    3.2e+08          -999.99
2012 04 28    2.5e+05  1.2e+04  2.9e+03   5.2e+09    3.7e+08          -999.99
2012 04 29    1.8e+05  1.2e+04  3.0e+03   3.4e+09    2.6e+08          -999.99
2012 04 30    1.6e+05  1.2e+04  3.3e+03   3.7e+09    3.6e+08          -999.99
2012 05 01    2.0e+05  1.2e+04  3.0e+03   3.8e+09    3.9e+08          -999.99
2012 05 02    1.5e+05  1.2e+04  3.1e+03   3.1e+09    2.2e+08          -999.99
2012 05 03    6.2e+04  1.2e+04  2.9e+03   2.8e+08    9.2e+06          -999.99
2012 05 04    6.9e+04  1.2e+04  2.9e+03   1.2e+08    4.4e+06          -999.99
2012 05 05    8.3e+04  1.2e+04  3.0e+03   1.5e+08    1.6e+07          -999.99
2012 05 06    7.3e+04  1.2e+04  3.0e+03   2.5e+08    2.0e+07          -999.99
2012 05 07    1.6e+05  1.3e+04  3.2e+03   2.9e+08    1.7e+07          -999.99
2012 05 08    3.6e+05  1.3e+04  3.0e+03   2.4e+08    1.4e+07          -999.99
2012 05 09    3.5e+05  1.2e+04  2.7e+03   3.1e+08    3.1e+06          -999.99
2012 05 10    1.9e+05  1.3e+04  3.0e+03   2.6e+09    4.7e+07          -999.99
2012 05 11    4.9e+05  1.2e+04  2.9e+03   3.7e+09    1.4e+08          -999.99
2012 05 12    6.8e+05  1.2e+04  3.0e+03   6.1e+09    3.7e+08          -999.99
2012 05 13    2.7e+05  1.2e+04  2.9e+03   2.5e+09    1.3e+08          -999.99
2012 05 14    1.8e+05  1.2e+04  3.0e+03   4.0e+09    2.3e+08          -999.99
2012 05 15    2.1e+05  1.2e+04  3.0e+03   2.6e+09    1.5e+08          -999.99
2012 05 16    2.3e+05  1.2e+04  2.8e+03   1.9e+09    1.4e+08          -999.99
2012 05 17    2.4e+07  6.6e+06  3.2e+05   2.6e+08    1.5e+07          -999.99
2012 05 18    4.0e+07  1.2e+06  1.3e+04   7.3e+08    1.9e+07          -999.99
2012 05 19    9.3e+06  2.6e+05  3.5e+03   6.4e+08    1.1e+07          -999.99
2012 05 20    2.5e+06  5.3e+04  2.7e+03   4.7e+08    1.1e+07          -999.99
2012 05 21    5.9e+05  2.0e+04  2.9e+03   4.7e+08    7.6e+06          -999.99
2012 05 22    1.9e+05  1.3e+04  2.8e+03   2.3e+08    5.8e+06          -999.99
2012 05 23    1.7e+05  1.2e+04  2.8e+03   9.6e+08    4.4e+06          -999.99
2012 05 24    3.6e+05  1.2e+04  3.0e+03   4.6e+09    1.1e+08          -999.99
2012 05 25    2.1e+05  1.3e+04  3.0e+03   3.4e+09    6.1e+07          -999.99
2012 05 26    1.5e+05  1.4e+04  3.1e+03   3.8e+09    1.0e+08          -999.99
2012 05 27    5.6e+06  5.2e+05  3.1e+03   3.4e+09    1.3e+08          -999.99
2012 05 28    4.5e+06  1.0e+05  2.9e+03   2.9e+09    1.1e+08          -999.99
2012 05 29    1.6e+06  2.4e+04  3.0e+03   1.9e+09    6.3e+07          -999.99
2012 05 30    3.2e+05  1.5e+04  3.0e+03   6.7e+08    1.1e+07          -999.99
2012 05 31    2.0e+05  1.2e+04  2.4e+03   6.4e+08    1.2e+07          -999.99
2012 06 01    1.9e+05  1.2e+04  2.9e+03   5.0e+08    1.2e+07          -999.99
2012 06 02    4.2e+05  1.3e+04  3.1e+03   4.3e+08    1.1e+07          -999.99
2012 06 03    2.2e+05  1.2e+04  2.9e+03   1.0e+08    1.4e+06          -999.99
2012 06 04    1.7e+05  1.2e+04  2.9e+03   4.0e+08    1.6e+06          -999.99
2012 06 05    7.6e+05  1.2e+04  2.7e+03   1.6e+09    2.4e+07          -999.99
2012 06 06    8.5e+05  1.1e+04  2.7e+03   3.9e+09    2.2e+08          -999.99
2012 06 07    3.4e+05  1.1e+04  2.8e+03   6.3e+09    4.3e+08          -999.99
2012 06 08    4.1e+05  1.2e+04  2.7e+03   5.6e+09    3.9e+08          -999.99
2012 06 09    3.6e+05  1.2e+04  2.8e+03   4.5e+09    4.1e+08          -999.99
2012 06 10    4.2e+05  1.2e+04  3.0e+03   5.2e+09    5.5e+08          -999.99
2012 06 11    1.3e+05  1.2e+04  2.9e+03   1.3e+09    5.2e+07          -999.99
2012 06 12    7.6e+05  1.2e+04  3.1e+03   9.1e+08    1.8e+07          -999.99
2012 06 13    1.6e+06  1.2e+04  3.2e+03   2.0e+09    4.4e+07          -999.99
2012 06 14    1.0e+06  1.3e+04  3.0e+03   1.9e+09    4.4e+07          -999.99
2012 06 15    3.1e+06  2.6e+04  3.1e+03   2.3e+09    5.9e+07          -999.99
2012 06 16    3.5e+07  2.7e+05  3.1e+03   1.7e+09    4.2e+07          -999.99
2012 06 17    2.0e+07  1.0e+05  2.4e+03   9.5e+07    1.8e+06          -999.99
2012 06 18    1.8e+06  1.3e+04  2.8e+03   2.4e+09    4.0e+07          -999.99
2012 06 19    3.2e+05  1.3e+04  3.3e+03   5.5e+09    1.2e+08          -999.99
2012 06 20    2.7e+05  1.2e+04  3.4e+03   6.8e+09    2.6e+08          -999.99
2012 06 21    3.1e+05  1.2e+04  2.9e+03   7.2e+09    3.2e+08          -999.99
2012 06 22    4.2e+05  1.2e+04  2.9e+03   5.1e+09    1.9e+08          -999.99
2012 06 23    6.0e+05  1.2e+04  2.9e+03   3.1e+09    1.0e+08          -999.99
2012 06 24    1.1e+06  1.2e+04  3.1e+03   2.7e+09    1.2e+08          -999.99
2012 06 25    2.9e+05  1.2e+04  3.0e+03   7.5e+08    2.2e+07          -999.99
2012 06 26    1.1e+05  1.2e+04  3.0e+03   7.0e+08    1.6e+07          -999.99
2012 06 27    2.0e+05  1.2e+04  2.8e+03   7.1e+08    1.5e+07          -999.99
2012 06 28    2.4e+05  1.2e+04  2.8e+03   5.9e+08    1.3e+07          -999.99
2012 06 29    3.0e+05  1.2e+04  3.0e+03   5.8e+08    1.7e+07          -999.99
2012 06 30    6.6e+05  1.2e+04  2.9e+03   3.8e+08    2.8e+06          -999.99
2012 07 01    8.6e+05  1.2e+04  2.8e+03   2.8e+09    8.2e+07          -999.99
2012 07 02    1.0e+06  1.2e+04  3.0e+03   3.0e+09    1.1e+08          -999.99
2012 07 03    6.3e+05  1.2e+04  2.9e+03   5.8e+09    3.6e+08          -999.99
2012 07 04    4.5e+05  1.2e+04  2.6e+03   6.2e+09    4.2e+08          -999.99
2012 07 05    1.9e+06  1.4e+04  2.6e+03   5.2e+09    4.1e+08          -999.99
2012 07 06    6.1e+05  1.2e+04  2.8e+03   1.8e+09    9.2e+07          -999.99
2012 07 07    4.5e+06  1.1e+06  1.1e+04   8.5e+08    3.4e+07          -999.99
2012 07 08    8.3e+06  3.9e+05  9.4e+03   8.5e+08    3.4e+07          -999.99
2012 07 09    8.0e+06  9.0e+05  2.0e+04   6.8e+08    1.3e+07          -999.99
2012 07 10    2.6e+06  1.7e+05  2.7e+03   1.5e+09    3.9e+07          -999.99
2012 07 11    7.3e+05  3.1e+04  2.7e+03   1.7e+09    6.8e+07          -999.99
2012 07 12    3.5e+06  9.5e+05  3.7e+03   1.4e+09    8.3e+07          -999.99
2012 07 13    1.1e+07  2.1e+06  3.3e+03   1.9e+09    1.6e+08          -999.99
2012 07 14    1.7e+08  1.8e+06  2.8e+03   2.1e+09    2.2e+08          -999.99
2012 07 15    5.7e+07  2.2e+05  2.1e+03   1.1e+08    3.6e+06          -999.99
2012 07 16    5.9e+06  1.6e+04  2.7e+03   1.0e+09    1.4e+07          -999.99
2012 07 17    7.0e+06  1.4e+06  4.0e+03   2.2e+09    1.6e+08          -999.99
2012 07 18    2.0e+07  3.5e+06  4.1e+03   4.2e+09    3.5e+08          -999.99
2012 07 19    2.9e+07  4.0e+06  1.9e+04   6.5e+09    7.4e+08          -999.99
2012 07 20    4.2e+07  3.5e+06  3.4e+03   2.8e+09    2.9e+08          -999.99
2012 07 21    1.0e+07  4.8e+05  2.9e+03   1.6e+09    5.1e+07          -999.99
2012 07 22    5.7e+06  1.3e+05  2.6e+03   1.4e+09    4.1e+07          -999.99
2012 07 23    6.1e+06  5.0e+05  2.9e+04   1.8e+09    6.9e+07          -999.99
2012 07 24    4.2e+06  7.7e+05  2.8e+04   1.7e+09    5.4e+07          -999.99
2012 07 25    1.7e+06  6.5e+05  9.8e+03   2.0e+09    7.2e+07          -999.99
2012 07 26    1.0e+06  3.9e+05  3.3e+03   2.4e+09    1.0e+08          -999.99
2012 07 27    1.4e+06  1.9e+05  2.5e+03   2.4e+09    1.1e+08          -999.99
2012 07 28    1.6e+06  1.8e+05  2.8e+03   1.6e+09    8.0e+07          -999.99
2012 07 29    4.5e+05  1.2e+05  3.2e+03   2.4e+08    1.6e+06          -999.99
2012 07 30    1.3e+06  6.9e+04  2.7e+03   3.9e+08    1.1e+07          -999.99
2012 07 31    3.9e+05  4.3e+04  3.0e+03   1.7e+09    1.6e+07          -999.99
2012 08 01    4.5e+05  4.2e+04  2.6e+03   1.8e+09    2.2e+07          -999.99
2012 08 02    1.1e+06  4.1e+04  2.4e+03   1.1e+09    1.6e+07          -999.99
2012 08 03    5.8e+05  3.8e+04  2.5e+03   4.3e+08    2.8e+06          -999.99
2012 08 04    3.1e+05  2.0e+04  2.7e+03   6.8e+08    5.7e+06          -999.99
2012 08 05    2.0e+05  1.3e+04  2.4e+03   9.9e+08    7.7e+06          -999.99
2012 08 06    2.8e+05  1.2e+04  2.5e+03   2.9e+08    3.7e+06          -999.99
2012 08 07    1.9e+05  1.2e+04  2.6e+03   4.4e+08    3.1e+06          -999.99
2012 08 08    2.5e+05  1.2e+04  2.5e+03   4.1e+08    2.9e+06          -999.99
2012 08 09    3.5e+05  1.1e+04  2.7e+03   5.4e+08    2.7e+06          -999.99
2012 08 10    1.6e+05  1.1e+04  2.6e+03   7.1e+08    5.2e+06          -999.99
2012 08 11    1.5e+05  1.1e+04  2.5e+03   7.4e+08    5.0e+06          -999.99
2012 08 12    8.7e+04  1.1e+04  2.6e+03   2.3e+08    1.4e+06          -999.99
2012 08 13    7.9e+04  1.1e+04  2.7e+03   1.9e+08    1.6e+06          -999.99
2012 08 14    2.0e+05  1.1e+04  2.6e+03   6.5e+08    3.7e+06          -999.99
2012 08 15    8.1e+04  1.0e+04  2.5e+03   8.5e+08    4.7e+06          -999.99
2012 08 16    2.9e+05  1.1e+04  2.6e+03   4.9e+08    3.8e+06          -999.99
2012 08 17    3.2e+05  1.0e+04  2.7e+03   2.2e+09    2.6e+07          -999.99
2012 08 18    2.9e+05  1.0e+04  2.6e+03   1.3e+09    1.6e+07          -999.99
2012 08 19    2.8e+05  1.1e+04  2.5e+03   2.8e+08    2.1e+06          -999.99
2012 08 20    7.9e+05  1.3e+04  2.4e+03   2.0e+09    1.9e+07          -999.99
2012 08 21    5.6e+05  1.2e+04  2.7e+03   4.1e+09    7.1e+07          -999.99
2012 08 22    3.4e+05  1.1e+04  2.8e+03   4.3e+09    1.1e+08          -999.99
2012 08 23    1.8e+05  1.1e+04  2.8e+03   1.4e+09    3.2e+07          -999.99
2012 08 24    3.0e+05  1.1e+04  2.7e+03   2.3e+09    6.9e+07          -999.99
2012 08 25    1.7e+05  1.1e+04  2.7e+03   4.8e+08    5.4e+06          -999.99
2012 08 26    2.4e+05  1.1e+04  2.7e+03   1.2e+09    1.6e+07          -999.99
2012 08 27    6.0e+05  1.1e+04  2.6e+03   2.8e+09    4.5e+07          -999.99
2012 08 28    3.6e+05  1.2e+04  2.9e+03   3.1e+09    5.3e+07          -999.99
2012 08 29    8.0e+05  1.1e+04  2.5e+03   3.1e+09    6.3e+07          -999.99
2012 08 30    1.3e+06  1.1e+04  2.7e+03   2.8e+09    6.7e+07          -999.99
2012 08 31    1.6e+06  1.1e+04  2.8e+03   2.5e+09    7.2e+07          -999.99
2012 09 01    2.2e+07  1.1e+06  3.0e+03   8.3e+08    2.0e+07          -999.99
2012 09 02    9.9e+07  2.3e+06  3.0e+03   1.2e+08    1.3e+07          -999.99
2012 09 03    1.7e+08  1.0e+06  2.7e+03   7.2e+07    5.0e+06          -999.99
2012 09 04    9.9e+07  3.9e+05  2.4e+03   1.7e+08    2.3e+06          -999.99
2012 09 05    7.9e+06  4.5e+04  2.3e+03   2.8e+08    2.5e+06          -999.99
2012 09 06    1.1e+06  1.5e+04  2.6e+03   3.1e+08    2.5e+06          -999.99
2012 09 07    1.7e+06  1.6e+04  2.9e+03   1.3e+09    1.6e+07          -999.99
2012 09 08    1.5e+06  2.7e+04  3.3e+03   9.9e+08    2.1e+07          -999.99
2012 09 09    6.7e+05  1.9e+04  2.9e+03   1.3e+09    4.0e+07          -999.99
2012 09 10    5.3e+05  1.3e+04  2.8e+03   1.6e+09    6.4e+07          -999.99
2012 09 11    3.2e+05  1.3e+04  2.8e+03   1.5e+09    5.9e+07          -999.99
2012 09 12    4.2e+05  1.2e+04  3.0e+03   1.2e+09    5.0e+07          -999.99
2012 09 13    2.2e+05  1.1e+04  2.6e+03   8.1e+08    2.2e+07          -999.99
2012 09 14    2.2e+05  1.1e+04  2.6e+03   5.8e+08    1.8e+07          -999.99
2012 09 15    1.2e+05  1.1e+04  2.6e+03   4.9e+08    1.4e+07          -999.99
2012 09 16    1.4e+05  1.2e+04  2.8e+03   7.6e+08    2.3e+07          -999.99
2012 09 17    1.2e+05  1.1e+04  2.8e+03   8.2e+08    2.2e+07          -999.99
2012 09 18    1.1e+05  1.1e+04  2.7e+03   4.3e+08    1.0e+07          -999.99
2012 09 19    1.9e+05  1.1e+04  2.6e+03   5.2e+08    1.4e+07          -999.99
2012 09 20    1.1e+05  1.1e+04  2.6e+03   6.4e+08    3.1e+06          -999.99
2012 09 21    1.6e+05  1.2e+04  2.7e+03   1.6e+09    7.4e+06          -999.99
2012 09 22    1.4e+05  1.5e+04  2.8e+03   1.6e+09    1.3e+07          -999.99
2012 09 23    2.2e+05  1.6e+04  3.0e+03   1.6e+09    1.6e+07          -999.99
2012 09 24    9.0e+05  2.8e+04  2.8e+03   1.2e+09    1.3e+07          -999.99
2012 09 25    1.4e+06  3.0e+04  2.8e+03   1.0e+09    1.1e+07          -999.99
2012 09 26    3.1e+06  3.4e+04  2.6e+03   8.2e+08    1.0e+07          -999.99
2012 09 27    1.5e+06  2.4e+04  2.5e+03   4.8e+08    5.6e+06          -999.99
2012 09 28    2.7e+06  7.1e+05  5.0e+03   5.6e+08    9.5e+06          -999.99
2012 09 29    3.1e+06  2.1e+05  3.2e+03   5.1e+08    9.7e+06          -999.99
2012 09 30    1.1e+07  7.4e+04  2.6e+03   2.1e+08    3.8e+06          -999.99
2012 10 01    5.8e+06  2.0e+04  2.4e+03   1.1e+08    7.4e+05          -999.99
2012 10 02    8.2e+05  1.2e+04  2.5e+03   2.4e+08    9.3e+05          -999.99
2012 10 03    3.8e+05  1.2e+04  2.8e+03   3.7e+08    1.0e+06          -999.99
2012 10 04    1.9e+05  1.2e+04  3.1e+03   4.1e+08    1.2e+06          -999.99
2012 10 05    3.8e+05  1.2e+04  2.9e+03   4.1e+08    1.6e+06          -999.99
2012 10 06    9.3e+05  1.2e+04  2.7e+03   4.6e+08    1.7e+06          -999.99
2012 10 07    3.4e+06  1.2e+04  2.5e+03   5.8e+08    2.5e+06          -999.99
2012 10 08    6.8e+06  1.4e+04  2.5e+03   3.9e+07    6.4e+05          -999.99
2012 10 09    5.5e+06  1.1e+04  2.6e+03   1.9e+09    1.3e+08          -999.99
2012 10 10    6.1e+05  1.1e+04  2.6e+03   2.9e+09    1.5e+08          -999.99
2012 10 11    4.9e+05  1.1e+04  2.6e+03   6.2e+09    4.1e+08          -999.99
2012 10 12    1.0e+06  1.1e+04  2.4e+03   5.4e+09    4.8e+08          -999.99
