:Product: Daily Particle Data        1999_DPD.txt
:Issued: 0100 UT 22 Mar 2000
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to sec@sec.noaa.gov
#
#                      1999 Daily Particle Data
#

                GOES-8 Proton Fluence      GOES-8 Electron Fluence     Neutron
             --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
   Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
1999 01 27    1.1e+06  2.2e+04  2.5e+03   4.8e+09    2.0e+06            -1.30
1999 01 28    2.7e+05  1.5e+04  2.5e+03   4.9e+09    1.5e+06            -0.30
1999 01 29    1.7e+05  1.3e+04  2.5e+03   8.3e+09    2.3e+06             0.05
1999 01 30    9.3e+04  1.4e+04  2.7e+03   9.6e+09    2.8e+06             0.78
1999 01 31    4.9e+04  1.4e+04  3.5e+03   8.3e+09    3.6e+06             1.13
1999 02 01    6.1e+04  1.5e+04  3.5e+03   7.5e+09    5.2e+06             1.35
1999 02 02    1.4e+05  1.5e+04  3.8e+03   6.3e+09    3.2e+06             1.65
1999 02 03    2.3e+05  1.9e+04  4.5e+03   3.8e+09    2.7e+06             1.87
1999 02 04    1.3e+05  1.8e+04  5.0e+03   2.2e+09    1.8e+06             2.02
1999 02 05    9.5e+04  1.7e+04  5.1e+03   2.1e+09    6.8e+05             1.64
1999 02 06    2.9e+05  1.7e+04  4.9e+03   1.3e+10    3.4e+06             1.15
1999 02 07    1.7e+05  1.7e+04  5.3e+03   1.6e+10    1.8e+07             1.14
1999 02 08    9.2e+04  1.8e+04  5.3e+03   1.9e+10    2.7e+07             1.26
1999 02 09    1.1e+05  1.9e+04  5.7e+03   1.8e+10    3.6e+07             1.18
1999 02 10    1.3e+05  1.7e+04  4.5e+03   1.3e+10    2.2e+07             1.55
1999 02 11    7.0e+05  1.6e+04  4.2e+03   5.5e+09    5.9e+06             0.58
1999 02 12    6.9e+05  1.5e+04  3.4e+03   9.8e+09    4.9e+06            -2.30
1999 02 13    1.2e+05  1.5e+04  3.6e+03   2.6e+10    1.7e+07            -1.70
1999 02 14    8.3e+04  1.4e+04  3.6e+03   1.1e+10    7.8e+06            -1.60
1999 02 15    2.3e+05  1.4e+04  3.2e+03   4.7e+09    3.4e+06            -2.20
1999 02 16    3.2e+05  1.6e+04  3.1e+03   7.4e+09    4.6e+06            -2.00
1999 02 17    4.0e+06  1.7e+04  3.0e+03   3.3e+09    2.9e+06            -2.60
1999 02 18    6.5e+06  1.2e+04  2.4e+03   2.9e+09    8.7e+05            -5.80
1999 02 19    7.9e+06  1.2e+04  2.3e+03   8.0e+09    3.9e+07            -3.30
1999 02 20    1.8e+05  1.4e+04  3.6e+03   9.1e+09    2.7e+07            -0.90
1999 02 21    2.8e+05  1.5e+04  3.9e+03   1.3e+10    6.3e+07             0.35
1999 02 22    6.2e+05  1.6e+04  4.4e+03   9.0e+09    1.0e+08             1.68
1999 02 23    1.6e+06  1.6e+04  4.4e+03   5.2e+09    3.2e+07             0.92
1999 02 24    1.0e+06  1.6e+04  4.1e+03   5.2e+09    3.1e+07             0.83
1999 02 25    1.7e+05  1.6e+04  4.6e+03   3.3e+09    6.8e+06             1.20
1999 02 26    1.4e+05  1.7e+04  4.5e+03   3.9e+09    6.4e+06             1.72
1999 02 27    1.5e+05  1.8e+04  4.9e+03   1.7e+09    5.5e+06             1.64
1999 02 28    5.5e+05  1.8e+04  5.0e+03   1.2e+09    5.6e+06             1.68
1999 03 01    1.5e+05  1.8e+04  5.1e+03   5.0e+08    1.4e+06             0.89
1999 03 02    1.6e+05  1.6e+04  4.2e+03   1.0e+10    2.2e+06            -0.30
1999 03 03    1.1e+05  1.6e+04  4.4e+03   1.8e+10    7.2e+06             0.06
1999 03 04    3.2e+05  1.5e+04  4.2e+03   1.5e+10    2.9e+07            -0.30
1999 03 05    6.6e+05  1.5e+04  4.1e+03   1.9e+10    1.1e+08            -0.40
1999 03 06    1.7e+05  1.5e+04  4.1e+03   2.4e+10    1.4e+08             0.00
1999 03 07    3.5e+05  1.6e+04  4.0e+03   5.5e+09    3.0e+07            -0.20
1999 03 08    8.3e+04  1.5e+04  3.9e+03   1.4e+10    3.0e+07             0.21
1999 03 09    6.0e+05  1.6e+04  3.8e+03   4.4e+09    2.4e+07             1.14
1999 03 10    1.1e+06  1.6e+04  4.1e+03   5.3e+09    5.3e+06             0.06
1999 03 11    2.1e+05  1.5e+04  3.7e+03   8.6e+09    4.4e+06             0.23
1999 03 12    1.7e+05  1.4e+04  3.2e+03   2.6e+09    2.7e+06             0.64
1999 03 13    1.7e+05  1.4e+04  3.2e+03   3.3e+09    4.0e+06             0.57
1999 03 14    2.7e+05  1.5e+04  3.2e+03   5.8e+09    4.1e+06             0.34
1999 03 15    6.2e+04  1.5e+04  3.3e+03   3.5e+09    2.5e+06             0.36
1999 03 16    6.2e+04  1.5e+04  3.3e+03   3.5e+09    3.2e+06             0.00
1999 03 17    6.8e+04  1.4e+04  3.1e+03   3.6e+09    7.9e+06            -0.60
1999 03 18    6.8e+04  1.4e+04  3.0e+03   4.4e+09    9.2e+06            -0.70
1999 03 19    3.9e+04  1.4e+04  3.0e+03   3.8e+09    6.6e+06            -1.60
1999 03 20    3.0e+04  1.3e+04  3.0e+03   1.7e+09    1.2e+06            -0.90
1999 03 21    2.9e+04  1.4e+04  3.0e+03   1.1e+09    7.0e+05            -0.10
1999 03 22    3.0e+04  1.4e+04  2.9e+03   1.5e+09    8.2e+05             0.01
1999 03 23    8.1e+04  1.3e+04  3.0e+03   1.5e+09    1.5e+06            -0.10
1999 03 24    4.5e+04  1.3e+04  2.9e+03   1.4e+09    2.8e+06            -1.00
1999 03 25    1.2e+05  1.3e+04  2.8e+03   1.2e+09    4.0e+06            -1.70
1999 03 26    6.9e+04  1.3e+04  2.9e+03   3.9e+09    1.2e+06            -0.30
1999 03 27    8.4e+04  1.4e+04  3.1e+03   5.2e+09    1.2e+06            -2.00
1999 03 28    1.1e+05  1.3e+04  2.9e+03   3.4e+09    1.7e+06            -0.70
1999 03 29    4.4e+05  1.3e+04  3.0e+03   7.6e+08    2.7e+05            -0.30
1999 03 30    1.6e+05  1.4e+04  3.0e+03   8.0e+09    1.7e+06            -0.30
1999 03 31    1.3e+05  1.4e+04  3.2e+03   1.2e+10    1.7e+07             0.04
1999 04 01    1.1e+05  1.5e+04  3.5e+03   8.2e+09    1.4e+07            -0.30
1999 04 02    9.8e+04  1.6e+04  3.7e+03   1.1e+10    3.0e+07             1.09
1999 04 03    7.7e+04  1.5e+04  3.8e+03   1.1e+10    2.9e+07             0.26
1999 04 04    1.6e+05  1.5e+04  3.6e+03   1.6e+10    3.6e+07            -0.20
1999 04 05    3.8e+05  1.6e+04  3.9e+03   2.4e+10    8.3e+07             0.11
1999 04 06    1.0e+05  1.5e+04  3.8e+03   2.0e+10    1.2e+08             0.32
1999 04 07    6.9e+04  1.6e+04  4.0e+03   9.4e+09    3.2e+07          -999.99
1999 04 08    2.1e+05  1.7e+04  4.1e+03   1.1e+10    3.5e+07          -999.99
1999 04 09    1.8e+05  1.6e+04  4.0e+03   9.6e+09    2.5e+07             1.05
1999 04 10    1.9e+05  1.6e+04  3.8e+03   4.9e+09    1.2e+07             0.00
1999 04 11    2.0e+05  1.5e+04  3.3e+03   2.0e+10    2.8e+07            -0.70
1999 04 12    2.1e+05  1.5e+04  3.3e+03   2.7e+10    4.8e+07            -0.20
1999 04 13    2.2e+05  1.5e+04  3.3e+03   2.4e+10    6.3e+07             0.57
1999 04 14    1.1e+05  1.4e+04  3.3e+03   1.2e+10    1.9e+07          -999.99
1999 04 15    5.1e+04  1.5e+04  3.2e+03   8.0e+09    9.8e+06             0.13
1999 04 16    3.0e+05  1.4e+04  3.1e+03   4.2e+09    1.0e+07            -0.10
1999 04 17    1.5e+05  1.4e+04  2.9e+03   4.1e+09    3.8e+05             0.12
1999 04 18    5.5e+04  1.5e+04  3.2e+03   3.9e+09    4.8e+05             0.02
1999 04 19    5.3e+04  1.4e+04  2.9e+03   2.9e+09    3.5e+05            -0.50
1999 04 20    3.3e+05  1.4e+04  3.0e+03   7.4e+09    4.5e+06            -0.10
1999 04 21    1.3e+05  1.2e+04  2.8e+03   1.5e+10    1.6e+07            -0.80
1999 04 22    1.1e+05  1.3e+04  2.8e+03   1.9e+10    3.8e+07            -1.00
1999 04 23    9.3e+04  1.3e+04  2.8e+03   1.3e+10    3.9e+07            -0.10
1999 04 24    1.9e+06  4.5e+05  3.3e+03   8.8e+09    1.6e+07             0.32
1999 04 25    9.0e+06  9.7e+05  3.6e+03   8.8e+09    2.5e+07             0.90
1999 04 26    1.3e+06  1.1e+05  3.3e+03   7.9e+09    2.0e+07             1.01
1999 04 27    2.4e+05  2.4e+04  3.4e+03   7.5e+09    8.5e+06             1.67
1999 04 28    3.2e+05  1.8e+04  3.2e+03   9.3e+09    1.1e+07             0.64
1999 04 29    2.4e+05  1.6e+04  3.1e+03   5.6e+09    6.3e+06            -0.10
1999 04 30    5.5e+05  1.4e+04  3.3e+03   1.8e+10    6.0e+07             0.00
1999 05 01    8.0e+05  1.5e+04  3.5e+03   2.5e+10    1.9e+08             0.21
1999 05 02    3.1e+05  1.4e+04  3.6e+03   2.7e+10    3.3e+08             0.20
1999 05 03    1.1e+05  1.5e+04  3.7e+03   2.0e+10    3.2e+08             0.29
1999 05 04    6.3e+05  6.7e+04  3.7e+03   2.2e+10    4.4e+08             0.71
1999 05 05    1.1e+07  3.4e+05  3.8e+03   2.0e+10    4.6e+08             0.23
1999 05 06    5.0e+07  5.2e+05  3.4e+03   9.5e+09    4.9e+07            -1.20
1999 05 07    1.5e+07  1.3e+05  3.3e+03   7.7e+09    3.3e+07            -4.40
1999 05 08    3.6e+06  3.4e+04  3.3e+03   1.3e+10    6.4e+07            -1.20
1999 05 09    1.7e+06  3.8e+04  3.2e+03   1.2e+10    8.2e+07            -1.00
1999 05 10    7.4e+05  3.1e+04  3.2e+03   1.1e+10    8.4e+07            -2.20
1999 05 11    1.7e+05  1.5e+04  3.0e+03   1.0e+10    8.0e+07            -0.70
1999 05 12    4.7e+05  1.5e+04  3.1e+03   8.3e+09    8.0e+07             0.25
1999 05 13    1.7e+05  1.5e+04  3.2e+03   9.2e+08    1.0e+06             0.53
1999 05 14    9.9e+04  1.4e+04  3.3e+03   1.3e+10    1.2e+06             0.90
1999 05 15    7.4e+04  1.5e+04  3.5e+03   1.3e+10    2.0e+06             2.17
1999 05 16    8.3e+04  1.6e+04  3.6e+03   8.8e+09    3.1e+06             2.62
1999 05 17    1.1e+05  1.4e+04  3.1e+03   9.1e+09    3.7e+06             0.02
1999 05 18    9.8e+04  1.4e+04  3.4e+03   1.3e+09    2.6e+05             0.52
1999 05 19    1.4e+05  1.5e+04  3.2e+03   2.1e+10    4.1e+06             0.29
1999 05 20    1.6e+05  1.5e+04  3.1e+03   3.2e+10    2.8e+07             0.43
1999 05 21    1.2e+05  1.4e+04  3.2e+03   3.1e+10    5.1e+07             0.27
1999 05 22    1.3e+05  1.4e+04  3.0e+03   2.7e+10    5.4e+07            -0.50
1999 05 23    1.4e+05  1.3e+04  3.0e+03   1.3e+10    1.1e+07            -2.00
1999 05 24    1.1e+05  1.2e+04  2.7e+03   4.2e+09    2.3e+06            -2.10
1999 05 25    5.8e+04  1.3e+04  2.9e+03   3.0e+09    2.9e+05            -1.30
1999 05 26    8.4e+04  1.3e+04  3.0e+03   1.7e+10    2.1e+06            -0.10
1999 05 27    8.1e+05  1.8e+05  4.5e+03   1.6e+10    3.4e+06             0.80
1999 05 28    7.9e+05  7.8e+04  3.6e+03   1.3e+10    3.5e+06             0.55
1999 05 29    2.3e+05  2.9e+04  3.3e+03   1.6e+10    8.0e+06            -0.10
1999 05 30    1.4e+05  2.0e+04  3.1e+03   1.0e+10    4.7e+06            -0.30
1999 05 31    5.8e+04  1.8e+04  3.5e+03   5.2e+09    1.1e+06             0.23
1999 06 01    1.5e+05  3.7e+04  4.7e+03   5.2e+09    2.9e+06             0.29
1999 06 02    8.0e+06  2.3e+06  2.2e+04   4.8e+09    1.1e+06             0.25
1999 06 03    6.2e+06  9.9e+05  5.7e+03   1.2e+09    7.7e+05             0.64
1999 06 04    1.8e+07  2.4e+06  5.6e+03   1.9e+09    3.3e+06            -0.30
1999 06 05    2.0e+07  1.3e+06  4.4e+03   3.2e+09    3.3e+06            -0.10
1999 06 06    4.9e+06  2.8e+05  3.8e+03   3.6e+09    2.8e+06             0.00
1999 06 07    2.1e+06  8.9e+04  3.7e+03   3.4e+09    3.3e+06             0.45
1999 06 08    7.0e+05  3.6e+04  3.5e+03   7.8e+08    3.2e+05             0.52
1999 06 09    2.2e+05  2.2e+04  3.7e+03   1.7e+09    1.7e+05             1.13
1999 06 10    2.1e+05  1.8e+04  3.3e+03   2.4e+10    1.5e+06             1.27
1999 06 11    3.1e+05  7.0e+04  4.8e+03   2.4e+10    1.8e+06             1.93
1999 06 12    1.9e+05  1.9e+04  3.9e+03   1.9e+10    5.1e+06             2.30
1999 06 13    1.3e+05  1.9e+04  4.4e+03   1.1e+10    4.4e+06             2.93
1999 06 14    1.4e+05  2.1e+04  4.5e+03   9.4e+09    4.8e+06             2.49
1999 06 15    3.8e+05  2.1e+04  4.3e+03   8.3e+09    5.6e+06             2.22
1999 06 16    4.3e+05  2.0e+04  4.2e+03   4.2e+09    5.0e+05             0.64
1999 06 17    1.8e+05  1.7e+04  3.9e+03   4.3e+09    3.6e+05            -0.40
1999 06 18    2.0e+05  1.7e+04  3.6e+03   2.5e+09    3.6e+05            -1.50
1999 06 19    1.9e+05  1.7e+04  3.5e+03   3.2e+09    6.5e+05            -1.00
1999 06 20    1.5e+05  1.5e+04  2.9e+03   3.2e+09    9.2e+05            -1.30
1999 06 21    1.3e+05  1.5e+04  3.2e+03   3.0e+09    8.2e+05            -1.00
1999 06 22    2.3e+05  1.8e+04  2.9e+03   2.6e+09    5.3e+05            -0.70
1999 06 23    7.8e+05  2.3e+04  2.9e+03   1.5e+09    2.2e+05            -0.80
1999 06 24    4.0e+05  1.6e+04  3.0e+03   1.8e+09    2.0e+05            -0.90
1999 06 25    6.8e+05  1.7e+04  2.9e+03   2.0e+09    2.0e+05            -0.80
1999 06 26    3.4e+07  3.3e+04  2.7e+03   4.6e+08    1.4e+05            -0.70
1999 06 27    1.7e+06  1.4e+04  2.4e+03   2.0e+09    1.3e+05            -3.30
1999 06 28    6.7e+05  1.3e+04  2.3e+03   3.9e+09    3.0e+05            -2.80
1999 06 29    2.0e+05  1.2e+04  2.5e+03   3.4e+10    1.0e+07            -0.80
1999 06 30    1.1e+05  1.6e+04  3.5e+03   3.6e+10    1.8e+07             0.20
1999 07 01    1.5e+05  1.7e+04  3.6e+03   3.1e+10    2.3e+07             0.01
1999 07 02    8.9e+05  1.5e+04  3.3e+03   8.2e+09    4.7e+06             0.12
1999 07 03    1.6e+05  1.6e+04  3.7e+03   1.1e+10    5.5e+06            -0.10
1999 07 04    7.6e+04  1.5e+04  3.8e+03   1.6e+10    1.2e+07             0.79
1999 07 05    1.3e+05  1.7e+04  4.4e+03   1.5e+10    1.9e+07             1.15
1999 07 06    6.4e+05  1.8e+04  4.9e+03   3.9e+09    2.2e+06             1.68
1999 07 07    1.8e+05  1.7e+04  5.0e+03   3.5e+09    4.8e+06             0.67
1999 07 08    1.9e+05  1.8e+04  4.6e+03   4.1e+09    4.7e+06             0.33
1999 07 09    7.8e+04  1.8e+04  4.9e+03   4.5e+09    4.3e+06             1.16
1999 07 10    7.0e+04  1.5e+04  4.1e+03   7.2e+09    4.7e+06             1.11
1999 07 11    7.5e+04  1.6e+04  4.1e+03   7.4e+09    5.3e+06             0.93
1999 07 12    4.9e+04  1.6e+04  4.5e+03   8.7e+08    1.9e+05             1.29
1999 07 13    4.1e+04  1.7e+04  4.6e+03   3.7e+09    2.1e+05             1.57
1999 07 14    4.8e+04  1.7e+04  4.6e+03   5.4e+09    3.1e+05             0.63
1999 07 15    6.3e+04  1.9e+04  5.9e+03   6.4e+09    6.3e+05             1.53
1999 07 16    4.7e+04  1.8e+04  5.4e+03   6.8e+09    1.1e+06             1.33
1999 07 17    5.7e+04  1.7e+04  4.9e+03   7.0e+09    1.4e+06             0.29
1999 07 18    5.6e+04  1.7e+04  4.8e+03   6.3e+09    6.8e+05          -999.99
1999 07 19    6.4e+04  1.7e+04  4.9e+03   4.9e+09    5.9e+05          -999.99
1999 07 20    8.5e+04  1.6e+04  3.8e+03   4.5e+09    7.1e+05            -0.90
1999 07 21    7.8e+04  1.6e+04  3.5e+03   1.7e+09    2.1e+05            -0.90
1999 07 22    6.6e+04  1.4e+04  3.2e+03   4.8e+08    1.1e+05            -1.90
1999 07 23    1.1e+05  1.4e+04  3.3e+03   2.2e+10    3.1e+06            -1.40
1999 07 24    9.7e+04  1.4e+04  3.0e+03   2.4e+10    7.5e+06            -1.50
1999 07 25    6.9e+04  1.3e+04  2.9e+03   3.4e+10    2.2e+07            -0.90
1999 07 26    7.1e+04  1.4e+04  3.0e+03   3.1e+10    4.0e+07            -0.40
1999 07 27    5.4e+04  1.4e+04  2.8e+03   2.2e+10    4.0e+07            -1.60
1999 07 28    5.4e+04  1.4e+04  2.6e+03   2.0e+10    2.3e+07            -1.70
1999 07 29    8.2e+04  1.4e+04  2.7e+03   1.0e+09    9.8e+05            -0.80
1999 07 30    7.7e+05  1.5e+04  3.2e+03   1.2e+09    7.5e+05            -0.10
1999 07 31    3.0e+05  1.5e+04  3.2e+03   1.2e+09    3.1e+05            -0.90
1999 08 01    1.6e+05  1.7e+04  3.8e+03   1.2e+10    3.4e+06            -0.30
1999 08 02    2.7e+05  1.6e+04  3.6e+03   1.9e+10    1.1e+07             0.38
1999 08 03    2.9e+05  1.6e+04  3.3e+03   2.5e+10    2.4e+07             0.28
1999 08 04    2.1e+05  1.6e+04  3.9e+03   6.5e+09    4.5e+06             0.98
1999 08 05    1.2e+05  1.7e+04  3.8e+03   3.5e+09    2.8e+06             1.17
1999 08 06    2.5e+05  1.6e+04  3.6e+03   3.7e+09    2.0e+06             0.02
1999 08 07    1.1e+05  1.4e+04  3.6e+03   2.3e+10    1.1e+07            -0.60
1999 08 08    1.9e+05  1.6e+04  3.3e+03   3.2e+10    3.3e+07            -0.50
1999 08 09    3.6e+05  1.6e+04  3.1e+03   3.5e+09    7.8e+05            -0.10
1999 08 10    3.2e+05  1.5e+04  3.4e+03   1.3e+10    3.1e+06             0.58
1999 08 11    1.3e+05  1.5e+04  3.4e+03   6.6e+09    1.9e+06             0.45
1999 08 12    1.5e+05  1.6e+04  3.7e+03   2.4e+09    1.2e+06             0.84
1999 08 13    9.1e+04  1.6e+04  3.7e+03   1.8e+09    4.1e+05             1.00
1999 08 14    7.7e+04  1.5e+04  3.7e+03   3.3e+09    9.1e+05             0.45
1999 08 15    9.4e+04  1.6e+04  3.7e+03   1.9e+09    3.9e+05             0.13
1999 08 16    1.9e+05  1.5e+04  3.4e+03   3.5e+09    8.8e+05            -1.50
1999 08 17    6.4e+05  1.4e+04  3.2e+03   1.2e+10    3.0e+07            -1.70
1999 08 18    6.6e+05  1.3e+04  3.0e+03   1.8e+10    1.3e+08            -1.90
1999 08 19    1.1e+06  1.4e+04  3.0e+03   3.1e+10    5.9e+08            -2.20
1999 08 20    3.0e+06  1.3e+04  2.4e+03   1.6e+10    2.2e+08            -4.70
1999 08 21    2.9e+05  1.2e+04  2.4e+03   3.3e+10    2.5e+08            -4.20
1999 08 22    2.5e+05  1.1e+04  2.4e+03   3.0e+10    3.2e+08            -3.60
1999 08 23    2.2e+06  1.1e+04  2.3e+03   4.2e+09    1.9e+07            -2.30
1999 08 24    2.5e+05  1.2e+04  2.3e+03   1.7e+09    6.5e+06            -1.40
1999 08 25    1.1e+05  1.3e+04  2.3e+03   7.9e+09    1.2e+07            -1.20
1999 08 26    2.0e+05  1.2e+04  2.4e+03   9.7e+09    1.2e+07            -0.70
1999 08 27    2.6e+05  1.3e+04  2.7e+03   2.0e+10    3.5e+07             0.51
1999 08 28    1.6e+05  1.3e+04  2.8e+03   3.1e+10    1.0e+08             1.01
1999 08 29    2.3e+05  1.5e+04  3.7e+03   3.5e+10    2.0e+08             1.21
1999 08 30    6.6e+05  1.5e+04  3.7e+03   1.9e+10    8.2e+07             1.02
1999 08 31    5.4e+05  1.6e+04  3.8e+03   1.2e+10    5.4e+07             0.60
1999 09 01    4.0e+05  1.6e+04  3.9e+03   9.4e+09    5.5e+07             0.32
1999 09 02    1.9e+05  1.6e+04  3.9e+03   2.0e+10    1.4e+08             1.13
1999 09 03    1.5e+05  1.5e+04  4.0e+03   1.2e+10    7.5e+07             0.45
1999 09 04    1.8e+05  1.5e+04  4.0e+03   1.5e+10    9.7e+07             0.00
1999 09 05    1.1e+05  1.5e+04  3.5e+03   2.4e+10    1.3e+08            -0.80
1999 09 06    1.6e+05  1.4e+04  3.5e+03   1.8e+10    1.4e+08            -0.40
1999 09 07    1.1e+05  1.5e+04  3.3e+03   3.3e+09    9.4e+06            -0.30
1999 09 08    7.4e+04  1.4e+04  2.9e+03   3.5e+09    9.7e+06            -0.30
1999 09 09    3.3e+05  1.3e+04  3.0e+03   4.6e+09    1.0e+07            -0.10
1999 09 10    2.0e+05  1.4e+04  2.9e+03   3.6e+09    5.4e+06             0.38
1999 09 11    1.2e+05  1.3e+04  2.7e+03   1.7e+09    9.4e+05             0.48
1999 09 12    7.3e+05  1.4e+04  2.9e+03   1.1e+09    5.6e+05             0.26
1999 09 13    1.2e+06  1.3e+04  2.6e+03   1.0e+10    2.1e+07            -1.70
1999 09 14    1.9e+06  2.2e+04  2.5e+03   1.6e+10    8.2e+07            -0.90
1999 09 15    4.3e+06  1.6e+04  2.6e+03   2.1e+10    4.0e+08            -1.30
1999 09 16    2.0e+06  1.3e+04  2.5e+03   1.4e+10    1.7e+08            -1.50
1999 09 17    4.2e+05  1.2e+04  2.6e+03   2.3e+10    1.6e+08            -0.20
1999 09 18    4.4e+05  1.2e+04  2.7e+03   1.6e+10    1.4e+08            -0.30
1999 09 19    2.8e+05  1.4e+04  3.0e+03   1.3e+10    1.3e+08             0.02
1999 09 20    2.0e+05  1.4e+04  2.7e+03   1.2e+10    1.2e+08            -0.70
1999 09 21    3.7e+05  1.3e+04  2.8e+03   4.8e+09    5.7e+07            -0.20
1999 09 22    1.8e+06  1.3e+04  2.6e+03   2.1e+08    6.6e+05            -0.20
1999 09 23    1.1e+05  1.4e+04  3.0e+03   1.0e+09    1.4e+05             0.59
1999 09 24    7.2e+04  1.4e+04  2.8e+03   2.1e+09    2.2e+05             0.39
1999 09 25    1.1e+05  1.4e+04  3.1e+03   3.3e+09    4.6e+05             0.09
1999 09 26    4.1e+05  1.4e+04  3.1e+03   2.9e+09    5.0e+05             0.60
1999 09 27    9.0e+05  1.3e+04  3.1e+03   5.7e+09    3.7e+06             0.13
1999 09 28    1.2e+06  1.3e+04  3.0e+03   2.1e+10    9.9e+07            -0.40
1999 09 29    4.0e+05  1.3e+04  2.9e+03   1.9e+10    1.6e+08            -0.30
1999 09 30    3.1e+05  1.3e+04  2.9e+03   1.0e+10    5.4e+07            -0.10
1999 10 01    2.3e+05  1.3e+04  2.9e+03   2.9e+10    1.4e+08             0.57
1999 10 02    1.2e+05  1.3e+04  3.0e+03   1.1e+10    5.4e+07             0.92
1999 10 03    8.1e+04  1.3e+04  2.9e+03   6.3e+09    4.1e+07             0.50
1999 10 04    1.0e+05  1.3e+04  2.9e+03   2.9e+09    1.4e+07             0.44
1999 10 05    4.0e+05  1.3e+04  3.1e+03   4.6e+09    1.3e+07            -0.20
1999 10 06    2.8e+05  1.4e+04  2.9e+03   7.5e+09    9.9e+06             0.15
1999 10 07    2.1e+05  1.3e+04  3.0e+03   8.7e+09    1.9e+07             0.15
1999 10 08    1.3e+05  1.4e+04  3.1e+03   2.2e+09    7.2e+06             0.38
1999 10 09    5.1e+05  1.3e+04  3.0e+03   1.8e+09    1.2e+07          -999.99
1999 10 10    3.6e+05  1.3e+04  3.0e+03   9.6e+08    2.5e+06          -999.99
1999 10 11    8.4e+05  1.3e+04  3.0e+03   2.2e+10    4.3e+07          -999.99
1999 10 12    2.2e+06  1.3e+04  2.8e+03   9.3e+09    3.5e+07          -999.99
1999 10 13    9.0e+05  1.3e+04  2.6e+03   9.6e+09    6.8e+07            -1.80
1999 10 14    1.1e+06  1.2e+04  2.5e+03   1.4e+10    9.0e+07            -2.10
1999 10 15    1.2e+06  1.3e+04  2.2e+03   1.4e+10    1.2e+08            -3.10
1999 10 16    1.5e+06  1.2e+04  2.2e+03   2.2e+10    1.9e+08            -2.50
1999 10 17    1.4e+06  1.2e+04  2.2e+03   1.6e+10    1.4e+08            -2.20
