:Product: Daily Particle Data        2006_DPD.txt
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to SEC.Webmaster@noaa.gov
#
#                          2006 Daily Particle Data
#
#              GOES-11 Proton Fluence     GOES-12 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------

2006 06 01    2.3e+05  1.6e+04  3.6e+03   3.0e+08    8.5e+05            98.00
2006 06 02    1.4e+05  1.6e+04  3.5e+03   2.6e+09    9.5e+05            99.70
2006 06 03    1.4e+05  1.6e+04  3.6e+03   3.8e+09    1.3e+06            99.40
2006 06 04    1.8e+05  1.6e+04  3.4e+03   4.2e+09    1.7e+06           100.40
2006 06 05    2.7e+05  1.6e+04  3.6e+03   3.9e+09    2.1e+06            98.00
2006 06 06    6.0e+05  1.6e+04  3.5e+03   9.7e+08    9.2e+05            98.10
2006 06 07    5.5e+05  1.5e+04  3.4e+03   1.4e+10    2.8e+07            99.00
2006 06 08    1.7e+06  1.6e+04  3.4e+03   3.3e+10    2.2e+08            95.10
2006 06 09    6.8e+05  1.6e+04  3.4e+03   5.5e+10    4.9e+08            99.80
2006 06 10    6.8e+05  1.5e+04  3.4e+03   6.6e+10    7.6e+08            99.90
2006 06 11    4.0e+05  1.5e+04  3.4e+03   4.4e+10    5.2e+08           100.30
2006 06 12    4.0e+05  1.6e+04  3.6e+03   4.8e+10    6.1e+08            95.00
2006 06 13    6.2e+05  1.6e+04  3.5e+03   4.8e+10    7.0e+08            99.70
2006 06 14    1.1e+06  1.6e+04  3.6e+03   3.8e+10    5.6e+08            99.60
2006 06 15    1.1e+06  1.5e+04  3.4e+03   1.3e+10    5.4e+07            99.50
2006 06 16    4.7e+05  1.6e+04  3.6e+03   3.0e+10    8.9e+07           100.00
2006 06 17    4.0e+05  1.6e+04  3.4e+03   3.6e+10    1.3e+08           100.10
2006 06 18    6.1e+05  1.6e+04  3.4e+03   2.0e+10    5.9e+07           100.50
2006 06 19    6.7e+05  1.6e+04  3.4e+03   1.8e+10    6.3e+07           100.30
2006 06 20    1.4e+06  1.6e+04  3.7e+03   2.1e+10    1.1e+08           100.30
2006 06 21    2.2e+06  1.7e+04  3.6e+03   2.0e+10    1.2e+08           100.30
2006 06 22    1.9e+06  1.7e+04  3.8e+03   1.1e+10    4.0e+07           100.10
2006 06 23    2.0e+06  1.6e+04  3.7e+03   9.7e+09    3.4e+07            99.90
2006 06 24    2.5e+06  1.7e+04  3.7e+03   9.0e+09    3.8e+07            99.80
2006 06 25    1.4e+06  1.6e+04  3.6e+03   4.4e+09    6.6e+06           100.10
2006 06 26    2.0e+06  1.7e+04  3.8e+03   3.8e+09    6.4e+06            99.90
2006 06 27    2.5e+06  1.7e+04  3.8e+03   3.0e+09    9.7e+06           100.00
2006 06 28    1.1e+06  1.6e+04  3.6e+03   2.1e+09    1.9e+06            99.70
2006 06 29    6.1e+05  1.6e+04  3.6e+03   4.4e+09    2.5e+06            99.60
2006 06 30    4.7e+05  1.7e+04  3.7e+03   1.1e+10    6.9e+06           100.10
2006 07 01    4.3e+05  1.7e+04  3.7e+03   1.6e+10    1.3e+07           100.42
2006 07 02    3.9e+05  1.7e+04  3.8e+03   1.6e+10    1.8e+07           100.18
2006 07 03    3.1e+05  1.7e+04  3.9e+03   1.2e+10    1.1e+07            99.90
2006 07 04    7.2e+05  1.6e+04  3.5e+03   4.6e+09    2.9e+06           100.07
2006 07 05    4.3e+06  1.6e+04  3.5e+03   1.3e+10    6.3e+06            99.70
2006 07 06    3.1e+06  7.0e+04  4.5e+03   5.6e+10    2.9e+08            99.90
2006 07 07    3.3e+06  7.8e+04  3.8e+03   5.6e+10    3.0e+08            99.90
2006 07 08    2.0e+06  2.3e+04  3.4e+03   4.3e+10    2.2e+08            99.60
2006 07 09    2.3e+06  1.9e+04  3.4e+03   3.9e+10    2.2e+08           100.16
2006 07 10    1.5e+06  1.5e+04  2.9e+03   7.4e+09    9.5e+06            99.20
2006 07 11    7.3e+05  1.4e+04  2.7e+03   7.0e+08    1.2e+06            98.20
2006 07 12    8.5e+05  1.5e+04  2.9e+03   2.8e+09    1.9e+06            99.70
2006 07 13    3.9e+05  1.6e+04  4.0e+03   9.3e+09    4.0e+06           100.66
2006 07 14    1.5e+06  1.5e+04  3.8e+03   9.1e+09    5.3e+06            99.70
2006 07 15    3.1e+05  1.7e+04  4.0e+03   9.7e+09    4.9e+06           100.27
2006 07 16    3.2e+05  1.6e+04  3.9e+03   1.6e+10    9.1e+06           100.16
2006 07 17    2.9e+05  1.6e+04  3.9e+03   1.5e+10    9.0e+06           100.25
2006 07 18    3.1e+05  1.6e+04  4.0e+03   1.3e+10    7.6e+06           100.00
2006 07 19    3.8e+05  1.6e+04  4.0e+03   9.8e+09    6.9e+06           100.14
2006 07 20    3.9e+05  1.6e+04  4.1e+03   7.1e+09    4.1e+06           100.19
2006 07 21    4.4e+05  1.7e+04  4.2e+03   5.3e+09    2.7e+06           100.28
2006 07 22    5.3e+05  1.7e+04  4.4e+03   3.1e+09    2.5e+06          -999.99
2006 07 23    4.8e+05  1.6e+04  3.9e+03   2.2e+09    2.7e+06          -999.99
2006 07 24    5.1e+05  1.8e+04  3.9e+03   1.7e+09    2.2e+06           100.36
2006 07 25    6.4e+05  1.6e+04  3.9e+03   4.4e+08    9.9e+05            99.80
2006 07 26    5.0e+05  1.7e+04  3.7e+03   3.0e+08    9.1e+05           100.19
2006 07 27    7.5e+05  1.6e+04  3.6e+03   3.5e+08    9.5e+05           100.04
2006 07 28    2.4e+06  1.5e+04  3.4e+03   8.9e+09    4.0e+06            99.70
2006 07 29    3.8e+06  1.6e+04  3.6e+03   2.2e+10    1.3e+07           100.46
2006 07 30    4.9e+06  1.6e+04  3.5e+03   2.2e+10    2.6e+07           100.24
2006 07 31    2.3e+06  1.6e+04  3.9e+03   4.3e+09    3.3e+06           100.25
2006 08 01    6.9e+05  1.6e+04  3.5e+03   5.4e+09    2.6e+06           100.70
2006 08 02    6.3e+05  1.6e+04  3.5e+03   1.2e+10    1.0e+07           100.08
2006 08 03    4.6e+05  1.6e+04  3.5e+03   2.0e+10    2.3e+07           101.77
2006 08 04    8.9e+05  1.6e+04  3.6e+03   2.1e+10    3.4e+07            99.70
2006 08 05    8.9e+05  1.7e+04  3.6e+03   1.8e+10    3.0e+07            99.70
2006 08 06    1.3e+06  1.7e+04  3.6e+03   1.4e+10    2.7e+07            99.80
2006 08 07    1.2e+06  1.7e+04  3.5e+03   5.5e+09    3.8e+06            99.70
2006 08 08    8.6e+05  1.6e+04  3.3e+03   4.2e+10    1.8e+08            99.70
2006 08 09    8.2e+05  1.6e+04  3.4e+03   5.7e+10    3.6e+08           100.02
2006 08 10    8.4e+05  1.6e+04  3.7e+03   6.7e+10    4.9e+08           100.00
2006 08 11    5.1e+05  1.6e+04  3.6e+03   4.5e+10    2.8e+08           100.00
2006 08 12    5.6e+05  1.6e+04  3.7e+03   4.9e+10    3.6e+08           100.05
2006 08 13    6.9e+05  1.6e+04  3.8e+03   5.0e+10    3.9e+08            99.90
2006 08 14    6.1e+05  1.6e+04  3.8e+03   3.9e+10    2.7e+08           100.07
2006 08 15    1.3e+06  1.6e+04  3.8e+03   3.0e+10    1.9e+08           100.31
2006 08 16    1.1e+06  1.6e+04  3.8e+03   2.1e+10    9.5e+07           100.23
2006 08 17    1.6e+06  1.7e+04  3.7e+03   1.4e+10    4.9e+07            99.70
2006 08 18    1.2e+06  1.7e+04  3.6e+03   1.6e+09    1.9e+06            99.80
2006 08 19    1.5e+06  1.6e+04  3.5e+03   8.8e+08    1.6e+06            99.80
2006 08 20    1.8e+05  1.5e+04  3.1e+03   1.3e+09    1.4e+06            98.30
2006 08 21    4.9e+05  1.4e+04  2.9e+03   3.1e+10    5.4e+07            98.90
2006 08 22    3.1e+06  1.5e+04  3.3e+03   2.6e+10    7.8e+07            99.80
2006 08 23    1.1e+06  1.5e+04  3.4e+03   4.3e+10    1.5e+08           100.50
2006 08 24    8.4e+05  1.6e+04  3.8e+03   4.6e+10    2.2e+08           100.20
2006 08 25    1.2e+06  1.6e+04  3.7e+03   3.5e+10    1.7e+08           100.70
2006 08 26    1.8e+06  1.7e+04  4.0e+03   3.0e+10    1.6e+08           100.60
2006 08 27    6.7e+05  1.6e+04  3.9e+03   3.5e+09    1.2e+07           100.10
2006 08 28    4.3e+05  1.7e+04  4.1e+03   7.5e+09    1.6e+06           100.00
2006 08 29    1.9e+06  1.7e+04  4.2e+03   3.3e+10    5.7e+07            99.90
2006 08 30    1.2e+06  1.6e+04  3.7e+03   2.2e+10    3.2e+07            98.90
2006 08 31    5.3e+05  1.6e+04  3.6e+03   9.6e+09    1.1e+07            99.70
2006 09 01    9.8e+05  1.6e+04  3.5e+03   8.6e+09    7.7e+06           100.00
2006 09 02    1.0e+06  1.5e+04  3.3e+03   1.0e+10    1.6e+07            99.90
2006 09 03    8.4e+05  1.6e+04  3.6e+03   2.4e+10    4.2e+07            99.80
2006 09 04    5.1e+05  1.6e+04  3.4e+03   8.1e+09    7.0e+06            99.60
2006 09 05    1.1e+06  1.5e+04  3.5e+03   4.6e+10    2.7e+08           100.10
2006 09 06    7.4e+05  1.6e+04  3.5e+03   5.2e+10    3.2e+08           100.60
2006 09 07    9.6e+05  1.7e+04  3.8e+03   3.4e+10    2.8e+08           100.40
2006 09 08    5.3e+05  1.6e+04  3.9e+03   1.8e+10    1.2e+08           100.30
2006 09 09    4.3e+05  1.6e+04  4.1e+03   1.8e+10    1.3e+08           100.30
2006 09 10    5.0e+05  1.6e+04  3.8e+03   1.5e+10    1.2e+08           100.30
2006 09 11    2.3e+05  1.7e+04  3.7e+03   3.9e+09    9.2e+06           100.10
2006 09 12    2.2e+05  1.7e+04  3.9e+03   4.0e+09    1.3e+07           100.00
2006 09 13    2.5e+05  1.7e+04  3.8e+03   1.4e+09    2.7e+06           100.00
2006 09 14    3.3e+05  1.8e+04  4.0e+03   2.7e+09    5.3e+06           100.10
2006 09 15    4.3e+05  1.8e+04  3.9e+03   3.0e+09    7.8e+06            99.90
2006 09 16    4.0e+05  1.7e+04  4.1e+03   2.9e+09    1.0e+07            -1.00
2006 09 17    9.9e+05  1.7e+04  4.1e+03   1.7e+09    3.0e+06            99.60
2006 09 18    3.9e+06  1.7e+04  3.7e+03   1.8e+10    3.6e+07            99.50
2006 09 19    2.1e+06  1.6e+04  3.9e+03   6.9e+10    6.5e+08           100.10
2006 09 20    9.8e+05  1.6e+04  4.0e+03   8.9e+10    9.8e+08           100.50
2006 09 21    1.1e+06  1.6e+04  3.6e+03   7.6e+10    9.5e+08           100.30
2006 09 22    1.2e+06  1.7e+04  3.7e+03   6.2e+10    7.4e+08           100.20
2006 09 23    1.4e+06  1.6e+04  3.9e+03   3.5e+10    2.9e+08           100.20
2006 09 24    7.0e+06  1.7e+04  3.4e+03   1.1e+10    4.0e+06            99.80
2006 09 25    4.8e+06  1.6e+04  3.4e+03   3.4e+10    6.8e+07            99.60
2006 09 26    2.6e+06  1.6e+04  3.6e+03   4.2e+10    1.3e+08           100.10
2006 09 27    2.0e+06  1.6e+04  3.5e+03   3.8e+10    1.2e+08           100.10
2006 09 28    3.0e+06  1.6e+04  3.5e+03   3.8e+10    1.5e+08            99.70
2006 09 29    3.3e+06  1.6e+04  3.4e+03   2.2e+10    7.1e+07           100.00
2006 09 30    7.8e+05  1.7e+04  3.4e+03   1.8e+09    2.0e+06            99.80
2006 10 01    1.3e+06  1.5e+04  3.3e+03   5.4e+09    3.3e+06            99.90
2006 10 02    1.0e+06  1.5e+04  3.3e+03   5.4e+09    3.3e+06           100.10
2006 10 03    1.2e+06  1.6e+04  3.7e+03   5.4e+09    3.3e+06           100.30
2006 10 04    8.2e+05  1.6e+04  3.7e+03   5.4e+09    3.3e+06           100.40
2006 10 05    7.9e+05  1.7e+04  3.9e+03   5.4e+09    3.3e+06            99.80
2006 10 06    1.2e+06  1.7e+04  3.7e+03   5.4e+09    3.3e+06           100.20
2006 10 07    1.2e+06  1.7e+04  3.8e+03   5.4e+09    3.3e+06           100.00
2006 10 08    6.1e+05  1.7e+04  3.7e+03   5.4e+09    3.3e+06            99.70
2006 10 09    4.9e+05  1.7e+04  3.7e+03   5.4e+09    3.3e+06            99.90
2006 10 10    9.2e+05  1.7e+04  3.7e+03   5.4e+09    3.3e+06           100.00
2006 10 11    7.4e+05  1.7e+04  3.9e+03   5.4e+09    3.3e+06           100.10
2006 10 12    8.0e+05  1.8e+04  4.2e+03   5.4e+09    3.3e+06            99.90
2006 10 13    9.0e+05  1.7e+04  4.1e+03   5.4e+09    3.3e+06            99.50
2006 10 14    6.7e+06  1.7e+04  3.8e+03   5.4e+09    3.3e+06            99.60
2006 10 15    1.4e+06  1.7e+04  3.9e+03   5.4e+09    3.3e+06           100.10
2006 10 16    9.7e+05  1.7e+04  4.2e+03   5.4e+09    3.3e+06           100.20
2006 10 17    7.3e+05  1.6e+04  4.3e+03   5.4e+09    3.3e+06           100.20
2006 10 18    7.5e+05  1.7e+04  4.2e+03   5.4e+09    3.3e+06           100.10
2006 10 19    9.6e+05  1.7e+04  4.4e+03   5.4e+09    3.3e+06           100.30
2006 10 20    1.1e+06  1.8e+04  4.1e+03   5.4e+09    3.3e+06            99.90
