:Product: Daily Particle Data        2011_DPD.txt
:Issued: 1900 UT 03 Jan 2011
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
#                        2011 Daily Particle Data
# 
#              GOES-13 Proton Fluence     GOES-13 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2011 01 29    5.8e+05  2.1e+04  3.4e+03   5.6e+07    1.1e+06          -999.99
2011 01 30    2.8e+05  1.4e+04  3.2e+03   5.2e+07    1.0e+06          -999.99
2011 01 31    9.2e+05  1.4e+04  3.5e+03   6.0e+07    1.3e+06          -999.99
2011 02 01    6.3e+05  1.4e+04  3.2e+03   1.3e+07    8.9e+05          -999.99
2011 02 02    1.7e+05  1.3e+04  3.2e+03   2.9e+08    8.8e+05          -999.99
2011 02 03    1.1e+05  1.4e+04  3.5e+03   8.5e+08    1.1e+06          -999.99
2011 02 04    1.0e+06  1.4e+04  3.4e+03   5.1e+08    1.3e+06          -999.99
2011 02 05    2.8e+05  1.4e+04  3.3e+03   1.4e+09    8.0e+06          -999.99
2011 02 06    9.4e+05  1.4e+04  3.5e+03   5.8e+09    2.8e+08          -999.99
2011 02 07    2.2e+05  1.4e+04  3.5e+03   5.6e+09    3.6e+08          -999.99
2011 02 08    2.8e+05  1.4e+04  3.4e+03   6.5e+09    5.1e+08          -999.99
2011 02 09    1.8e+05  1.4e+04  3.5e+03   5.6e+09    4.3e+08          -999.99
2011 02 10    4.7e+05  1.4e+04  3.4e+03   4.2e+09    3.1e+08          -999.99
2011 02 11    4.8e+05  1.4e+04  3.3e+03   2.3e+09    1.3e+08          -999.99
2011 02 12    1.5e+05  1.4e+04  3.4e+03   6.7e+08    2.4e+07          -999.99
2011 02 13    6.4e+05  1.4e+04  3.4e+03   7.0e+08    3.5e+07          -999.99
2011 02 14    1.7e+06  1.5e+04  3.6e+03   6.2e+08    3.7e+07          -999.99
2011 02 15    7.2e+05  8.5e+04  3.6e+03   8.4e+07    1.3e+06          -999.99
2011 02 16    6.0e+05  2.9e+04  3.5e+03   3.6e+08    1.6e+06          -999.99
2011 02 17    7.5e+05  1.5e+04  3.6e+03   4.9e+08    2.0e+06          -999.99
2011 02 18    2.4e+06  1.3e+04  2.8e+03   1.1e+08    9.4e+05          -999.99
2011 02 19    1.0e+05  1.3e+04  3.3e+03   8.8e+08    1.6e+06          -999.99
2011 02 20    2.6e+05  1.4e+04  3.7e+03   4.3e+09    6.6e+07          -999.99
2011 02 21    2.1e+05  1.4e+04  3.7e+03   4.5e+09    1.3e+08          -999.99
2011 02 22    1.3e+05  1.4e+04  3.6e+03   2.4e+09    7.8e+07          -999.99
2011 02 23    7.4e+04  1.4e+04  3.6e+03   2.0e+09    6.0e+07          -999.99
2011 02 24    1.0e+05  1.4e+04  3.6e+03   2.0e+09    7.2e+07          -999.99
2011 02 25    1.6e+05  1.4e+04  3.3e+03   1.8e+09    5.9e+07          -999.99
2011 02 26    1.1e+05  1.5e+04  3.4e+03   1.2e+09    2.6e+07          -999.99
2011 02 27    5.9e+04  1.4e+04  3.5e+03   7.0e+08    1.6e+07          -999.99
2011 02 28    2.4e+05  1.4e+04  3.2e+03   6.3e+08    2.2e+07          -999.99
2011 03 01    4.1e+05  1.4e+04  3.3e+03   6.1e+07    9.0e+05          -999.99
2011 03 02    1.2e+06  1.3e+04  3.0e+03   3.2e+09    9.2e+07          -999.99
2011 03 03    8.7e+05  1.3e+04  3.1e+03   5.0e+09    2.8e+08          -999.99
2011 03 04    4.5e+05  1.4e+04  3.4e+03   5.0e+09    3.7e+08          -999.99
2011 03 05    5.8e+05  1.4e+04  3.3e+03   6.3e+09    6.1e+08          -999.99
2011 03 06    1.4e+06  1.3e+04  3.2e+03   6.1e+09    7.8e+08          -999.99
2011 03 07    5.2e+05  2.1e+04  3.4e+03   2.8e+09    2.1e+08          -999.99
2011 03 08    1.5e+07  3.0e+06  4.6e+03   1.6e+09    5.8e+07          -999.99
2011 03 09    1.8e+07  1.3e+06  4.5e+03   3.0e+09    7.6e+07          -999.99
2011 03 10    4.5e+07  7.9e+05  4.3e+03   3.8e+08    1.0e+07          -999.99
2011 03 11    1.4e+07  2.0e+05  3.6e+03   4.1e+08    4.2e+06          -999.99
2011 03 12    1.6e+06  2.7e+04  3.2e+03   1.7e+09    1.8e+07          -999.99
2011 03 13    1.1e+06  1.6e+04  3.2e+03   2.4e+09    3.8e+07          -999.99
2011 03 14    2.0e+05  1.4e+04  3.3e+03   9.1e+08    1.4e+07          -999.99
2011 03 15    1.6e+05  1.3e+04  3.4e+03   1.2e+09    2.8e+07          -999.99
2011 03 16    2.0e+05  1.3e+04  3.2e+03   1.3e+09    4.0e+07          -999.99
2011 03 17    7.1e+05  2.1e+04  3.3e+03   1.1e+09    3.3e+07          -999.99
2011 03 18    6.6e+05  1.4e+04  3.3e+03   7.1e+08    1.4e+07          -999.99
2011 03 19    6.6e+05  1.4e+04  3.3e+03   6.7e+08    1.5e+07          -999.99
2011 03 20    2.1e+05  1.4e+04  3.4e+03   4.2e+08    8.7e+06          -999.99
2011 03 21    1.6e+06  4.4e+05  8.4e+03   6.5e+08    8.6e+06          -999.99
2011 03 22    5.0e+06  3.5e+05  4.4e+03   1.9e+08    4.1e+06          -999.99
2011 03 23    4.9e+05  3.1e+04  3.3e+03   3.6e+08    4.5e+06          -999.99
2011 03 24    3.4e+05  1.7e+04  3.2e+03   8.8e+08    6.0e+06          -999.99
2011 03 25    3.0e+05  1.4e+04  3.2e+03   6.6e+08    6.9e+06          -999.99
2011 03 26    1.7e+05  1.3e+04  3.0e+03   5.1e+08    6.7e+06          -999.99
2011 03 27    2.2e+05  1.4e+04  3.3e+03   5.3e+08    7.8e+06          -999.99
2011 03 28    2.3e+05  1.3e+04  3.2e+03   3.8e+08    5.4e+06          -999.99
2011 03 29    4.6e+05  1.3e+04  3.2e+03   2.8e+08    4.3e+06          -999.99
2011 03 30    1.6e+05  1.3e+04  2.8e+03   3.3e+07    8.3e+05          -999.99
2011 03 31    8.2e+04  1.4e+04  3.4e+03   3.5e+07    9.2e+05          -999.99
2011 04 01    2.1e+05  1.3e+04  3.5e+03   3.9e+07    1.4e+06          -999.99
2011 04 02    2.5e+06  1.4e+04  2.8e+03   1.1e+09    8.9e+06          -999.99
2011 04 03    8.7e+05  1.4e+04  2.9e+03   6.2e+09    3.7e+08          -999.99
2011 04 04    5.3e+05  1.7e+04  3.2e+03   1.1e+10    1.3e+09          -999.99
2011 04 05    1.6e+06  1.8e+04  3.1e+03   9.4e+09    1.2e+09          -999.99
2011 04 06    8.3e+05  1.2e+04  2.8e+03   9.6e+08    2.7e+07          -999.99
2011 04 07    2.3e+05  1.3e+04  3.2e+03   1.7e+09    5.4e+06          -999.99
2011 04 08    4.1e+05  1.2e+04  3.1e+03   1.7e+09    1.1e+07          -999.99
2011 04 09    1.0e+05  1.3e+04  3.4e+03   6.7e+08    9.6e+06          -999.99
2011 04 10    1.4e+05  1.3e+04  3.5e+03   1.1e+09    2.9e+07          -999.99
2011 04 11    4.9e+05  1.3e+04  3.2e+03   9.1e+08    2.4e+07          -999.99
2011 04 12    9.4e+05  1.2e+04  2.7e+03   4.7e+08    5.4e+06          -999.99
2011 04 13    2.3e+05  1.3e+04  3.2e+03   1.5e+09    2.6e+07          -999.99
2011 04 14    2.0e+05  1.3e+04  3.2e+03   2.4e+09    6.9e+07          -999.99
2011 04 15    4.8e+05  1.3e+04  3.2e+03   2.5e+09    8.1e+07          -999.99
2011 04 16    9.1e+05  1.3e+04  3.3e+03   1.8e+09    6.7e+07          -999.99
2011 04 17    4.2e+05  1.3e+04  3.3e+03   1.0e+09    2.6e+07          -999.99
2011 04 18    3.3e+05  1.3e+04  3.1e+03   5.0e+08    9.6e+06          -999.99
2011 04 19    6.8e+04  1.3e+04  3.2e+03   1.1e+08    1.9e+06          -999.99
2011 04 20    1.6e+05  1.3e+04  3.1e+03   2.6e+08    4.4e+06          -999.99
2011 04 21    1.6e+05  1.3e+04  3.0e+03   2.7e+08    5.5e+06          -999.99
2011 04 22    7.7e+04  1.2e+04  3.1e+03   2.8e+08    4.7e+06          -999.99
2011 04 23    1.0e+05  1.3e+04  3.2e+03   3.7e+08    4.8e+06          -999.99
2011 04 24    1.2e+05  1.3e+04  3.2e+03   3.9e+08    5.0e+06          -999.99
2011 04 25    1.3e+05  1.4e+04  3.1e+03   5.6e+08    5.2e+06          -999.99
2011 04 26    1.1e+05  1.3e+04  3.1e+03   5.7e+08    6.6e+06          -999.99
2011 04 27    1.8e+05  1.3e+04  3.2e+03   6.1e+08    8.9e+06          -999.99
2011 04 28    3.8e+05  1.3e+04  3.1e+03   5.7e+08    8.9e+06          -999.99
2011 04 29    3.8e+05  1.3e+04  3.0e+03   4.3e+08    4.3e+06          -999.99
2011 04 30    1.1e+06  1.2e+04  2.9e+03   1.1e+09    6.7e+06          -999.99
2011 05 01    1.4e+06  1.2e+04  2.9e+03   4.0e+09    2.0e+08          -999.99
2011 05 02    1.1e+06  1.2e+04  2.9e+03   3.3e+09    2.2e+08          -999.99
2011 05 03    5.4e+05  1.3e+04  3.0e+03   5.7e+09    4.2e+08          -999.99
2011 05 04    3.2e+05  1.3e+04  3.2e+03   6.2e+09    4.6e+08          -999.99
2011 05 05    4.3e+05  1.3e+04  3.2e+03   6.2e+09    6.4e+08          -999.99
2011 05 06    4.0e+05  1.3e+04  3.2e+03   6.1e+09    6.8e+08          -999.99
2011 05 07    5.7e+05  1.3e+04  3.2e+03   5.0e+09    5.4e+08          -999.99
2011 05 08    3.4e+05  1.2e+04  3.2e+03   2.8e+09    2.1e+08          -999.99
2011 05 09    6.2e+05  1.3e+04  3.2e+03   2.1e+09    1.7e+08          -999.99
2011 05 10    5.5e+05  1.3e+04  3.1e+03   8.6e+08    3.7e+07          -999.99
2011 05 11    2.5e+05  1.9e+04  3.3e+03   4.5e+08    5.2e+06          -999.99
2011 05 12    1.6e+05  1.4e+04  3.3e+03   6.0e+08    5.8e+06          -999.99
2011 05 13    2.8e+05  1.3e+04  3.2e+03   6.1e+08    1.1e+07          -999.99
2011 05 14    3.3e+05  1.3e+04  3.2e+03   4.5e+08    1.0e+07          -999.99
2011 05 15    1.2e+06  1.3e+04  3.0e+03   3.1e+08    1.0e+07          -999.99
2011 05 16    4.8e+05  1.3e+04  3.0e+03   3.5e+08    5.6e+06          -999.99
2011 05 17    2.7e+05  1.3e+04  3.1e+03   9.6e+08    9.0e+06          -999.99
2011 05 18    2.8e+05  1.3e+04  3.2e+03   2.1e+09    2.5e+07          -999.99
2011 05 19    2.7e+05  1.3e+04  3.3e+03   2.1e+09    3.5e+07          -999.99
2011 05 20    4.0e+05  1.3e+04  3.3e+03   2.0e+09    3.6e+07          -999.99
2011 05 21    4.9e+05  1.4e+04  3.4e+03   1.5e+09    2.5e+07          -999.99
2011 05 22    2.0e+05  1.3e+04  3.2e+03   4.1e+08    4.9e+06          -999.99
2011 05 23    2.0e+05  1.3e+04  3.3e+03   4.0e+08    5.4e+06          -999.99
2011 05 24    2.3e+05  1.3e+04  3.1e+03   3.4e+08    6.7e+06          -999.99
2011 05 25    1.5e+05  1.3e+04  3.2e+03   2.9e+08    6.7e+06          -999.99
2011 05 26    2.3e+05  1.3e+04  3.2e+03   2.5e+08    7.6e+06          -999.99
2011 05 27    2.6e+05  1.3e+04  3.3e+03   1.2e+08    2.4e+06          -999.99
2011 05 28    3.7e+05  1.2e+04  3.0e+03   1.7e+08    1.9e+06          -999.99
2011 05 29    1.4e+06  1.2e+04  2.9e+03   3.2e+09    1.6e+08          -999.99
2011 05 30    7.3e+05  1.2e+04  2.9e+03   8.6e+09    6.8e+08          -999.99
2011 05 31    6.6e+05  1.4e+04  3.1e+03   3.7e+09    2.3e+08          -999.99
2011 06 01    5.8e+06  1.5e+04  3.2e+03   4.0e+09    2.7e+08          -999.99
2011 06 02    2.8e+06  1.4e+04  3.1e+03   4.6e+09    3.9e+08          -999.99
2011 06 03    5.8e+05  1.3e+04  3.0e+03   4.9e+09    5.2e+08          -999.99
2011 06 04    1.5e+06  1.6e+04  3.4e+03   4.6e+09    6.0e+08          -999.99
2011 06 05    1.3e+06  5.4e+04  3.5e+03   3.3e+08    1.7e+06          -999.99
2011 06 06    1.8e+06  2.8e+05  5.5e+03   1.7e+09    1.1e+07          -999.99
2011 06 07    1.1e+07  2.5e+06  1.5e+05   1.9e+09    1.7e+07          -999.99
2011 06 08    2.3e+07  1.5e+06  2.8e+04   1.3e+09    1.0e+07          -999.99
2011 06 09    7.0e+06  3.5e+05  4.0e+03   2.3e+09    4.4e+07          -999.99
2011 06 10    1.9e+06  1.5e+05  3.0e+03   2.2e+09    7.5e+07          -999.99
2011 06 11    8.6e+05  1.6e+05  3.2e+03   3.2e+08    5.8e+06          -999.99
2011 06 12    1.6e+06  2.7e+05  3.8e+03   8.3e+08    1.2e+07          -999.99
2011 06 13    2.2e+06  3.0e+05  3.1e+03   9.2e+08    1.0e+07          -999.99
2011 06 14    1.6e+06  1.1e+05  3.0e+03   6.7e+08    1.5e+07          -999.99
2011 06 15    9.5e+05  4.3e+04  2.9e+03   1.8e+09    2.8e+07          -999.99
2011 06 16    4.3e+06  6.7e+04  2.9e+03   2.0e+09    3.1e+07          -999.99
2011 06 17    3.2e+07  1.8e+05  2.8e+03   7.7e+08    1.5e+07          -999.99
2011 06 18    2.8e+07  3.8e+04  2.8e+03   6.4e+08    6.9e+06          -999.99
2011 06 19    5.0e+06  1.6e+04  2.9e+03   4.3e+08    5.5e+06          -999.99
2011 06 20    1.2e+06  1.3e+04  2.9e+03   2.0e+08    3.1e+06          -999.99
2011 06 21    3.7e+05  1.3e+04  3.1e+03   3.9e+08    4.0e+06          -999.99
2011 06 22    2.9e+05  1.3e+04  3.0e+03   1.2e+09    8.8e+06          -999.99
2011 06 23    1.3e+06  1.1e+04  2.5e+03   1.8e+09    3.0e+07          -999.99
2011 06 24    4.2e+05  1.1e+04  2.6e+03   4.1e+09    1.5e+08          -999.99
2011 06 25    4.4e+05  1.2e+04  3.0e+03   6.5e+09    3.8e+08          -999.99
2011 06 26    1.9e+05  1.2e+04  3.1e+03   4.5e+09    2.5e+08          -999.99
2011 06 27    1.9e+05  1.3e+04  3.1e+03   4.2e+09    2.4e+08          -999.99
2011 06 28    2.8e+05  1.3e+04  3.2e+03   3.5e+09    2.1e+08          -999.99
2011 06 29    7.7e+05  1.2e+04  3.0e+03   3.1e+09    2.1e+08          -999.99
2011 06 30    7.1e+05  1.2e+04  3.1e+03   2.0e+09    1.0e+08          -999.99
2011 07 01    1.1e+05  1.2e+04  3.2e+03   2.0e+08    1.0e+06          -999.99
2011 07 02    1.6e+05  1.2e+04  2.9e+03   5.1e+08    1.2e+06          -999.99
2011 07 03    6.2e+04  1.2e+04  3.0e+03   7.4e+07    7.9e+05          -999.99
2011 07 04    6.9e+04  1.3e+04  2.9e+03   2.3e+08    1.1e+06          -999.99
2011 07 05    1.9e+05  1.3e+04  3.2e+03   8.3e+08    5.1e+06          -999.99
2011 07 06    1.4e+05  1.3e+04  3.1e+03   1.6e+09    2.0e+07          -999.99
2011 07 07    1.5e+05  1.2e+04  3.0e+03   2.6e+09    4.6e+07          -999.99
2011 07 08    1.4e+05  1.3e+04  3.1e+03   2.3e+09    5.9e+07          -999.99
2011 07 09    1.0e+05  1.3e+04  3.3e+03   5.2e+08    6.5e+06          -999.99
2011 07 10    1.6e+05  1.3e+04  3.2e+03   1.1e+09    1.6e+07          -999.99
2011 07 11    2.4e+05  1.3e+04  2.8e+03   1.2e+09    1.2e+07          -999.99
2011 07 12    2.2e+05  1.2e+04  2.8e+03   2.9e+09    4.6e+07          -999.99
2011 07 13    2.4e+05  1.2e+04  3.1e+03   5.1e+09    1.6e+08          -999.99
2011 07 14    3.9e+05  1.3e+04  3.2e+03   4.1e+09    1.4e+08          -999.99
2011 07 15    4.7e+05  1.2e+04  3.0e+03   4.9e+09    2.1e+08          -999.99
2011 07 16    2.6e+05  1.2e+04  3.1e+03   2.8e+09    9.3e+07          -999.99
2011 07 17    3.9e+05  1.3e+04  3.2e+03   2.8e+09    1.2e+08          -999.99
2011 07 18    3.0e+05  1.3e+04  3.2e+03   9.5e+08    1.7e+07          -999.99
2011 07 19    3.9e+05  1.2e+04  3.0e+03   4.7e+08    8.2e+06          -999.99
2011 07 20    5.6e+05  1.2e+04  2.9e+03   2.4e+09    4.9e+07          -999.99
2011 07 21    6.7e+05  1.2e+04  2.8e+03   4.2e+09    1.7e+08          -999.99
2011 07 22    7.8e+05  1.2e+04  3.0e+03   4.7e+09    2.2e+08          -999.99
2011 07 23    3.7e+05  1.2e+04  3.1e+03   6.1e+09    4.0e+08          -999.99
2011 07 24    3.4e+05  1.3e+04  3.3e+03   6.2e+09    4.7e+08          -999.99
2011 07 25    2.3e+05  1.2e+04  3.1e+03   2.3e+09    9.2e+07          -999.99
2011 07 26    1.2e+05  1.3e+04  3.2e+03   2.1e+09    7.2e+07          -999.99
2011 07 27    1.2e+05  1.3e+04  3.3e+03   2.3e+09    8.3e+07          -999.99
2011 07 28    2.1e+05  1.3e+04  3.1e+03   2.0e+09    9.0e+07          -999.99
2011 07 29    3.6e+05  1.2e+04  2.9e+03   1.8e+09    8.0e+07          -999.99
2011 07 30    4.5e+05  1.3e+04  3.1e+03   7.3e+08    2.0e+07          -999.99
2011 07 31    8.1e+04  1.2e+04  2.7e+03   3.1e+08    1.2e+06          -999.99
2011 08 01    2.1e+05  1.2e+04  3.0e+03   2.6e+09    3.2e+07          -999.99
2011 08 02    3.8e+05  7.9e+04  3.6e+03   2.4e+09    3.4e+07          -999.99
2011 08 03    5.0e+05  3.7e+04  3.2e+03   2.3e+09    4.1e+07          -999.99
2011 08 04    8.5e+06  3.7e+06  4.6e+04   2.1e+09    3.9e+07          -999.99
2011 08 05    9.7e+07  4.6e+06  5.3e+03   2.7e+08    1.5e+07          -999.99
2011 08 06    3.9e+07  5.0e+05  2.4e+03   2.3e+08    2.6e+06          -999.99
2011 08 07    3.5e+06  4.8e+04  3.6e+03   1.3e+09    3.9e+06          -999.99
2011 08 08    1.7e+06  4.5e+04  4.1e+03   3.9e+09    1.1e+08          -999.99
2011 08 09    4.7e+06  7.6e+05  3.1e+04   5.5e+09    2.3e+08          -999.99
2011 08 10    4.1e+06  1.4e+05  4.4e+03   5.2e+09    2.5e+08          -999.99
2011 08 11    9.3e+05  2.5e+04  2.8e+03   5.6e+09    3.2e+08          -999.99
2011 08 12    8.8e+05  1.4e+04  2.9e+03   4.8e+09    2.8e+08          -999.99
2011 08 13    1.1e+06  1.3e+04  3.0e+03   3.7e+09    2.1e+08          -999.99
2011 08 14    7.9e+05  1.3e+04  3.0e+03   1.1e+09    2.4e+07          -999.99
2011 08 15    2.9e+05  1.3e+04  3.0e+03   1.1e+09    1.0e+07          -999.99
2011 08 16    2.4e+05  1.2e+04  2.9e+03   1.6e+09    2.0e+07          -999.99
2011 08 17    2.6e+05  1.3e+04  3.0e+03   2.6e+09    4.4e+07          -999.99
2011 08 18    3.4e+05  1.3e+04  3.1e+03   2.2e+09    4.4e+07          -999.99
2011 08 19    3.7e+05  1.2e+04  3.2e+03   2.0e+09    4.0e+07          -999.99
2011 08 20    4.9e+05  1.3e+04  3.1e+03   1.6e+09    3.4e+07          -999.99
2011 08 21    4.4e+05  1.3e+04  3.3e+03   1.0e+09    2.0e+07          -999.99
2011 08 22    4.0e+05  1.2e+04  3.0e+03   7.5e+08    1.3e+07          -999.99
2011 08 23    4.1e+05  1.2e+04  3.0e+03   2.6e+08    5.2e+06          -999.99
2011 08 24    2.9e+05  1.2e+04  2.9e+03   2.8e+08    3.6e+06          -999.99
2011 08 25    2.0e+05  1.2e+04  3.2e+03   3.7e+08    5.9e+06          -999.99
2011 08 26    2.2e+05  1.3e+04  3.1e+03   5.7e+08    5.8e+06          -999.99
2011 08 27    2.3e+05  1.2e+04  2.9e+03   4.5e+08    4.5e+06          -999.99
2011 08 28    1.5e+05  1.3e+04  3.0e+03   8.9e+07    1.4e+06          -999.99
2011 08 29    1.7e+05  1.3e+04  3.3e+03   9.2e+07    1.9e+06          -999.99
2011 08 30    2.1e+05  1.2e+04  2.9e+03   1.4e+08    2.7e+06          -999.99
2011 08 31    2.6e+05  1.2e+04  3.1e+03   2.3e+08    3.3e+06          -999.99
2011 09 01    3.5e+05  1.3e+04  3.2e+03   2.0e+08    3.7e+06          -999.99
2011 09 02    3.8e+05  1.3e+04  3.5e+03   1.4e+08    3.0e+06          -999.99
2011 09 03    9.1e+05  1.3e+04  3.1e+03   2.7e+08    1.0e+06          -999.99
2011 09 04    2.1e+05  1.4e+04  3.1e+03   7.9e+08    2.7e+06          -999.99
2011 09 05    1.5e+05  1.3e+04  3.1e+03   7.5e+08    3.3e+06          -999.99
2011 09 06    4.5e+05  9.6e+04  5.0e+03   1.7e+09    1.8e+07          -999.99
2011 09 07    1.5e+06  3.6e+05  1.3e+04   2.7e+09    4.8e+07          -999.99
2011 09 08    9.0e+05  1.0e+05  3.8e+03   3.5e+09    8.3e+07          -999.99
2011 09 09    2.0e+06  3.2e+04  2.8e+03   1.8e+09    5.1e+07          -999.99
2011 09 10    5.1e+05  1.6e+04  2.6e+03   2.8e+08    2.8e+06          -999.99
2011 09 11    3.5e+05  1.3e+04  2.8e+03   7.6e+08    9.7e+06          -999.99
2011 09 12    8.5e+05  1.2e+04  3.0e+03   2.1e+09    8.7e+07          -999.99
2011 09 13    5.8e+05  1.2e+04  2.8e+03   2.0e+09    1.0e+08          -999.99
2011 09 14    1.9e+05  1.2e+04  3.0e+03   2.7e+09    1.9e+08          -999.99
2011 09 15    1.6e+05  1.2e+04  3.0e+03   3.7e+09    3.2e+08          -999.99
2011 09 16    1.7e+05  1.3e+04  3.1e+03   3.5e+09    3.2e+08          -999.99
2011 09 17    2.2e+05  1.2e+04  2.7e+03   7.8e+08    6.0e+07          -999.99
2011 09 18    1.5e+05  1.1e+04  2.7e+03   1.0e+09    6.6e+06          -999.99
2011 09 19    2.3e+05  1.4e+04  3.9e+03   1.3e+09    8.9e+06          -999.99
2011 09 20    1.8e+05  1.3e+04  3.5e+03   1.1e+09    7.4e+06          -999.99
2011 09 21    1.4e+05  1.3e+04  3.0e+03   8.2e+08    5.6e+06          -999.99
2011 09 22    2.4e+05  2.1e+04  3.9e+03   3.5e+08    3.3e+06          -999.99
2011 09 23    1.2e+06  4.6e+05  7.7e+03   3.2e+08    3.2e+06          -999.99
2011 09 24    3.4e+06  9.6e+05  4.1e+03   3.2e+08    5.2e+06          -999.99
2011 09 25    1.7e+07  1.3e+06  3.9e+03   3.1e+08    6.8e+06          -999.99
2011 09 26    8.3e+07  2.2e+06  3.4e+03   8.4e+07    8.1e+06          -999.99
2011 09 27    2.9e+07  5.9e+05  2.4e+03   1.8e+09    2.1e+07          -999.99
2011 09 28    1.0e+07  2.3e+05  2.7e+03   1.2e+09    1.8e+07          -999.99
2011 09 29    5.7e+06  9.4e+04  2.9e+03   2.4e+09    3.8e+07          -999.99
2011 09 30    2.1e+06  2.7e+04  2.9e+03   3.4e+09    7.5e+07          -999.99
2011 10 01    7.5e+05  1.6e+04  3.1e+03   1.5e+09    2.2e+07          -999.99
2011 10 02    5.7e+05  1.3e+04  2.9e+03   2.1e+09    4.7e+07          -999.99
2011 10 03    4.5e+05  1.3e+04  3.2e+03   3.1e+09    9.8e+07          -999.99
2011 10 04    4.9e+05  1.5e+04  3.4e+03   3.1e+09    1.3e+08          -999.99
2011 10 05    1.6e+06  1.6e+04  2.7e+03   1.1e+09    4.0e+07          -999.99
2011 10 06    1.2e+06  1.4e+04  2.8e+03   3.2e+08    1.1e+07          -999.99
2011 10 07    4.9e+05  1.3e+04  3.1e+03   2.1e+08    4.0e+06          -999.99
2011 10 08    1.6e+06  1.3e+04  3.2e+03   3.8e+08    7.0e+06          -999.99
2011 10 09    2.0e+05  1.2e+04  2.9e+03   6.2e+07    1.0e+06          -999.99
2011 10 10    1.0e+05  1.2e+04  3.0e+03   8.9e+07    1.1e+06          -999.99
2011 10 11    1.3e+05  1.3e+04  3.1e+03   1.1e+08    1.4e+06          -999.99
2011 10 12    2.3e+05  1.2e+04  3.0e+03   1.6e+08    2.2e+06          -999.99
2011 10 13    1.4e+05  1.3e+04  2.9e+03   2.0e+08    2.4e+06          -999.99
