:Product: Daily Particle Data        1998_DPD.txt
:Issued: 2230 UT 19 Jan 1998
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to sec@sec.noaa.gov
#
#                        1998 Daily Particle Data
#

               GOES-9 Proton Fluence      GOES-9 Electron Fluence      Neutron
             --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
   Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
1998 02 09    1.6e+05  1.7e+04  3.8e+03   2.0e+09    3.3e+05             0.13
1998 02 10    1.4e+05  1.8e+04  4.1e+03   1.0e+10    1.1e+06             0.61
1998 02 11    2.1e+06  1.7e+04  3.9e+03   2.1e+10    6.9e+06             0.22
1998 02 12    5.8e+05  1.8e+04  4.0e+03   3.5e+10    7.6e+07             0.47
1998 02 13    4.2e+05  1.7e+04  4.3e+03   4.3e+10    2.1e+08             0.79
1998 02 14    4.2e+05  1.7e+04  4.2e+03   4.5e+10    2.7e+08             0.74
1998 02 15    2.7e+05  1.8e+04  4.3e+03   3.1e+10    8.5e+07             0.68
1998 02 16    3.0e+05  1.8e+04  4.2e+03   2.3e+10    7.4e+07             0.30
1998 02 17    4.2e+05  1.7e+04  3.9e+03   1.3e+10    2.7e+07            -0.90
1998 02 18    6.4e+05  1.7e+04  3.7e+03   9.5e+09    3.3e+06            -1.40
1998 02 19    1.5e+05  1.7e+04  3.8e+03   1.6e+10    6.2e+06            -1.20
1998 02 20    2.6e+05  1.7e+04  3.9e+03   1.9e+10    1.9e+07            -0.60
1998 02 21    4.1e+05  1.8e+04  4.5e+03   2.7e+10    4.1e+07            -0.30
1998 02 22    5.2e+05  1.7e+04  4.2e+03   2.0e+10    4.3e+07             0.14
1998 02 23    7.1e+05  1.7e+04  4.1e+03   1.7e+10    3.6e+07             0.00
1998 02 24    3.9e+05  1.9e+04  4.2e+03   8.8e+09    1.2e+07             0.14
1998 02 25    4.9e+05  1.8e+04  4.3e+03   9.9e+09    2.0e+07             0.04
1998 02 26    4.9e+05  1.7e+04  4.2e+03   9.3e+09    2.2e+07            -0.40
1998 02 27    5.0e+05  1.8e+04  4.3e+03   8.4e+09    1.7e+07            -0.40
1998 02 28    2.2e+05  1.7e+04  4.3e+03   2.1e+09    9.7e+05            -0.10
1998 03 01    1.1e+06  1.7e+04  4.0e+03   9.5e+09    1.3e+06            -0.40
1998 03 02    6.3e+05  1.7e+04  4.4e+03   2.1e+10    2.3e+07             0.33
1998 03 03    2.4e+05 -1.0e+05 -1.0e+05   2.5e+10    3.3e+07          -999.99
1998 03 04    2.5e+05  1.8e+04  4.1e+03   1.6e+10    1.3e+07             0.59
1998 03 05    9.6e+04  1.8e+04  4.2e+03   9.0e+09    4.9e+05             0.62
1998 03 06    1.2e+05  1.7e+04  4.1e+03   7.7e+09    5.2e+05             0.59
1998 03 07    1.7e+05  1.7e+04  4.1e+03   9.4e+09    6.3e+05             0.26
1998 03 08    1.6e+05  1.8e+04  4.3e+03   7.8e+09    4.5e+05             0.52
1998 03 09    1.1e+05  1.8e+04  4.2e+03   3.8e+09    2.1e+05             0.11
1998 03 10    7.7e+05  1.7e+04  4.2e+03   3.7e+09    2.7e+05             0.43
1998 03 11    6.9e+06  1.7e+04  4.0e+03   3.3e+10    1.8e+08             0.38
1998 03 12    2.5e+06  1.8e+04  4.2e+03   4.2e+10    4.4e+08             0.06
1998 03 13    2.0e+06  1.7e+04  4.2e+03   4.4e+10    8.5e+08            -0.10
1998 03 14    1.7e+06  1.8e+04  4.2e+03   5.1e+10    1.3e+09             0.04
1998 03 15    5.3e+05  1.7e+04  4.0e+03   8.8e+09    6.7e+07             0.00
1998 03 16    7.4e+05  1.8e+04  4.3e+03   1.1e+10    6.1e+07             0.39
1998 03 17    1.3e+06  1.8e+04  4.2e+03   1.1e+10    3.7e+07             0.11
1998 03 18    1.9e+06  1.9e+04  4.4e+03   1.9e+10    1.0e+08             0.67
1998 03 19    2.0e+06  1.9e+04  4.6e+03   1.9e+10    1.4e+08             0.49
1998 03 20    8.5e+05  1.9e+04  4.6e+03   1.4e+10    3.8e+07             0.98
1998 03 21    7.5e+05  1.7e+04  4.0e+03   3.6e+09    2.1e+06            -0.60
1998 03 22    1.6e+06  1.7e+04  3.6e+03   1.9e+10    6.6e+06            -0.80
1998 03 23    1.4e+06  1.7e+04  3.6e+03   4.7e+10    2.1e+07            -1.30
1998 03 24    1.0e+06  1.8e+04  3.8e+03   3.5e+10    1.7e+07            -1.30
1998 03 25    4.1e+05  1.6e+04  3.4e+03   8.8e+09    3.6e+06            -1.10
1998 03 26    3.2e+05  1.6e+04  3.4e+03   5.4e+09    2.3e+06            -1.10
1998 03 27    3.4e+05  1.7e+04  4.0e+03   7.9e+09    3.5e+06            -0.70
1998 03 28    1.9e+05  1.7e+04  4.2e+03   8.5e+09    2.3e+06            -0.10
1998 03 29    1.6e+06  1.7e+04  4.3e+03   1.6e+10    2.2e+07             0.41
1998 03 30    4.2e+05  1.8e+04  4.6e+03   3.3e+10    8.3e+07             0.77
1998 03 31    1.6e+06  1.8e+04  4.9e+03   3.1e+10    1.3e+08             1.18
1998 04 01    1.1e+06  1.9e+04  5.1e+03   2.6e+10    1.7e+08             1.57
1998 04 02    9.8e+05  1.9e+04  5.2e+03   2.4e+10    1.7e+08             1.30
1998 04 03    5.4e+05  2.1e+04  5.0e+03   1.8e+10    6.2e+07             0.36
1998 04 04    3.0e+05  2.2e+04  5.2e+03   3.9e+09    7.3e+06            -0.20
1998 04 05    2.9e+05  2.9e+04  4.5e+03   1.2e+09    3.0e+05            -1.60
1998 04 06    5.8e+05  3.8e+04  4.0e+03   1.2e+09    4.9e+05            -0.90
1998 04 07    7.1e+05  3.5e+04  4.0e+03   1.4e+09    6.7e+05            -0.50
1998 04 08    7.0e+05  2.7e+04  3.8e+03   1.3e+09    5.3e+05            -1.90
1998 04 09    5.6e+05  2.2e+04  3.2e+03   4.0e+09    8.5e+05            -2.30
1998 04 10    2.2e+06  2.1e+04  3.1e+03   3.6e+09    7.8e+05            -1.70
1998 04 11    4.4e+05  1.8e+04  3.3e+03   1.5e+10    1.4e+06            -1.00
1998 04 12    2.6e+05  1.6e+04  3.0e+03   2.9e+10    1.8e+07            -1.60
1998 04 13    2.3e+05  1.5e+04  3.0e+03   3.3e+10    2.1e+07            -0.90
1998 04 14    2.8e+05  1.5e+04  3.2e+03   2.7e+10    4.4e+07            -0.30
1998 04 15    1.7e+05  1.5e+04  3.1e+03   2.1e+10    4.2e+07             0.20
1998 04 16    2.0e+05  1.6e+04  4.2e+03   1.6e+10    2.3e+07             0.42
1998 04 17    1.9e+05  1.6e+04  3.7e+03   6.5e+09    3.9e+06            -0.80
1998 04 18    2.2e+05  1.6e+04  3.5e+03   4.3e+09    2.4e+06            -0.60
1998 04 19    2.6e+05  1.5e+04  3.6e+03   6.8e+09    3.2e+06            -0.20
1998 04 20    1.2e+07  6.8e+06  5.5e+04   5.0e+09    1.0e+06            -0.20
1998 04 21    1.2e+08  7.2e+07  2.7e+05  -1.0e+05    1.4e+04            -0.40
1998 04 22    8.0e+07  3.7e+07  5.6e+04   4.8e+10    6.3e+05            -0.30
1998 04 23    2.1e+07  6.2e+06  6.0e+03   7.7e+09    5.3e+05             0.52
1998 04 24    7.6e+06  1.1e+06  4.7e+03   1.2e+10    2.2e+06             0.55
1998 04 25    4.2e+06  3.3e+05  5.1e+03   2.2e+10    7.8e+07             0.81
1998 04 26    5.3e+06  8.0e+04  5.0e+03   1.9e+10    1.3e+08             0.88
1998 04 27    2.3e+06  4.0e+04  4.2e+03   3.9e+10    3.8e+08            -0.40
1998 04 28    1.1e+06  3.0e+04  4.0e+03   3.8e+10    4.9e+08            -0.30
1998 04 29    1.3e+06  2.7e+04  3.8e+03   3.9e+10    6.9e+08            -0.50
1998 04 30    2.1e+07  9.1e+04  3.9e+03   2.1e+10    2.7e+08            -1.40
1998 05 01    2.0e+07  9.2e+04  3.4e+03   3.1e+09    7.6e+06            -1.10
1998 05 02    1.6e+07  2.4e+06  1.5e+05   8.2e+09    1.6e+07            -4.40
1998 05 03    1.4e+07  1.8e+06  6.4e+04   9.5e+09    1.1e+07            -3.10
1998 05 04    1.2e+07  2.6e+05  5.2e+03   8.1e+09    4.5e+06            -3.30
1998 05 05    1.2e+07  3.7e+04  2.8e+03   4.3e+10    5.7e+08            -1.80
1998 05 06    7.5e+06  2.4e+06  5.7e+04   5.5e+10    6.4e+08            -1.00
1998 05 07    1.6e+07  3.7e+05  1.0e+04   4.9e+10    1.1e+09             0.33
1998 05 08    3.0e+06  2.6e+04  4.3e+03   2.6e+10    2.5e+08             1.25
1998 05 09    3.6e+06  3.2e+05  7.9e+03   3.9e+10    3.6e+08             1.88
1998 05 10    2.4e+06  2.6e+05  6.1e+03   2.5e+10    2.1e+08             1.71
1998 05 11    2.1e+06  3.5e+04  5.5e+03   3.6e+10    3.9e+08             2.16
1998 05 12    8.5e+05  1.9e+04  5.4e+03   2.4e+10    1.8e+08             1.88
1998 05 13    4.9e+05  1.8e+04  5.5e+03   3.6e+10    2.3e+08             1.81
1998 05 14    5.2e+05  1.8e+04  5.5e+03   3.0e+10    2.7e+08             1.74
1998 05 15    1.9e+06  1.7e+04  5.5e+03   2.7e+10    3.2e+08          -999.99
1998 05 16    1.9e+06  1.7e+04  4.5e+03   1.6e+10    6.5e+07          -999.99
1998 05 17    1.8e+06  1.7e+04  4.4e+03   1.3e+10    4.2e+07          -999.99
1998 05 18    1.5e+06  1.6e+04  4.4e+03   1.8e+10    5.9e+07          -999.99
1998 05 19    6.3e+05  1.6e+04  4.2e+03   2.1e+10    5.3e+07          -999.99
1998 05 20    1.3e+06  1.6e+04  4.1e+03   1.9e+10    4.9e+07          -999.99
1998 05 21    8.0e+05  1.5e+04  3.7e+03   1.9e+10    3.2e+07            -0.50
1998 05 22    5.3e+05  1.5e+04  3.9e+03   2.0e+10    4.0e+07            -0.80
1998 05 23    5.4e+05  1.5e+04  4.0e+03   1.3e+10    1.8e+07            -0.50
1998 05 24    5.7e+05  1.5e+04  3.8e+03   1.5e+10    1.1e+07            -0.30
1998 05 25    3.6e+05  1.4e+04  3.6e+03   1.4e+10    8.5e+06             0.43
1998 05 26    2.5e+05  1.5e+04  3.8e+03   1.9e+10    1.2e+07             0.79
1998 05 27    1.7e+05  1.6e+04  3.8e+03   7.5e+09    4.8e+06             0.72
1998 05 28    1.3e+06  1.9e+04  4.1e+03   6.6e+09    4.9e+06             0.84
1998 05 29    6.7e+06  1.7e+04  4.0e+03   8.1e+09    6.5e+06             0.45
1998 05 30    1.1e+06  1.5e+04  3.8e+03   2.8e+10    2.0e+07            -0.40
1998 05 31    3.8e+05  1.7e+04  4.1e+03   4.8e+10    4.1e+07             0.26
1998 06 01    7.8e+05  1.7e+04  4.5e+03   4.4e+10    7.8e+07             1.07
1998 06 02    7.5e+05  1.7e+04  4.3e+03   2.9e+10    3.9e+07             1.33
1998 06 03    1.4e+06  1.8e+04  4.5e+03   2.1e+10    1.6e+07            -0.10
1998 06 04    2.2e+06  2.2e+04  4.4e+03   2.0e+10    2.8e+07             0.65
1998 06 05    1.2e+06  3.8e+04  3.9e+03   1.2e+10    1.4e+07            -0.10
1998 06 06    6.1e+05  1.8e+04  3.8e+03   7.4e+09    4.5e+06            -0.50
1998 06 07    2.3e+05  1.5e+04  3.3e+03   1.8e+10    1.1e+07            -2.00
1998 06 08    4.9e+05  1.5e+04  3.5e+03   4.5e+10    2.0e+08            -0.50
1998 06 09    6.0e+05  1.6e+04  3.5e+03   5.0e+10    3.5e+08             0.10
1998 06 10    5.2e+05  1.6e+04  3.7e+03   2.7e+10    1.1e+08             0.42
1998 06 11    3.6e+05  1.7e+04  3.8e+03   8.8e+09    2.1e+07             0.45
1998 06 12    3.6e+05  1.7e+04  3.8e+03   4.7e+09    1.2e+07            -0.60
1998 06 13    4.4e+05  1.7e+04  3.8e+03   3.1e+09    9.0e+06            -0.30
1998 06 14    2.3e+05  1.6e+04  3.7e+03   1.4e+09    2.6e+06            -0.60
1998 06 15    1.1e+05  1.6e+04  3.7e+03   1.4e+09    7.5e+04            -0.50
1998 06 16    1.9e+05  1.7e+04  3.5e+03   7.6e+09    2.7e+05            -0.90
1998 06 17    1.1e+06  8.6e+04  4.0e+03   1.9e+10    9.6e+05            -0.30
1998 06 18    3.0e+06  9.4e+04  3.6e+03   1.9e+10    1.3e+06             0.29
1998 06 19    1.6e+06  2.3e+04  3.2e+03   4.6e+09    3.7e+05            -0.50
1998 06 20    5.5e+05  1.6e+04  3.3e+03   7.2e+09    4.2e+05             0.04
1998 06 21    1.2e+06  1.5e+04  3.1e+03   2.3e+10    1.0e+07            -0.40
1998 06 22    3.6e+05  1.4e+04  3.1e+03   2.4e+10    2.1e+07            -0.20
1998 06 23    6.5e+05  1.6e+04  3.3e+03   6.3e+09    5.2e+06            -0.40
1998 06 24    3.9e+05  1.4e+04  3.2e+03   5.1e+09    2.7e+06            -0.30
1998 06 25    2.0e+05  1.4e+04  3.4e+03   4.3e+09    1.2e+06            -0.40
1998 06 26    8.1e+05  1.3e+04  3.2e+03   1.3e+10    2.4e+06            -0.70
1998 06 27    3.6e+05  1.4e+04  3.5e+03   2.1e+10    4.6e+06             0.49
1998 06 28    2.9e+05  1.5e+04  3.6e+03   2.0e+10    6.0e+06             0.73
1998 06 29    3.4e+05  1.5e+04  3.8e+03   2.1e+10    1.0e+07             1.00
1998 06 30    4.3e+05  1.6e+04  4.2e+03   2.1e+10    1.2e+07             1.43
1998 07 01    3.5e+05  1.6e+04  4.0e+03   1.0e+10    7.2e+06             1.40
1998 07 02    1.6e+05  1.6e+04  4.0e+03   1.1e+09    1.5e+05             1.00
1998 07 03    7.1e+04  1.6e+04  3.8e+03   9.4e+08    1.6e+05             0.07
1998 07 04    4.8e+05  1.8e+04  4.2e+03   1.1e+10    1.6e+06             1.16
1998 07 05    4.2e+05  1.5e+04  3.5e+03   2.2e+09    3.3e+05            -1.10
1998 07 06    1.8e+05  1.5e+04  3.5e+03   4.6e+09    2.7e+06            -1.00
1998 07 07    6.7e+04  1.5e+04  3.4e+03   1.1e+10    7.5e+06            -0.20
1998 07 08    8.6e+04  1.5e+04  3.5e+03   1.4e+10    1.2e+07             0.09
1998 07 09    1.7e+05  1.6e+04  3.9e+03   8.0e+09    5.3e+06             1.04
1998 07 10    9.8e+04  1.7e+04  4.1e+03   2.2e+09    9.2e+05             0.91
1998 07 11    2.0e+05  1.7e+04  4.3e+03   3.0e+09    1.5e+06             0.28
1998 07 12    8.7e+04  1.7e+04  4.3e+03   2.5e+09    9.9e+05             0.33
1998 07 13    6.2e+04  1.7e+04  4.1e+03   3.6e+09    2.4e+06             0.00
1998 07 14    5.3e+04  1.6e+04  4.3e+03   3.9e+09    1.2e+06             0.31
1998 07 15    8.9e+04  1.6e+04  3.9e+03   3.4e+09    1.1e+06            -0.40
1998 07 16    2.4e+05  1.6e+04  3.6e+03   4.1e+09    6.2e+05            -0.10
1998 07 17    1.5e+05  1.6e+04  3.6e+03   2.9e+10    4.4e+07             0.43
1998 07 18    2.3e+05  1.6e+04  3.8e+03   3.9e+10    1.1e+08             0.73
1998 07 19    9.9e+04  1.6e+04  3.7e+03   2.6e+10    5.4e+07             0.70
1998 07 20    6.5e+04  1.6e+04  3.7e+03   2.1e+10    6.1e+07             0.25
1998 07 21    5.8e+04  1.5e+04  3.8e+03   3.6e+09    6.7e+06            -0.40
1998 07 22    4.7e+04  1.5e+04  3.6e+03   2.7e+09    1.5e+06            -0.80
1998 07 23    5.7e+05  1.5e+04  3.5e+03   5.2e+09    3.7e+06            -0.60
1998 07 24    9.1e+05  1.5e+04  3.7e+03   2.1e+10    1.1e+08            -0.70
1998 07 25    4.4e+05  1.5e+04  3.4e+03   3.0e+10    3.0e+08            -0.30
1998 07 26    3.3e+05  1.5e+04  3.6e+03   3.6e+10    5.9e+08             0.36
1998 07 27    5.6e+05  1.6e+04  3.6e+03   3.4e+10    4.9e+08             0.63
1998 07 28    6.9e+05  1.6e+04  3.7e+03   2.2e+10    2.2e+08             0.34
1998 07 29    2.1e+05  1.6e+04  3.8e+03   2.8e+09    3.8e+06             0.80
1998 07 30    1.8e+05  1.7e+04  3.9e+03   2.5e+09    4.4e+06             1.22
1998 07 31    1.1e+05  1.6e+04  3.8e+03   1.4e+09    1.1e+06             0.56
1998 08 01    6.7e+04  1.6e+04  4.0e+03   1.6e+09    8.1e+05             0.71
1998 08 02    1.3e+05  1.7e+04  4.0e+03   2.0e+09    1.0e+06             0.14
1998 08 03    1.2e+05  1.7e+04  4.2e+03   2.0e+09    1.1e+06             0.13
1998 08 04    9.6e+04  1.7e+04  3.9e+03   2.3e+09    1.2e+06             0.07
1998 08 05    2.6e+05  1.6e+04  3.6e+03   9.8e+09    2.9e+06            -0.60
1998 08 06    5.0e+05  1.4e+04  3.3e+03   1.4e+09    2.3e+05            -1.30
1998 08 07    1.4e+05  1.5e+04  3.3e+03   7.8e+09    9.5e+05            -0.60
1998 08 08    3.5e+05  1.7e+04  3.4e+03   2.5e+10    1.8e+07             0.00
1998 08 09    2.4e+05  1.6e+04  3.6e+03   2.6e+10    4.2e+07             0.28
1998 08 10    1.0e+06  1.6e+04  3.4e+03   1.9e+10    2.5e+07            -0.40
1998 08 11    4.4e+05  1.5e+04  3.4e+03   1.2e+10    1.1e+07            -0.30
1998 08 12    1.7e+05  1.5e+04  3.5e+03   6.0e+09    4.6e+06            -0.40
1998 08 13    3.3e+05  1.5e+04  3.5e+03   9.4e+09    7.5e+06             0.00
1998 08 14    2.4e+05  1.6e+04  3.5e+03   7.6e+09    7.2e+06             0.15
1998 08 15    5.4e+04  1.6e+04  3.5e+03   2.4e+09    3.1e+06            -0.20
1998 08 16    4.3e+04  1.6e+04  3.7e+03   3.6e+09    3.2e+06            -0.30
1998 08 17    4.8e+04  1.6e+04  3.7e+03   3.3e+09    3.0e+06            -0.10
1998 08 18    4.7e+04  1.7e+04  4.0e+03   3.1e+09    2.9e+06             0.02
1998 08 19    1.2e+05  2.3e+04  3.9e+03   3.2e+09    3.6e+06            -0.10
1998 08 20    2.3e+05  4.0e+04  5.3e+03   1.2e+09    2.2e+05             0.07
1998 08 21    1.2e+05  2.3e+04  4.0e+03   1.9e+09    3.5e+05            -0.70
1998 08 22    1.3e+06  5.6e+04  4.1e+03   1.3e+09    2.7e+05            -1.30
1998 08 23    6.9e+06  1.8e+05  2.9e+03   9.0e+09    2.5e+06            -3.50
1998 08 24    5.7e+06  1.5e+05  9.5e+03   2.3e+10    2.6e+07            -2.90
1998 08 25    6.0e+07  1.0e+07  1.3e+05   2.2e+10    3.4e+07            -1.40
1998 08 26    4.8e+08  2.9e+07  2.3e+04   7.4e+09    3.0e+07            -5.30
1998 08 27    9.0e+07  2.8e+06  2.7e+03   2.1e+09    1.7e+07            -5.50
1998 08 28    2.3e+07  1.2e+06  3.1e+03   3.7e+10    4.4e+08            -2.50
1998 08 29    6.4e+06  7.4e+05  3.0e+03   2.6e+10    4.2e+08            -0.40
1998 08 30    2.9e+06  2.6e+05  2.8e+03   2.6e+10    4.9e+08             1.04
1998 08 31    2.4e+06  1.1e+05  2.8e+03   1.5e+10    2.7e+08             1.60
1998 09 01    9.1e+05  3.5e+04  3.3e+03   5.3e+09    7.4e+07             2.58
1998 09 02    4.6e+05  3.6e+04  3.4e+03   5.3e+09    7.4e+07             2.77
1998 09 03    4.0e+05  2.7e+04  6.0e+03   9.1e+09    6.8e+07             2.86
1998 09 04    7.5e+05  2.1e+04  6.1e+03   9.0e+09    1.7e+08             2.79
1998 09 05    8.0e+05  1.9e+04  6.7e+03   9.3e+09    2.4e+08             2.62
1998 09 06    6.5e+05  4.0e+04  7.1e+03   2.8e+09    2.6e+07             2.11
1998 09 07    5.1e+05  2.1e+04  7.0e+03   3.1e+09    4.8e+07             1.80
1998 09 08    4.2e+05  2.0e+04  7.7e+03   9.6e+08    4.9e+06             2.00
1998 09 09    2.5e+05  2.4e+04  7.0e+03   6.6e+08    1.9e+06             1.20
1998 09 10    2.9e+05  2.0e+04  7.3e+03   8.0e+08    1.8e+06             1.24
1998 09 11    5.6e+05  1.9e+04  7.8e+03   7.1e+08    4.1e+06             1.06
1998 09 12    2.5e+05  2.0e+04  7.3e+03   2.3e+09    2.8e+06             0.16
1998 09 13    9.3e+04  1.6e+04  4.3e+03   1.9e+10    3.4e+06            -0.20
1998 09 14    8.6e+04  1.7e+04  4.3e+03   2.9e+10    7.6e+06             0.00
1998 09 15    8.9e+04  1.8e+04  4.4e+03   2.5e+10    8.9e+06             0.33
1998 09 16    6.5e+04  1.7e+04  4.5e+03   1.1e+10    8.9e+06             0.33
1998 09 17    1.0e+05  1.7e+04  4.0e+03   4.1e+09    3.5e+06            -0.70
1998 09 18    2.5e+05  1.6e+04  3.8e+03   9.6e+08    5.0e+05            -1.00
1998 09 19    4.9e+04  1.6e+04  3.7e+03   7.2e+09    9.0e+05            -1.00
1998 09 20    9.7e+04  1.5e+04  3.8e+03   1.8e+10    4.5e+06            -0.70
1998 09 21    1.5e+05  1.7e+04  3.8e+03   5.4e+09    1.4e+06            -0.30
1998 09 22    1.4e+05  1.7e+04  3.9e+03   8.5e+09    2.5e+06            -0.50
1998 09 23    4.5e+05  3.3e+04  4.1e+03   1.1e+10    5.6e+06            -0.70
1998 09 24    1.3e+07  1.2e+05  3.9e+03   9.1e+09    8.7e+06            -0.20
1998 09 25    1.1e+08  3.4e+05  2.4e+03   1.1e+10    5.2e+07            -7.50
1998 09 26    5.3e+06  2.1e+04  2.2e+03   1.7e+10    6.2e+07            -4.70
1998 09 27    4.3e+06  2.2e+04  2.4e+03   2.9e+10    1.2e+08            -1.50
1998 09 28    3.0e+06  1.6e+04  2.4e+03   2.6e+10    2.4e+08             0.54
1998 09 29    2.1e+06  1.6e+04  2.8e+03   2.4e+10    2.7e+08             1.57
1998 09 30    5.7e+07  1.6e+07  6.4e+04   2.2e+10    3.3e+08             1.94
1998 10 01    2.6e+08  2.8e+07  9.5e+03   7.8e+09    3.0e+07             1.26
1998 10 02    5.7e+07  8.1e+05  3.5e+03   2.0e+10    4.8e+07             1.16
1998 10 03    7.4e+06  1.8e+05  6.3e+03   1.6e+10    7.0e+07             0.56
1998 10 04    1.4e+06  5.0e+04  6.5e+03   1.8e+10    1.5e+08             0.42
1998 10 05    1.7e+06  3.0e+04  7.5e+03   1.8e+10    2.1e+08             1.14
1998 10 06    2.6e+06  2.4e+04  7.6e+03   1.9e+10    2.7e+08             1.90
1998 10 07    1.3e+06  2.2e+04  7.9e+03   5.9e+09    2.2e+07             1.11
1998 10 08    4.4e+05  2.1e+04  7.7e+03   2.4e+10    5.8e+07             0.09
1998 10 09    8.2e+05  2.1e+04  7.4e+03   2.4e+10    9.0e+07            -0.20
1998 10 10    6.2e+05  2.1e+04  7.4e+03   2.3e+10    8.9e+07            -0.20
1998 10 11    3.8e+05  2.1e+04  7.4e+03   2.8e+10    1.7e+08             0.00
1998 10 12    1.4e+05  2.1e+04  7.1e+03   2.1e+10    1.6e+08             0.00
1998 10 13    3.4e+05  1.6e+04  3.6e+03   1.1e+10    1.0e+08            -0.10
1998 10 14    5.2e+05  1.6e+04  3.6e+03   9.5e+09    1.0e+08             0.02
1998 10 15    7.9e+05  1.6e+04  3.6e+03   1.0e+10    9.2e+07             0.15
1998 10 16    3.7e+05  1.5e+04  3.4e+03   7.9e+09    3.1e+07            -0.30
1998 10 17    2.9e+05  1.6e+04  3.5e+03   2.2e+09    4.7e+06            -0.30
