:Product: Daily Particle Data 2001_DPD.txt
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to sec@sec.noaa.gov
#
#                         2001 Daily Particle Data
#
#               GOES-8 Proton Fluence      GOES-8 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-----------------------------------------------------------------------------

2001 03 20    7.7e+05  1.1e+04  2.3e+03   1.5e+09    3.4e+06            -2.60
2001 03 21    1.3e+05  1.0e+04  2.3e+03   1.0e+10    1.4e+07            -1.70
2001 03 22    1.6e+06  1.1e+04  2.4e+03   1.5e+10    3.1e+07            -0.40
2001 03 23    1.6e+05  1.0e+04  2.4e+03   2.3e+09    4.2e+06             0.02
2001 03 24    1.0e+05  1.1e+04  2.4e+03   1.9e+09    3.0e+06            -0.10
2001 03 25    8.4e+04  1.1e+04  2.5e+03   4.7e+09    3.4e+06             0.08
2001 03 26    9.8e+05  3.9e+04  2.5e+03   7.4e+09    1.7e+07             0.31
2001 03 27    4.6e+07  1.5e+05  2.4e+03   2.4e+09    7.6e+06            -2.10
2001 03 28    2.3e+06  1.3e+04  2.0e+03   5.5e+08    1.2e+06            -3.10
2001 03 29    3.0e+06  5.6e+05  4.7e+03   3.1e+09    9.4e+05            -2.60
2001 03 30    2.7e+07  2.1e+06  3.8e+03   8.8e+09    5.2e+06            -0.50
2001 03 31    6.8e+07  6.9e+05  2.2e+03   1.8e+08    1.1e+06            -2.60
2001 04 01    5.2e+06  7.5e+04  1.9e+03   2.0e+09    3.8e+05            -3.70
2001 04 02    2.4e+06  1.6e+05  3.2e+03   9.1e+09    1.3e+07            -1.10
2001 04 03    8.2e+07  3.3e+07  2.1e+05   1.6e+10    1.0e+07             0.45
2001 04 04    1.5e+08  1.3e+07  2.2e+04   1.0e+10    2.2e+07            -0.30
2001 04 05    5.5e+07  5.2e+06  4.7e+03   5.3e+09    7.8e+06            -2.00
2001 04 06    4.1e+07  1.1e+06  3.0e+03   7.4e+09    9.8e+06             0.42
2001 04 07    6.9e+07  5.7e+05  2.9e+03   9.0e+09    1.6e+07            -0.10
2001 04 08    7.7e+07  2.8e+05  2.1e+03   2.8e+09    6.2e+06            -2.70
2001 04 09    9.0e+06  1.5e+05  1.1e+04   7.8e+09    7.4e+06            -2.90
2001 04 10    2.8e+07  3.7e+06  2.4e+04   3.6e+10    9.5e+07            -1.00
2001 04 11    3.6e+08  1.2e+07  1.2e+04   3.0e+10    1.3e+08            -1.10
2001 04 12    1.0e+08  4.3e+06  4.2e+04   4.8e+09    5.6e+06            -9.50
2001 04 13    4.8e+07  1.1e+06  1.0e+04   5.4e+09    3.1e+06            -6.90
2001 04 14    4.1e+06  1.7e+05  1.9e+03   3.0e+10    6.5e+07            -3.80
2001 04 15    3.9e+07  2.1e+07  2.2e+06   4.8e+10    2.4e+08             2.80
2001 04 16    9.8e+07  1.8e+07  3.2e+05   4.6e+10    3.0e+08             1.64
2001 04 17    3.9e+07  1.6e+06  6.3e+04   4.0e+10    2.8e+08             1.77
2001 04 18    5.0e+07  1.2e+07  4.3e+05   1.1e+09    2.2e+06             2.62
2001 04 19    1.6e+07  2.9e+06  4.9e+04   2.0e+09    6.8e+05             0.59
2001 04 20    5.8e+06  7.0e+05  1.5e+04   7.5e+09    1.1e+06             1.34
2001 04 21    1.5e+06  1.6e+05  8.0e+03   9.5e+09    2.9e+06             2.06
2001 04 22    5.1e+05  4.4e+04  4.9e+03   1.1e+09    3.9e+05             1.70
2001 04 23    2.5e+05  2.8e+04  4.6e+03   2.5e+08    1.4e+05             1.47
2001 04 24    2.0e+05  2.0e+04  4.8e+03   1.3e+09    1.0e+06             2.83
2001 04 25    1.7e+05  1.6e+04  4.5e+03   4.8e+09    9.6e+06             2.09
2001 04 26    1.1e+05  1.5e+04  4.4e+03   4.9e+09    6.6e+06             0.82
2001 04 27    4.0e+06  1.3e+05  4.5e+03   5.8e+09    1.2e+07             1.05
2001 04 28    1.3e+08  2.8e+05  3.8e+03   2.5e+09    4.5e+06            -1.70
2001 04 29    1.8e+06  1.4e+04  2.6e+03   2.2e+09    1.1e+06            -4.80
2001 04 30    1.7e+05  1.2e+04  2.1e+03   2.6e+09    1.8e+06            -3.90
2001 05 01    1.9e+05  1.3e+04  2.3e+03   3.3e+09    2.9e+06            -0.80
2001 05 02    4.0e+05  1.2e+04  2.5e+03   3.5e+09    4.0e+06             0.45
2001 05 03    8.6e+04  1.1e+04  2.7e+03   2.3e+09    1.7e+06             0.60
2001 05 04    3.1e+04  1.0e+04  2.6e+03   8.3e+08    2.7e+05             1.47
2001 05 05    3.0e+04  1.0e+04  2.7e+03   6.8e+08    2.8e+05             2.28
2001 05 06    3.8e+04  1.1e+04  2.9e+03   6.3e+08    3.3e+05             1.88
2001 05 07    1.7e+06  4.0e+05  3.5e+03   3.1e+09    5.3e+05             1.66
2001 05 08    1.7e+07  1.4e+06  3.2e+03   6.2e+09    4.2e+06             1.06
2001 05 09    4.3e+06  9.4e+04  3.0e+03   8.1e+09    1.8e+07             0.78
2001 05 10    9.6e+05  2.6e+04  2.8e+03   4.9e+09    9.0e+06             1.13
2001 05 11    1.2e+06  1.9e+04  2.9e+03   2.0e+10    4.4e+07             0.88
2001 05 12    8.7e+05  1.3e+04  2.9e+03   5.6e+09    2.1e+07             0.05
2001 05 13    3.6e+05  1.2e+04  2.8e+03   1.3e+10    2.8e+07             0.32
2001 05 14    3.4e+05  1.2e+04  2.8e+03   1.4e+10    5.5e+07            -0.30
2001 05 15    5.7e+05  1.2e+04  2.7e+03   1.8e+10    8.4e+07            -0.10
2001 05 16    3.1e+05  1.1e+04  2.8e+03   1.7e+10    5.2e+07            -0.20
2001 05 17    2.0e+05  1.2e+04  2.9e+03   2.2e+10    1.5e+08             0.42
2001 05 18    2.6e+05  1.1e+04  3.1e+03   1.3e+10    5.4e+07             0.45
2001 05 19    1.4e+05  1.1e+04  3.1e+03   8.4e+09    3.6e+07             0.68
2001 05 20    6.1e+05  2.5e+05  1.8e+04   1.1e+10    5.2e+07             0.36
2001 05 21    7.9e+05  1.4e+05  4.9e+03   1.1e+10    5.1e+07            -0.10
2001 05 22    5.2e+05  3.8e+04  2.7e+03   3.8e+09    1.1e+07            -0.30
2001 05 23    2.9e+05  1.5e+04  2.4e+03   2.4e+09    9.1e+06            -0.90
2001 05 24    8.6e+04  1.2e+04  2.3e+03   2.4e+09    2.9e+06            -1.20
2001 05 25    1.2e+05  1.0e+04  2.2e+03   4.1e+09    7.5e+06            -1.20
2001 05 26    9.4e+04  1.1e+04  2.2e+03   5.6e+09    1.1e+07            -0.70
2001 05 27    2.5e+05  1.0e+04  2.3e+03   5.7e+09    1.5e+07            -0.40
2001 05 28    2.6e+05  9.9e+03  2.0e+03   2.3e+09    1.1e+07            -2.60
2001 05 29    1.5e+05  9.8e+03  2.1e+03   7.7e+09    4.2e+06            -0.80
2001 05 30    7.2e+04  1.1e+04  2.3e+03   7.0e+09    2.7e+06             0.49
2001 05 31    8.6e+04  1.2e+04  2.5e+03   6.8e+09    4.3e+06             1.61
2001 06 01    1.3e+05  1.5e+04  2.4e+03   4.6e+09    2.8e+06             1.90
2001 06 02    8.0e+05  3.6e+04  2.5e+03   7.8e+08    2.8e+05             0.46
2001 06 03    6.5e+05  2.8e+04  2.5e+03   6.0e+09    8.1e+05            -1.60
2001 06 04    5.9e+05  5.9e+04  2.7e+03   6.3e+09    1.4e+06             6.63
2001 06 05    9.5e+05  5.8e+04  2.7e+03   5.1e+09    1.4e+06            -0.30
2001 06 06    6.5e+05  2.4e+04  2.5e+03   4.4e+09    1.8e+06            -0.20
2001 06 07    4.4e+05  1.6e+04  2.7e+03   2.5e+09    8.4e+05            -0.30
2001 06 08    2.4e+05  1.4e+04  2.5e+03   2.5e+09    1.0e+06            -0.50
2001 06 09    2.3e+05  1.1e+04  2.4e+03   9.6e+08    3.6e+05            -0.60
2001 06 10    3.6e+05  1.1e+04  2.5e+03   1.1e+10    6.5e+06            -0.70
2001 06 11    2.1e+05  1.1e+04  2.4e+03   2.4e+10    3.2e+07             0.03
2001 06 12    3.4e+05  2.4e+04  2.4e+03   1.8e+10    2.5e+07             0.13
2001 06 13    8.6e+05  2.1e+04  2.4e+03   4.8e+09    3.8e+06             0.60
2001 06 14    6.4e+05  1.7e+04  2.6e+03   4.8e+09    5.0e+06             0.28
2001 06 15    3.7e+06  4.7e+05  5.7e+03   2.9e+09    2.7e+06             0.28
2001 06 16    1.1e+07  1.0e+06  3.5e+03   4.5e+09    1.8e+07             0.45
2001 06 17    6.9e+06  2.6e+05  2.9e+03   3.9e+09    7.9e+06             0.66
2001 06 18    1.9e+06  3.7e+04  2.6e+03   2.8e+08    9.5e+04            -0.70
2001 06 19    2.3e+05  1.9e+04  3.3e+03   2.0e+09    1.3e+05            -1.10
2001 06 20    3.5e+05  1.3e+04  2.5e+03   1.7e+10    1.3e+07            -0.70
2001 06 21    1.7e+05  1.3e+04  2.4e+03   2.6e+10    4.5e+07            -0.50
2001 06 22    1.3e+05  1.3e+04  2.5e+03   3.1e+10    7.2e+07             0.05
2001 06 23    1.4e+05  1.2e+04  2.5e+03   3.4e+10    1.0e+08             0.24
2001 06 24    8.1e+04  1.2e+04  2.6e+03   3.4e+10    8.4e+07             0.17
2001 06 25    7.5e+04  1.2e+04  2.5e+03   3.6e+10    1.0e+08             0.06
2001 06 26    6.5e+04  1.1e+04  2.4e+03   2.1e+10    5.4e+07             0.15
2001 06 27    5.3e+04  1.2e+04  2.7e+03   3.7e+09    5.6e+06            -3.70
2001 06 28    7.5e+04  1.2e+04  2.5e+03   6.8e+09    1.9e+07             0.72
2001 06 29    2.5e+05  1.1e+04  2.4e+03   7.4e+09    2.4e+07             0.21
2001 06 30    7.9e+04  1.1e+04  2.5e+03   3.2e+09    5.2e+06             0.14
2001 07 01    3.9e+04  1.1e+04  2.3e+03   2.5e+09    2.0e+06             0.16
2001 07 02    3.1e+04  1.1e+04  2.3e+03   6.9e+08    4.5e+05            -0.50
2001 07 03    4.2e+04  1.0e+04  2.2e+03   1.8e+09    1.3e+06            -1.00
2001 07 04    4.2e+04  1.1e+04  2.1e+03   1.1e+09    9.3e+05            -1.00
2001 07 05    6.1e+04  1.1e+04  2.3e+03   9.9e+08    8.6e+05            -0.80
2001 07 06    9.2e+04  1.1e+04  2.3e+03   4.2e+09    3.0e+06            -0.20
2001 07 07    4.9e+04  1.1e+04  2.4e+03   4.6e+09    4.9e+06            -0.70
2001 07 08    1.0e+05  1.1e+04  2.4e+03   3.8e+09    3.0e+06             0.30
2001 07 09    6.6e+04  1.1e+04  2.3e+03   2.5e+09    2.0e+06             0.15
2001 07 10    6.0e+04  1.1e+04  2.4e+03   5.0e+09    2.6e+06             0.66
2001 07 11    3.2e+04  1.1e+04  2.4e+03   3.2e+08    1.8e+05            -1.40
2001 07 12    3.4e+05  1.3e+04  2.5e+03   1.6e+09    6.1e+05             0.76
2001 07 13    3.3e+05  1.3e+04  2.8e+03   2.3e+09    5.4e+05             0.70
2001 07 14    1.8e+05  1.2e+04  2.7e+03   1.9e+09    7.5e+05             0.84
2001 07 15    7.0e+04  1.1e+04  2.6e+03   2.8e+09    1.0e+06             0.97
2001 07 16    4.4e+04  1.2e+04  2.7e+03   3.0e+09    1.7e+06             0.62
2001 07 17    7.7e+04  1.1e+04  2.6e+03   1.1e+10    6.6e+06             0.06
2001 07 18    2.0e+05  1.2e+04  2.8e+03   2.2e+10    2.8e+07             0.66
2001 07 19    1.4e+05  1.2e+04  2.7e+03   3.5e+10    6.2e+07             0.19
2001 07 20    1.4e+05  1.2e+04  2.5e+03   4.2e+10    1.1e+08            -0.10
2001 07 21    1.5e+05  1.2e+04  2.8e+03   3.9e+10    1.1e+08            -0.20
2001 07 22    8.2e+04  1.1e+04  2.7e+03   4.3e+09    6.6e+06            -0.20
2001 07 23    1.1e+05  1.2e+04  2.7e+03   8.1e+09    7.2e+06            -0.90
2001 07 24    1.0e+05  1.1e+04  2.5e+03   6.3e+09    5.3e+06            -0.80
2001 07 25    5.8e+05  1.1e+04  2.5e+03   4.5e+09    2.4e+06            -0.90
2001 07 26    1.5e+05  1.1e+04  2.3e+03   1.5e+10    1.4e+07            -0.70
2001 07 27    1.4e+05  1.1e+04  2.6e+03   2.8e+10    3.9e+07            -0.30
2001 07 28    1.2e+05  1.1e+04  2.5e+03   3.0e+10    6.5e+07             0.04
2001 07 29    2.6e+05  1.2e+04  2.5e+03   1.7e+10    3.4e+07             0.37
2001 07 30    3.0e+05  1.2e+04  2.3e+03   9.4e+09    1.9e+07            -0.30
2001 07 31    1.0e+05  1.2e+04  2.5e+03   2.8e+08    8.7e+04             0.09
2001 08 01    1.1e+06  1.2e+04  2.5e+03   1.4e+10    5.9e+06            -0.30
2001 08 02    3.0e+05  1.1e+04  2.3e+03   1.4e+10    7.4e+06            -0.70
2001 08 03    7.3e+04  1.1e+04  2.3e+03   1.6e+09    3.5e+05            -1.60
2001 08 04    6.0e+04  1.1e+04  2.2e+03   1.6e+09    2.4e+05            -0.50
2001 08 05    1.1e+05  1.1e+04  2.3e+03   1.5e+09    4.5e+05             0.05
2001 08 06    1.2e+05  1.1e+04  2.1e+03   3.5e+09    1.1e+06            -0.30
2001 08 07    1.2e+05  1.1e+04  2.4e+03   1.8e+10    2.4e+07            -0.20
2001 08 08    6.7e+04  1.1e+04  2.4e+03   1.9e+10    3.4e+07             0.36
2001 08 09    4.8e+05  2.0e+04  2.4e+03   1.6e+10    3.3e+07             0.29
2001 08 10    3.9e+07  4.9e+05  2.6e+03   7.5e+09    1.2e+07             0.35
2001 08 11    2.0e+07  6.0e+04  2.5e+03   5.5e+09    5.4e+06             0.91
2001 08 12    9.5e+06  1.6e+04  2.5e+03   3.1e+09    4.6e+06             0.87
2001 08 13    6.5e+05  1.2e+04  2.5e+03   1.7e+09    9.6e+05             0.09
2001 08 14    1.1e+05  1.4e+04  2.6e+03   6.0e+09    1.3e+06            -0.40
2001 08 15    5.2e+05  3.4e+04  2.7e+03   2.1e+10    1.3e+07             0.73
2001 08 16    2.1e+07  1.4e+07  6.0e+05   2.6e+10    9.0e+06             1.06
2001 08 17    2.8e+07  5.9e+06  9.9e+04   9.1e+09    3.6e+06            -0.80
2001 08 18    6.2e+06  9.4e+05  1.4e+04   1.9e+07    5.9e+04            -3.30
2001 08 19    3.2e+06  5.6e+05  9.5e+03   1.5e+07    2.7e+04            -4.80
2001 08 20    1.9e+06  3.9e+05  6.2e+03   1.5e+07    2.9e+04            -0.40
2001 08 21    2.7e+06  3.2e+05  4.4e+03   5.7e+07    8.0e+04            -0.10
2001 08 22    3.4e+06  2.3e+05  3.7e+03   5.8e+09    2.2e+06            -0.40
2001 08 23    1.5e+06  1.7e+05  2.8e+03   1.7e+10    2.8e+07            -2.10
2001 08 24    8.7e+05  1.3e+05  2.6e+03   2.0e+10    5.6e+07            -2.10
2001 08 25    2.6e+06  1.2e+05  2.7e+03   1.7e+10    4.5e+07            -0.50
2001 08 26    1.4e+06  8.0e+04  2.3e+03   3.3e+09    1.3e+06            -0.20
2001 08 27    4.3e+06  5.8e+04  2.2e+03   5.5e+09    3.7e+06            -0.90
2001 08 28    1.7e+07  3.3e+04  1.9e+03   3.8e+09    1.5e+06            -4.70
2001 08 29    4.1e+06  2.0e+04  1.7e+03   9.7e+09    5.0e+06            -3.70
2001 08 30    1.4e+06  1.6e+04  1.8e+03   6.0e+09    4.0e+06            -2.80
2001 08 31    2.9e+05  1.1e+04  1.8e+03   1.6e+09    7.8e+05            -1.90
2001 09 01    1.5e+05  1.1e+04  1.9e+03   6.8e+09    1.3e+06             0.00
2001 09 02    2.0e+05  1.1e+04  1.8e+03   7.4e+09    2.9e+06             1.09
2001 09 03    1.0e+05  1.1e+04  2.0e+03   1.6e+09    4.6e+05             1.42
2001 09 04    1.1e+05  1.1e+04  2.1e+03   6.7e+09    4.8e+06             2.50
2001 09 05    8.4e+04  1.1e+04  2.2e+03   1.2e+10    8.6e+06             2.33
2001 09 06    7.0e+04  1.1e+04  2.3e+03   1.7e+10    2.1e+07             2.22
2001 09 07    2.4e+05  1.2e+04  2.9e+03   1.7e+10    3.4e+07             1.48
2001 09 08    7.1e+04  1.2e+04  2.9e+03   2.4e+09    1.7e+06             1.63
2001 09 09    4.3e+04  1.2e+04  3.1e+03   3.0e+09    2.8e+06             1.93
2001 09 10    5.2e+04  1.2e+04  3.2e+03   3.6e+09    4.5e+06             1.93
2001 09 11    1.3e+05  1.3e+04  3.3e+03   2.0e+09    2.5e+06             1.97
2001 09 12    1.1e+05  1.3e+04  3.1e+03   1.7e+09    6.9e+05             1.36
2001 09 13    9.6e+05  1.7e+04  3.3e+03   1.0e+09    1.6e+05             0.78
2001 09 14    3.0e+06  1.8e+04  3.1e+03   1.1e+09    1.6e+05             0.56
2001 09 15    2.7e+06  2.1e+05  3.5e+03   1.5e+09    4.1e+05             0.06
2001 09 16    1.2e+06  5.2e+04  3.0e+03   5.3e+09    1.3e+06            -0.10
2001 09 17    1.8e+05  1.4e+04  2.3e+03   1.0e+10    4.0e+06             0.37
2001 09 18    2.4e+05  1.6e+04  2.5e+03   6.6e+09    4.8e+06             0.36
2001 09 19    1.8e+05  1.8e+04  2.5e+03   2.2e+09    6.3e+05             0.62
2001 09 20    1.4e+05  1.5e+04  2.3e+03   1.6e+09    4.4e+05             0.69
2001 09 21    1.6e+05  1.3e+04  2.3e+03   1.6e+09    5.6e+05             0.84
2001 09 22    8.6e+04  1.2e+04  2.4e+03   5.7e+08    1.4e+05             0.36
2001 09 23    3.3e+05  1.1e+04  2.2e+03   3.4e+08    1.3e+05             0.46
2001 09 24    4.8e+07  3.1e+07  2.9e+05   1.5e+09    4.2e+04            -0.50
2001 09 25    1.1e+09  2.7e+08  1.8e+06   4.6e+09    7.0e+06            -0.80
2001 09 26    1.4e+09  2.3e+08  2.6e+05   5.2e+09    1.2e+07            -6.80
2001 09 27    3.0e+08  4.0e+07  3.6e+04   3.8e+09    1.9e+07            -4.60
2001 09 28    1.2e+08  1.2e+07  9.8e+03   2.3e+10    3.5e+07            -2.50
2001 09 29    6.1e+07  4.3e+06  3.5e+03   6.2e+09    9.5e+06            -1.50
2001 09 30    1.9e+07  9.8e+05  2.0e+03   7.0e+09    1.1e+07            -3.90
2001 10 01    4.6e+07  1.1e+07  4.0e+03   1.3e+09    5.8e+05            -3.50
2001 10 02    1.9e+08  5.6e+07  5.0e+03   2.3e+09    4.0e+06            -2.80
2001 10 03    6.3e+07  6.8e+06  1.8e+03   1.5e+09    7.4e+06            -1.90
2001 10 04    1.5e+07  1.6e+06  1.9e+03   4.9e+09    4.7e+06            -0.70
2001 10 05    7.9e+06  6.0e+05  1.8e+03   1.6e+10    9.0e+06             1.09
2001 10 06    4.0e+06  4.2e+05  2.2e+03   9.4e+09    5.9e+06             1.80
2001 10 07    3.1e+06  5.0e+05  2.8e+03   1.0e+10    1.0e+07             2.25
2001 10 08    3.7e+06  3.6e+05  2.6e+03   2.6e+09    2.5e+06             1.25
2001 10 09    3.1e+06  1.7e+05  2.3e+03   2.1e+09    2.0e+06             1.08
2001 10 10    1.3e+07  2.6e+05  2.8e+03   1.2e+09    7.7e+05             2.26
2001 10 11    1.9e+07  1.0e+05  3.0e+03   4.3e+09    1.3e+06             1.74
2001 10 12    7.6e+06  3.0e+04  2.1e+03   1.1e+09    3.9e+05            -2.80
2001 10 13    1.9e+06  1.9e+04  2.3e+03   1.3e+10    4.7e+06            -1.50
2001 10 14    5.2e+05  1.5e+04  2.4e+03   1.7e+10    1.2e+07            -0.20
2001 10 15    3.0e+05  1.4e+04  2.3e+03   7.9e+09    1.1e+07            -0.30
2001 10 16    3.5e+05  1.5e+04  2.4e+03   6.1e+09    9.2e+06             0.44
2001 10 17    1.8e+05  1.3e+04  2.6e+03   6.3e+09    4.7e+06             0.42
