:Product: Daily Particle Data        2000_DPD.txt
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to sec@sec.noaa.gov
#
#                              2000 Daily Particle Data
#
#               GOES-8 Proton Fluence      GOES-8 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd


2000 01 26    7.8e+04  1.3e+04  2.8e+03   5.8e+09    5.5e+06             0.68
2000 01 27    4.3e+05  1.4e+04  2.9e+03   3.1e+09    2.3e+06             0.52
2000 01 28    8.2e+06  2.5e+04  2.9e+03   1.0e+10    7.4e+06             0.09
2000 01 29    1.5e+07  3.2e+04  2.8e+03   2.7e+10    1.4e+08             0.16
2000 01 30    4.6e+06  1.8e+04  2.8e+03   3.5e+10    3.1e+08             0.18
2000 01 31    5.9e+05  1.4e+04  2.7e+03   2.1e+10    1.4e+08             0.57
2000 02 01    8.5e+05  1.4e+04  3.2e+03   2.7e+10    2.4e+08             0.84
2000 02 02    5.9e+05  1.4e+04  3.1e+03   2.5e+10    2.4e+08             0.67
2000 02 03    5.2e+05  1.3e+04  3.2e+03   1.5e+10    2.0e+08             0.90
2000 02 04    1.6e+05  1.3e+04  3.1e+03   8.0e+09    4.8e+07             0.91
2000 02 05    1.2e+06  1.3e+04  2.8e+03   8.3e+09    9.6e+07             0.13
2000 02 06    5.3e+05  1.2e+04  2.7e+03   3.6e+09    4.1e+06            -0.80
2000 02 07    1.5e+06  1.2e+04  2.5e+03   1.5e+10    4.2e+07            -0.40
2000 02 08    4.5e+05  1.2e+04  2.7e+03   3.1e+10    1.5e+08            -0.40
2000 02 09    2.9e+05  1.2e+04  2.7e+03   2.7e+10    1.6e+08            -0.40
2000 02 10    2.6e+05  1.3e+04  2.7e+03   1.7e+10    8.4e+07             0.02
2000 02 11    5.7e+06  1.7e+04  2.4e+03   1.2e+10    4.7e+07             0.01
2000 02 12    9.7e+06  5.2e+04  2.1e+03   1.5e+09    1.5e+06            -3.50
2000 02 13    1.7e+06  2.1e+04  2.0e+03   2.0e+10    5.2e+06            -2.80
2000 02 14    1.0e+06  1.2e+04  2.1e+03   1.7e+10    1.3e+07            -1.30
2000 02 15    8.2e+05  1.2e+04  2.5e+03   8.8e+09    6.0e+06            -0.60
2000 02 16    1.3e+05  1.2e+04  2.7e+03   1.5e+10    8.2e+06             0.34
2000 02 17    1.0e+05  1.3e+04  2.6e+03   1.5e+10    1.6e+07             0.23
2000 02 18    1.2e+06  3.1e+05  6.5e+03   6.8e+09    1.2e+07             0.48
2000 02 19    1.5e+06  1.0e+05  3.4e+03   9.0e+09    2.0e+07             0.79
2000 02 20    1.7e+06  4.1e+04  3.1e+03   7.5e+09    1.9e+07             0.62
2000 02 21    1.5e+06  2.1e+04  2.5e+03   1.9e+09    1.8e+06            -1.20
2000 02 22    1.6e+05  1.3e+04  2.6e+03   1.2e+09    5.0e+05            -0.20
2000 02 23    5.9e+05  1.3e+04  2.8e+03   5.9e+08    1.1e+06             0.58
2000 02 24    1.5e+06  1.4e+04  2.9e+03   2.0e+09    7.5e+05             1.47
2000 02 25    2.8e+06  1.4e+04  2.9e+03   2.3e+10    3.8e+07             1.19
2000 02 26    7.9e+05  1.3e+04  2.8e+03   2.3e+10    5.2e+07             0.63
2000 02 27    8.0e+05  1.2e+04  2.8e+03   3.5e+10    1.4e+08            -0.40
2000 02 28    3.6e+05  1.2e+04  2.6e+03   2.0e+10    6.0e+07            -1.10
2000 02 29    2.3e+05  1.2e+04  2.5e+03   1.9e+10    8.3e+07            -1.40
2000 03 01    2.6e+05  1.1e+04  2.3e+03   6.1e+09    1.8e+07            -1.70
2000 03 02    1.1e+05  1.9e+04  2.7e+03   8.4e+09    1.6e+07            -0.30
2000 03 03    1.1e+05  1.9e+04  2.8e+03   9.2e+09    2.2e+07            -0.30
2000 03 04    9.8e+04  1.2e+04  2.4e+03   8.9e+09    1.7e+07             0.05
2000 03 05    8.6e+04  1.2e+04  2.5e+03   6.5e+09    1.2e+07             0.28
2000 03 06    1.0e+05  1.2e+04  2.6e+03   4.2e+09    5.1e+06             0.28
2000 03 07    1.3e+05  1.2e+04  2.7e+03   9.7e+09    1.5e+07             0.15
2000 03 08    1.4e+05  1.2e+04  2.5e+03   1.3e+10    2.1e+07             0.38
2000 03 09    3.7e+04  1.1e+04  2.5e+03   3.0e+09    3.6e+06            -0.70
2000 03 10    8.0e+04  1.2e+04  2.4e+03   5.4e+09    8.2e+06            -0.40
2000 03 11    1.3e+05  1.1e+04  2.4e+03   6.1e+09    9.8e+06            -0.10
2000 03 12    1.3e+05  1.1e+04  2.4e+03   3.7e+09    8.5e+06            -0.20
2000 03 13    4.1e+04  1.1e+04  2.4e+03   6.5e+09    4.0e+06            -0.50
2000 03 14    4.8e+04  1.1e+04  2.2e+03   4.1e+09    5.7e+06             0.14
2000 03 15    5.8e+04  1.2e+04  2.3e+03   7.7e+09    9.4e+06             0.11
2000 03 16    4.6e+05  1.1e+04  2.3e+03   8.4e+09    1.5e+07             0.13
2000 03 17    5.3e+05  1.3e+04  2.3e+03   4.8e+09    5.4e+06             0.43
2000 03 18    4.8e+05  1.3e+04  2.4e+03   4.8e+09    5.8e+06             0.14
2000 03 19    1.3e+05  1.2e+04  2.4e+03   9.0e+08    5.1e+05             0.16
2000 03 20    4.3e+04  1.1e+04  2.4e+03   4.7e+08    6.2e+05             0.78
2000 03 21    7.8e+04  1.1e+04  2.2e+03   3.6e+08    4.0e+05             0.50
2000 03 22    8.5e+05  2.2e+04  2.4e+03   5.1e+08    1.2e+06            -0.70
2000 03 23    6.9e+06  5.0e+04  2.2e+03   2.7e+09    2.0e+06            -2.00
2000 03 24    2.3e+06  1.8e+04  2.3e+03   3.4e+09    2.0e+06            -1.70
2000 03 25    4.6e+05  1.3e+04  2.2e+03   1.5e+10    4.6e+06            -1.30
2000 03 26    3.6e+05  1.2e+04  2.5e+03   2.1e+10    7.0e+06             0.21
2000 03 27    2.7e+05  1.2e+04  2.4e+03   1.7e+10    7.5e+06             0.34
2000 03 28    1.4e+05  1.2e+04  2.5e+03   1.2e+10    4.7e+06             0.02
2000 03 29    2.9e+05  1.3e+04  2.6e+03   1.1e+10    5.9e+06             0.21
2000 03 30    8.0e+05  1.2e+04  2.5e+03   4.2e+09    1.8e+06            -0.50
2000 03 31    1.6e+05  1.2e+04  2.5e+03   5.1e+08    1.8e+05             0.05
2000 04 01    1.1e+05  1.2e+04  2.6e+03   6.2e+09    6.8e+05             0.21
2000 04 02    8.8e+04  1.1e+04  2.5e+03   5.4e+09    2.9e+06             0.17
2000 04 03    9.3e+04  1.2e+04  2.5e+03   1.2e+10    1.9e+07             0.00
2000 04 04    3.2e+06  2.2e+05  2.6e+03   3.1e+09    4.0e+06            -0.20
2000 04 05    7.1e+07  2.3e+06  2.4e+03   1.9e+09    6.9e+06            -0.30
2000 04 06    5.9e+07  3.7e+05  2.4e+03   2.0e+09    2.4e+06             0.27
2000 04 07    5.0e+06  3.2e+04  2.0e+03   2.8e+08    9.7e+04            -2.80
2000 04 08    6.7e+05  1.3e+04  2.2e+03   1.5e+10    3.1e+06            -1.60
2000 04 09    3.5e+05  1.1e+04  2.1e+03   2.7e+10    2.2e+07             0.00
2000 04 10    1.6e+05  1.1e+04  2.1e+03   1.0e+10    4.1e+07             1.04
2000 04 11    1.7e+05  1.1e+04  2.2e+03   1.9e+10    7.4e+07             1.27
2000 04 12    1.2e+05  1.1e+04  2.3e+03   1.2e+10    5.7e+07             1.37
2000 04 13    2.4e+05  1.1e+04  2.5e+03   1.3e+10    5.7e+07             1.81
2000 04 14    2.9e+05  1.1e+04  2.5e+03   1.2e+10    8.8e+07             1.49
2000 04 15    4.0e+05  1.2e+04  2.9e+03   1.1e+10    7.4e+07             1.27
2000 04 16    4.8e+04  1.2e+04  2.7e+03   2.8e+08    9.3e+04             0.19
2000 04 17    9.3e+04  1.1e+04  2.8e+03   2.7e+09    2.6e+05            -0.50
2000 04 18    4.9e+04  1.2e+04  2.8e+03   4.9e+09    4.1e+05             0.03
2000 04 19    3.6e+04  1.2e+04  2.8e+03   2.2e+09    2.8e+05            -0.90
2000 04 20    6.3e+04  1.1e+04  2.8e+03   5.4e+09    1.2e+06            -0.20
2000 04 21    5.4e+04  1.1e+04  2.8e+03   3.6e+09    6.8e+05             0.37
2000 04 22    4.1e+04  1.2e+04  2.9e+03   3.7e+09    1.1e+06             0.02
2000 04 23    1.3e+05  2.1e+04  3.7e+03   3.3e+09    8.1e+05             0.21
2000 04 24    3.3e+05  3.9e+04  3.4e+03   3.7e+08    3.2e+05            -0.20
2000 04 25    6.9e+04  1.5e+04  2.5e+03   1.9e+08    3.0e+05             0.05
2000 04 26    1.3e+05  1.3e+04  2.6e+03   5.4e+08    3.2e+05             0.81
2000 04 27    2.2e+05  1.4e+04  2.5e+03   3.2e+08    2.0e+05             0.60
2000 04 28    1.1e+06  1.5e+04  2.6e+03   3.0e+09    2.3e+05             0.65
2000 04 29    2.5e+05  1.3e+04  2.5e+03   9.1e+09    2.9e+06             0.33
2000 04 30    6.7e+04  1.1e+04  2.6e+03   4.7e+09    1.9e+06             0.50
2000 05 01    1.9e+05  1.3e+04  2.6e+03   9.7e+09    4.6e+06             0.49
2000 05 02    2.4e+05  1.2e+04  2.6e+03   9.9e+09    8.1e+06            -0.90
2000 05 03    2.4e+05  1.0e+04  2.1e+03   1.5e+10    3.1e+07            -2.80
2000 05 04    1.7e+05  1.2e+04  2.1e+03   1.5e+10    2.1e+07            -1.50
2000 05 05    2.4e+05  1.3e+04  2.3e+03   1.1e+10    1.5e+07            -1.00
2000 05 06    8.1e+05  2.2e+04  2.3e+03   7.4e+09    1.3e+07            -0.60
2000 05 07    9.3e+05  2.6e+04  2.1e+03   8.4e+09    2.1e+07            -1.60
2000 05 08    4.7e+05  1.9e+04  2.2e+03   1.1e+10    3.8e+07            -1.50
2000 05 09    2.9e+05  1.4e+04  2.1e+03   5.1e+09    6.6e+06            -0.60
2000 05 10    1.3e+05  1.2e+04  2.2e+03   1.2e+09    1.7e+06             0.40
2000 05 11    1.3e+05  1.3e+04  2.4e+03   2.3e+09    2.0e+06             1.20
2000 05 12    4.1e+05  1.3e+04  2.3e+03   3.5e+08    1.7e+05             0.83
2000 05 13    1.4e+05  1.3e+04  2.3e+03   4.8e+08    2.1e+05             1.27
2000 05 14    1.6e+05  1.2e+04  2.2e+03   2.7e+09    4.3e+05            -0.70
2000 05 15    2.9e+05  1.6e+04  2.2e+03   2.7e+09    4.3e+05            -1.10
2000 05 16    6.0e+06  6.2e+04  2.2e+03   1.2e+09    3.2e+05            -0.60
2000 05 17    5.9e+06  2.5e+04  2.2e+03   3.4e+08    9.8e+04             0.36
2000 05 18    2.9e+06  3.7e+04  2.3e+03   4.2e+09    2.1e+05             0.14
2000 05 19    1.8e+06  2.2e+04  2.2e+03   6.4e+09    4.2e+05            -0.90
2000 05 20    9.1e+05  1.9e+04  2.2e+03   5.5e+09    4.6e+05            -0.40
2000 05 21    2.2e+06  1.6e+04  2.1e+03   7.9e+09    1.6e+06            -0.80
2000 05 22    1.4e+06  1.4e+04  2.0e+03   4.6e+09    8.6e+05            -2.00
2000 05 23    1.6e+06  1.3e+04  1.8e+03   2.1e+09    1.8e+06            -1.80
2000 05 24    8.4e+05  1.1e+04  1.7e+03   1.5e+09    1.2e+05            -3.10
2000 05 25    6.1e+05  9.9e+03  2.0e+03   1.4e+10    3.2e+07            -1.60
2000 05 26    4.6e+05  1.0e+04  2.2e+03   2.0e+10    1.0e+08             0.14
2000 05 27    1.1e+05  1.0e+04  2.4e+03   1.9e+10    1.3e+08             0.37
2000 05 28    1.2e+05  1.1e+04  2.7e+03   1.3e+10    7.8e+07             1.58
2000 05 29    7.7e+04  1.2e+04  2.9e+03   2.4e+09    1.2e+07             1.95
2000 05 30    1.4e+06  1.2e+04  2.9e+03   2.3e+10    5.7e+07             0.85
2000 05 31    4.1e+05  1.2e+04  2.6e+03   3.0e+10    1.2e+08             0.85
2000 06 01    6.7e+05  1.2e+04  2.9e+03   3.3e+10    1.9e+08             0.90
2000 06 02    4.2e+05  1.2e+04  2.8e+03   3.3e+10    2.3e+08             0.57
2000 06 03    1.7e+05  1.3e+04  3.0e+03   1.2e+10    3.8e+07             0.61
2000 06 04    5.6e+05  1.2e+04  2.8e+03   1.0e+10    4.7e+07             0.87
2000 06 05    1.4e+06  1.3e+04  2.3e+03   2.4e+09    5.5e+06            -0.70
2000 06 06    6.9e+05  1.2e+04  2.5e+03   6.2e+08    1.0e+06            -1.40
2000 06 07    2.8e+07  9.7e+05  4.5e+03   1.2e+09    3.7e+06            -1.60
2000 06 08    3.1e+08  3.5e+06  2.5e+03   9.7e+08    1.0e+07            -3.80
2000 06 09    6.3e+07  3.7e+05  1.8e+03   3.5e+09    1.9e+06            -5.30
2000 06 10    1.0e+07  7.9e+05  1.3e+04   1.4e+10    2.3e+07            -3.80
2000 06 11    1.9e+07  9.0e+05  5.6e+03   1.1e+10    3.0e+07            -2.10
2000 06 12    7.9e+06  1.1e+05  2.0e+03   6.7e+09    1.4e+07            -0.80
2000 06 13    4.2e+06  2.6e+04  1.9e+03   7.2e+09    1.7e+07             0.01
2000 06 14    1.9e+06  1.2e+04  2.2e+03   2.8e+09    6.0e+06             0.88
2000 06 15    1.7e+05  1.2e+04  2.6e+03   4.6e+09    8.2e+06             1.29
2000 06 16    3.4e+05  1.2e+04  2.9e+03   1.9e+10    2.2e+07             1.68
2000 06 17    1.4e+06  2.6e+04  2.9e+03   1.9e+10    3.2e+07             2.02
2000 06 18    6.0e+06  8.2e+04  3.1e+03   1.4e+10    2.3e+07             1.06
2000 06 19    7.1e+05  1.3e+04  2.7e+03   1.2e+10    1.5e+07            -0.30
2000 06 20    9.6e+04  1.0e+04  2.7e+03   6.9e+09    7.6e+06            -0.40
2000 06 21    4.2e+04  1.0e+04  2.8e+03   4.6e+09    8.3e+06             0.00
2000 06 22    1.2e+06  1.5e+04  3.0e+03   1.6e+09    3.2e+06             1.04
2000 06 23    1.3e+07  2.7e+04  3.3e+03   2.5e+09    5.5e+06             0.96
2000 06 24    8.6e+05  1.4e+04  2.4e+03   5.6e+08    8.3e+05            -0.40
2000 06 25    1.8e+06  7.1e+04  2.5e+03   9.0e+08    8.3e+05             0.15
2000 06 26    1.4e+07  9.6e+04  2.5e+03   6.7e+08    1.4e+06             0.14
2000 06 27    1.1e+06  1.5e+04  2.7e+03   1.2e+10    1.3e+07             0.25
2000 06 28    5.5e+05  1.2e+04  2.5e+03   8.0e+09    1.6e+07             0.29
2000 06 29    1.6e+06  1.4e+04  2.7e+03   7.0e+09    1.5e+07             1.27
2000 06 30    2.1e+05  1.2e+04  2.8e+03   1.2e+10    4.3e+07             1.89
2000 07 01    1.6e+05  1.2e+04  2.9e+03   3.5e+09    8.7e+06             1.00
2000 07 02    1.0e+05  1.1e+04  2.8e+03   6.8e+09    3.3e+07             0.85
2000 07 03    6.3e+04  1.1e+04  2.7e+03   4.4e+09    1.1e+07             0.73
2000 07 04    4.3e+04  1.0e+04  2.3e+03   2.7e+09    7.7e+06             0.41
2000 07 05    1.8e+05  1.1e+04  2.4e+03   3.7e+09    7.3e+06             0.00
2000 07 06    6.0e+04  1.1e+04  2.3e+03   8.2e+09    8.3e+06            -0.20
2000 07 07    5.4e+04  1.0e+04  2.3e+03   1.2e+10    9.6e+06             0.00
2000 07 08    4.8e+04  1.1e+04  2.3e+03   9.0e+09    9.2e+06             0.37
2000 07 09    1.6e+05  1.1e+04  2.3e+03   7.9e+09    9.1e+06             0.37
2000 07 10    3.9e+05  9.9e+03  2.2e+03   2.3e+09    3.7e+06            -0.80
2000 07 11    3.8e+05  2.1e+04  2.0e+03   1.8e+08    3.7e+05            -2.50
2000 07 12    1.0e+06  3.7e+04  2.0e+03   5.0e+09    7.4e+05            -1.40
2000 07 13    4.7e+07  2.1e+05  1.9e+03   2.1e+09    1.0e+06            -4.30
2000 07 14    3.3e+08  2.3e+08  1.1e+07   4.5e+09    1.2e+06            -1.90
2000 07 15    2.6e+09  1.0e+09  4.7e+06   2.8e+09    5.7e+05            -5.40
2000 07 16    1.4e+08  2.6e+07  5.9e+04   2.8e+09    1.3e+06            -8.50
2000 07 17    4.5e+07  8.0e+06  1.2e+04   3.2e+09    1.7e+06            -6.70
2000 07 18    1.7e+07  2.5e+06  3.3e+03   4.2e+09    2.1e+06            -4.50
2000 07 19    1.5e+07  1.3e+06  3.8e+03   7.2e+09    2.6e+06            -2.50
2000 07 20    4.9e+06  3.5e+05  2.6e+03   2.2e+09    4.3e+06            -2.40
2000 07 21    1.7e+06  2.3e+05  2.2e+03   7.1e+09    4.0e+06            -1.30
2000 07 22    5.4e+06  5.4e+05  4.1e+03   4.7e+09    5.0e+06            -0.30
2000 07 23    5.9e+06  1.5e+05  2.0e+03   1.8e+09    2.8e+06             0.21
2000 07 24    7.8e+05  2.7e+04  1.9e+03   2.6e+09    1.8e+06             0.33
2000 07 25    2.6e+05  1.8e+04  2.1e+03   4.7e+09    4.4e+06             0.90
2000 07 26    4.3e+05  2.1e+04  2.0e+03   1.9e+09    2.9e+06             2.29
2000 07 27    2.9e+05  1.8e+04  2.3e+03   5.9e+08    8.6e+05             1.05
2000 07 28    2.4e+06  3.9e+05  2.6e+03   1.3e+09    1.9e+06             0.39
2000 07 29    1.5e+06  1.4e+05  2.0e+03   9.9e+08    1.1e+06             0.58
2000 07 30    6.6e+05  4.2e+04  2.1e+03   7.0e+09    2.6e+06             0.85
2000 07 31    5.5e+05  2.1e+04  2.2e+03   5.7e+09    3.7e+06             1.47
2000 08 01    2.4e+05  1.2e+04  2.5e+03   7.9e+09    5.0e+06             2.18
2000 08 02    1.6e+05  1.1e+04  2.5e+03   9.0e+09    9.5e+06             1.61
2000 08 03    1.6e+05  1.2e+04  2.5e+03   1.5e+10    2.7e+07             1.33
2000 08 04    3.0e+05  1.1e+04  2.3e+03   1.1e+10    2.3e+07             0.54
2000 08 05    2.1e+05  1.0e+04  2.2e+03   5.0e+09    9.0e+06            -1.60
2000 08 06    2.4e+05  9.4e+03  2.1e+03   4.6e+09    9.4e+06            -1.30
2000 08 07    2.1e+05  9.5e+03  2.0e+03   1.0e+10    1.2e+07            -0.90
2000 08 08    1.4e+05  9.2e+03  2.0e+03   1.6e+10    2.1e+07            -0.30
2000 08 09    1.1e+05  9.5e+03  2.3e+03   2.1e+10    3.0e+07             0.00
2000 08 10    6.9e+05  9.3e+03  1.9e+03   5.1e+09    9.7e+06            -1.30
2000 08 11    7.7e+06  8.0e+04  1.8e+03   7.6e+09    3.1e+07            -0.60
2000 08 12    2.6e+06  2.0e+04  1.8e+03   2.6e+09    6.3e+06            -2.00
2000 08 13    1.5e+07  9.1e+04  1.9e+03   2.7e+09    2.8e+06             0.38
2000 08 14    1.1e+07  6.2e+04  1.9e+03   3.5e+09    5.4e+06             0.34
2000 08 15    3.1e+06  1.7e+04  2.0e+03   4.0e+09    2.5e+06             0.50
2000 08 16    1.2e+06  1.1e+04  2.0e+03   1.1e+10    9.1e+06             0.50
2000 08 17    3.8e+05  1.0e+04  2.3e+03   9.4e+09    1.1e+07             1.34
2000 08 18    3.4e+05  1.0e+04  2.5e+03   1.2e+10    2.4e+07             1.89
2000 08 19    2.5e+05  1.1e+04  2.7e+03   1.1e+10    2.2e+07             2.15
2000 08 20    2.6e+05  1.1e+04  2.7e+03   1.0e+10    2.0e+07             1.86
2000 08 21    9.0e+04  1.1e+04  2.8e+03   1.9e+09    1.2e+06             2.24
2000 08 22    1.5e+05  1.1e+04  2.7e+03   6.9e+09    3.0e+06             1.64
2000 08 23    7.2e+04  1.1e+04  3.0e+03   2.5e+09    1.1e+06             1.34
2000 08 24    2.8e+04  1.1e+04  2.8e+03   2.2e+08    8.9e+04             0.92
2000 08 25    2.7e+04  1.1e+04  2.6e+03   3.2e+08    1.6e+05             0.43
2000 08 26    3.5e+04  1.2e+04  2.9e+03   2.1e+08    1.2e+05          -999.99
2000 08 27    4.4e+04  1.1e+04  2.8e+03   2.8e+08    2.2e+05          -999.99
2000 08 28    2.8e+05  1.0e+04  2.8e+03   4.5e+08    3.3e+05             0.43
2000 08 29    5.0e+05  1.0e+04  2.5e+03   1.2e+10    1.8e+07             0.00
2000 08 30    5.2e+05  1.0e+04  2.6e+03   3.3e+10    1.0e+08             0.50
2000 08 31    2.4e+05  1.0e+04  2.7e+03   3.3e+10    1.2e+08             0.67
2000 09 01    1.1e+06  1.0e+04  2.8e+03   4.1e+10    3.1e+08             0.53
2000 09 02    5.0e+05  9.9e+03  2.2e+03   1.0e+10    4.3e+07             0.06
2000 09 03    1.5e+05  9.3e+03  2.1e+03   5.9e+09    2.7e+07             0.00
2000 09 04    3.4e+05  1.1e+04  2.2e+03   6.7e+09    2.2e+07             0.21
2000 09 05    3.8e+06  1.4e+04  2.3e+03   3.8e+09    6.2e+06             0.22
2000 09 06    2.4e+06  1.1e+04  2.1e+03   8.1e+09    1.3e+07             0.16
2000 09 07    2.4e+05  9.9e+03  2.1e+03   9.2e+09    9.5e+06            -1.30
2000 09 08    4.9e+05  1.6e+04  2.1e+03   9.0e+09    1.1e+07            -1.50
2000 09 09    4.8e+05  2.1e+04  2.0e+03   7.1e+09    8.6e+06            -0.60
2000 09 10    3.7e+05  1.2e+04  2.1e+03   7.9e+09    1.7e+07             0.29
2000 09 11    3.2e+05  9.7e+03  2.0e+03   6.3e+09    1.7e+07            -0.20
2000 09 12    2.0e+07  2.5e+06  9.5e+03   9.9e+08    5.5e+06             0.08
2000 09 13    1.7e+08  1.4e+07  1.5e+04   5.5e+09    2.8e+07             0.70
2000 09 14    1.0e+08  3.1e+06  5.6e+03   9.6e+09    9.5e+06             0.00
2000 09 15    8.4e+07  1.3e+06  3.1e+03   1.0e+10    1.4e+07            -0.80
2000 09 16    2.5e+07  4.5e+05  2.4e+03   8.0e+08    6.8e+05            -0.40
2000 09 17    6.4e+07  4.3e+05  2.3e+03   3.4e+09    2.4e+06             0.07
2000 09 18    3.2e+06  2.1e+04  1.6e+03   4.7e+08    6.2e+04            -5.40
2000 09 19    2.4e+06  2.7e+04  1.7e+03   4.2e+09    3.0e+05            -3.90
2000 09 20    1.0e+06  3.0e+04  1.8e+03   1.2e+10    3.9e+06            -1.70
2000 09 21    7.3e+05  1.3e+04  1.8e+03   3.2e+10    5.0e+07             0.06
2000 09 22    3.3e+05  1.1e+04  2.3e+03   3.1e+10    6.7e+07             0.54
2000 09 23    4.4e+05  1.0e+04  2.4e+03   3.1e+10    8.6e+07             1.05
2000 09 24    1.3e+06  1.1e+04  2.7e+03   2.3e+10    7.6e+07             1.73
2000 09 25    2.2e+05  1.0e+04  2.7e+03   9.5e+09    1.2e+07             0.83
2000 09 26    5.3e+05  1.0e+04  2.8e+03   1.8e+10    7.6e+07             0.71
2000 09 27    2.2e+05  1.0e+04  2.7e+03   3.9e+10    1.7e+08             1.03
2000 09 28    2.8e+05  1.0e+04  2.9e+03   3.1e+10    1.5e+08             0.54
2000 09 29    7.7e+04  1.0e+04  2.9e+03   1.0e+10    5.4e+07             0.86
2000 09 30    6.0e+05  1.0e+04  2.9e+03   2.5e+09    9.0e+06          -999.99
2000 10 01    2.7e+05  1.0e+04  3.0e+03   1.1e+10    1.2e+07          -999.99
2000 10 02    2.0e+05  1.0e+04  2.4e+03   1.1e+10    1.5e+07          -999.99
2000 10 03    3.7e+05  1.0e+04  2.4e+03   2.1e+09    4.8e+06          -999.99
2000 10 04    2.6e+05  9.4e+03  2.2e+03   8.0e+08    1.6e+06          -999.99
2000 10 05    2.0e+05  9.6e+03  2.2e+03   4.6e+08    3.9e+05          -999.99
2000 10 06    1.8e+05  9.8e+03  2.2e+03   6.9e+09    1.5e+06          -999.99
2000 10 07    1.7e+05  9.4e+03  2.1e+03   1.0e+10    4.8e+06          -999.99
2000 10 08    3.6e+05  9.7e+03  2.3e+03   1.2e+10    9.5e+06          -999.99
2000 10 09    6.6e+05  1.0e+04  2.4e+03   1.2e+10    1.4e+07          -999.99
2000 10 10    1.1e+05  1.5e+04  2.6e+03   3.3e+09    1.4e+06          -999.99
2000 10 11    3.7e+05  2.7e+04  2.7e+03   2.7e+09    1.7e+06          -999.99
2000 10 12    8.9e+05  2.2e+04  2.4e+03   1.4e+10    7.1e+06          -999.99
2000 10 13    1.7e+06  1.4e+04  2.2e+03   9.0e+08    6.4e+05          -999.99
2000 10 14    3.8e+05  1.0e+04  2.2e+03   1.5e+09    2.1e+06          -999.99
2000 10 15    4.5e+05  1.1e+04  2.3e+03   1.0e+10    9.4e+06          -999.99
2000 10 16    2.2e+06  6.2e+05  7.4e+03   1.1e+10    9.7e+06          -999.99
2000 10 17    4.7e+06  4.9e+05  3.7e+03   2.0e+10    2.9e+07          -999.99
