:Product: Daily Particle Data        2013_DPD.txt
:Issued: 0223 UT 07 Jan 2014
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
#               Current Quarter Daily Particle Data
#
#              GOES-13 Proton Fluence     GOES-13 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.8 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2013 04 16    3.1e+05  2.3e+04  3.0e+03   7.4e+07    2.8e+06          -999.99
2013 04 17    1.5e+05  1.6e+04  2.8e+03   8.1e+07    3.2e+06          -999.99
2013 04 18    1.4e+05  1.4e+04  2.7e+03   1.0e+08    6.2e+06          -999.99
2013 04 19    1.4e+05  1.2e+04  2.8e+03   1.1e+08    8.1e+06          -999.99
2013 04 20    1.9e+05  1.2e+04  2.8e+03   6.5e+07    3.2e+06          -999.99
2013 04 21    5.1e+05  9.2e+04  3.1e+03   4.9e+07    1.8e+06          -999.99
2013 04 22    1.1e+06  7.8e+04  2.7e+03   2.7e+07    1.5e+06          -999.99
2013 04 23    9.6e+05  2.1e+04  2.9e+03   1.1e+07    8.6e+05          -999.99
2013 04 24    3.7e+05  1.3e+04  2.6e+03   2.7e+07    6.7e+05          -999.99
2013 04 25    2.8e+05  4.0e+04  5.2e+03   8.7e+08    3.2e+06          -999.99
2013 04 26    6.6e+05  1.3e+04  3.0e+03   1.4e+09    2.5e+07          -999.99
2013 04 27    3.6e+05  1.2e+04  2.9e+03   3.5e+09    1.1e+08          -999.99
2013 04 28    2.7e+05  1.1e+04  2.7e+03   3.5e+09    1.1e+08          -999.99
2013 04 29    3.3e+05  1.2e+04  2.9e+03   2.6e+09    7.6e+07          -999.99
2013 04 30    2.1e+05  1.1e+04  2.7e+03   2.3e+09    7.4e+07          -999.99
2013 05 01    7.8e+05  1.1e+04  2.6e+03   2.4e+08    2.9e+06          -999.99
2013 05 02    1.8e+05  1.2e+04  2.7e+03   1.9e+09    2.9e+07          -999.99
2013 05 03    2.6e+05  1.1e+04  2.8e+03   3.4e+09    8.8e+07          -999.99
2013 05 04    1.9e+05  1.1e+04  2.8e+03   3.5e+09    1.1e+08          -999.99
2013 05 05    1.3e+05  1.1e+04  2.8e+03   7.1e+08    1.6e+07          -999.99
2013 05 06    2.9e+05  1.1e+04  2.6e+03   5.0e+08    1.3e+07          -999.99
2013 05 07    1.1e+05  1.1e+04  2.4e+03   7.3e+08    1.4e+07          -999.99
2013 05 08    1.1e+05  1.1e+04  2.7e+03   1.5e+09    2.7e+07          -999.99
2013 05 09    1.2e+05  1.1e+04  2.6e+03   1.6e+09    3.5e+07          -999.99
2013 05 10    9.7e+04  1.1e+04  2.8e+03   1.5e+09    3.4e+07          -999.99
2013 05 11    1.1e+05  1.1e+04  2.8e+03   1.3e+09    3.0e+07          -999.99
2013 05 12    1.0e+05  1.1e+04  2.5e+03   8.6e+08    2.5e+07          -999.99
2013 05 13    2.7e+05  1.2e+04  2.7e+03   6.2e+08    2.0e+07          -999.99
2013 05 14    1.7e+06  5.8e+04  2.8e+03   2.2e+08    3.9e+06          -999.99
2013 05 15    5.8e+06  8.1e+05  2.8e+03   2.4e+08    3.0e+06          -999.99
2013 05 16    2.1e+07  2.1e+06  2.6e+03   1.3e+08    6.6e+06          -999.99
2013 05 17    5.4e+07  2.3e+06  3.0e+03   6.2e+08    9.6e+06          -999.99
2013 05 18    5.2e+07  1.1e+06  2.3e+03   1.4e+08    4.5e+06          -999.99
2013 05 19    2.1e+07  4.0e+05  2.2e+03   1.6e+08    2.2e+06          -999.99
2013 05 20    7.0e+06  2.0e+05  2.5e+03   2.2e+08    2.2e+06          -999.99
2013 05 21    3.3e+06  5.9e+04  2.1e+03   6.5e+08    2.9e+06          -999.99
2013 05 22    1.9e+07  8.3e+06  9.4e+04   1.1e+09    1.6e+07          -999.99
2013 05 23    2.3e+08  6.9e+07  7.0e+04   2.5e+09    2.0e+08          -999.99
2013 05 24    9.8e+07  5.2e+06  1.0e+04   2.3e+09    5.9e+07          -999.99
2013 05 25    2.8e+07  5.9e+05  3.3e+03   1.3e+09    2.3e+07          -999.99
2013 05 26    2.9e+06  3.6e+04  2.1e+03   5.0e+09    3.0e+08          -999.99
2013 05 27    2.3e+06  1.7e+04  2.4e+03   1.2e+10    1.6e+09          -999.99
2013 05 28    1.4e+06  1.2e+04  2.5e+03   1.3e+10    2.1e+09          -999.99
2013 05 29    2.0e+06  1.1e+04  2.4e+03   1.4e+10    2.5e+09          -999.99
2013 05 30    2.8e+06  1.2e+04  2.4e+03   1.2e+10    2.1e+09          -999.99
2013 05 31    5.1e+06  1.2e+04  2.6e+03   9.4e+09    1.5e+09          -999.99
2013 06 01    4.8e+05  1.0e+04  2.2e+03   5.0e+08    4.3e+06          -999.99
2013 06 02    1.4e+06  1.0e+04  2.3e+03   3.9e+09    1.3e+08          -999.99
2013 06 03    1.7e+06  1.0e+04  2.3e+03   8.8e+09    3.8e+08          -999.99
2013 06 04    9.8e+05  1.1e+04  2.4e+03   1.2e+10    1.3e+09          -999.99
2013 06 05    3.1e+05  1.2e+04  2.4e+03   7.4e+09    6.4e+08          -999.99
2013 06 06    5.2e+05  1.2e+04  2.3e+03   2.6e+09    1.4e+08          -999.99
2013 06 07    6.1e+05  1.1e+04  2.2e+03   2.6e+09    1.1e+08          -999.99
2013 06 08    7.6e+05  1.1e+04  2.6e+03   2.5e+09    1.3e+08          -999.99
2013 06 09    1.4e+06  1.0e+04  2.5e+03   2.3e+09    1.6e+08          -999.99
2013 06 10    4.6e+05  9.8e+03  2.4e+03   8.7e+08    2.1e+07          -999.99
2013 06 11    2.9e+05  1.0e+04  2.6e+03   8.7e+08    2.6e+07          -999.99
2013 06 12    2.2e+05  1.0e+04  2.6e+03   8.0e+08    2.4e+07          -999.99
2013 06 13    2.2e+05  1.1e+04  2.6e+03   1.1e+09    4.4e+07          -999.99
2013 06 14    1.5e+05  1.0e+04  2.5e+03   1.1e+09    5.6e+07          -999.99
2013 06 15    1.3e+05  1.0e+04  2.5e+03   7.5e+08    3.2e+07          -999.99
2013 06 16    1.5e+05  1.0e+04  2.5e+03   8.1e+08    3.8e+07          -999.99
2013 06 17    1.5e+05  1.0e+04  2.7e+03   5.0e+08    2.2e+07          -999.99
2013 06 18    1.0e+05  1.0e+04  2.6e+03   2.5e+08    1.1e+07          -999.99
2013 06 19    9.4e+04  1.1e+04  2.5e+03   1.1e+08    3.3e+06          -999.99
2013 06 20    7.7e+04  1.0e+04  2.6e+03   2.9e+07    1.1e+06          -999.99
2013 06 21    4.1e+05  5.1e+04  2.7e+03   7.1e+08    2.7e+06          -999.99
2013 06 22    4.0e+06  4.3e+05  3.0e+03   2.2e+09    2.6e+07          -999.99
2013 06 23    1.4e+07  4.1e+05  2.4e+03   2.3e+09    4.5e+07          -999.99
2013 06 24    2.3e+07  5.6e+05  2.3e+03   3.4e+09    1.8e+08          -999.99
2013 06 25    2.8e+06  7.8e+04  2.6e+03   6.4e+09    5.9e+08          -999.99
2013 06 26    1.3e+06  3.3e+04  2.4e+03   7.4e+09    8.2e+08          -999.99
2013 06 27    1.9e+06  1.9e+04  2.5e+03   5.9e+09    6.2e+08          -999.99
2013 06 28    8.3e+05  1.4e+04  2.2e+03   5.0e+08    1.8e+07          -999.99
2013 06 29    3.2e+06  1.4e+04  2.5e+03   5.7e+08    1.1e+07          -999.99
2013 06 30    3.6e+05  1.1e+04  2.6e+03   1.7e+09    3.1e+07          -999.99
2013 07 01    2.1e+05  1.0e+04  2.5e+03   5.1e+09    2.4e+08          -999.99
2013 07 02    1.7e+05  1.1e+04  2.6e+03   5.1e+09    2.7e+08          -999.99
2013 07 03    1.8e+05  1.1e+04  2.6e+03   5.1e+09    2.9e+08          -999.99
2013 07 04    3.8e+05  1.0e+04  2.6e+03   4.9e+09    3.5e+08          -999.99
2013 07 05    7.8e+04  1.0e+04  2.5e+03   8.6e+08    3.6e+07          -999.99
2013 07 06    5.3e+04  9.9e+03  2.5e+03   7.5e+07    1.8e+06          -999.99
2013 07 07    2.2e+05  1.0e+04  2.5e+03   1.6e+09    7.2e+06          -999.99
2013 07 08    1.1e+05  1.0e+04  2.6e+03   1.4e+09    9.7e+06          -999.99
2013 07 09    1.6e+05  9.8e+03  2.4e+03   1.3e+09    1.1e+07          -999.99
2013 07 10    2.0e+05  9.6e+03  2.3e+03   1.3e+09    3.3e+07          -999.99
2013 07 11    5.3e+05  9.6e+03  2.4e+03   2.4e+09    1.1e+08          -999.99
2013 07 12    2.5e+05  1.0e+04  2.5e+03   8.1e+09    6.9e+08          -999.99
2013 07 13    7.2e+04  9.3e+03  2.2e+03   3.1e+09    2.6e+08          -999.99
2013 07 14    3.0e+05  1.0e+04  2.5e+03   7.3e+08    6.3e+07          -999.99
2013 07 15    1.3e+05  1.0e+04  2.5e+03   8.1e+08    2.1e+07          -999.99
2013 07 16    1.4e+05  1.0e+04  2.5e+03   1.9e+09    6.4e+07          -999.99
2013 07 17    1.6e+05  1.0e+04  2.7e+03   3.4e+09    1.8e+08          -999.99
2013 07 18    3.0e+05  1.1e+04  2.7e+03   2.0e+09    8.1e+07          -999.99
2013 07 19    5.0e+05  1.0e+04  2.6e+03   2.4e+09    7.6e+07          -999.99
2013 07 20    1.5e+06  1.1e+04  2.7e+03   4.5e+09    1.9e+08          -999.99
2013 07 21    1.5e+06  1.1e+04  2.5e+03   4.3e+09    1.9e+08          -999.99
2013 07 22    2.0e+06  1.2e+04  2.7e+03   4.0e+09    1.7e+08          -999.99
2013 07 23    5.1e+05  1.2e+04  2.5e+03   2.2e+09    6.6e+07          -999.99
2013 07 24    4.5e+05  1.1e+04  2.8e+03   2.5e+09    8.7e+07          -999.99
2013 07 25    6.7e+05  1.1e+04  2.7e+03   1.8e+09    7.3e+07          -999.99
2013 07 26    1.5e+05  1.1e+04  2.6e+03   7.6e+08    8.8e+06          -999.99
2013 07 27    1.3e+05  1.1e+04  2.4e+03   2.0e+09    2.8e+07          -999.99
2013 07 28    6.3e+04  1.0e+04  2.5e+03   1.0e+09    1.3e+07          -999.99
2013 07 29    9.9e+04  1.0e+04  2.5e+03   2.7e+09    4.4e+07          -999.99
2013 07 30    5.2e+04  1.1e+04  2.4e+03   2.2e+09    3.2e+07          -999.99
2013 07 31    5.5e+04  1.1e+04  2.5e+03   1.9e+09    3.6e+07          -999.99
2013 08 01    8.1e+04  1.0e+04  2.6e+03   1.9e+09    4.6e+07          -999.99
2013 08 02    9.1e+04  1.1e+04  2.5e+03   1.4e+09    3.3e+07          -999.99
2013 08 03    1.1e+05  1.0e+04  2.5e+03   1.4e+09    3.7e+07          -999.99
2013 08 04    1.9e+05  1.0e+04  2.4e+03   2.0e+08    3.1e+06          -999.99
2013 08 05    2.3e+05  9.8e+03  2.3e+03   2.4e+09    6.9e+07          -999.99
2013 08 06    1.6e+05  1.0e+04  2.6e+03   5.8e+09    2.4e+08          -999.99
2013 08 07    1.4e+05  9.9e+03  2.6e+03   6.7e+09    4.2e+08          -999.99
2013 08 08    1.5e+05  1.0e+04  2.4e+03   5.7e+09    3.1e+08          -999.99
2013 08 09    3.7e+05  1.0e+04  2.5e+03   2.9e+09    1.3e+08          -999.99
2013 08 10    3.3e+05  9.8e+03  2.4e+03   1.2e+09    3.3e+07          -999.99
2013 08 11    2.4e+05  1.0e+04  2.6e+03   9.9e+08    3.1e+07          -999.99
2013 08 12    3.0e+05  9.8e+03  2.4e+03   1.0e+09    3.4e+07          -999.99
2013 08 13    2.4e+05  1.0e+04  2.7e+03   3.1e+08    6.7e+06          -999.99
2013 08 14    1.1e+05  1.0e+04  2.6e+03   2.0e+08    2.4e+06          -999.99
2013 08 15    1.0e+05  1.1e+04  2.6e+03   9.1e+07    1.6e+06          -999.99
2013 08 16    2.0e+06  1.0e+04  2.4e+03   1.6e+09    2.2e+07          -999.99
2013 08 17    5.6e+05  1.1e+04  2.7e+03   5.7e+09    1.8e+08          -999.99
2013 08 18    1.9e+06  2.3e+04  2.7e+03   5.7e+09    2.1e+08          -999.99
2013 08 19    9.4e+05  1.1e+04  2.5e+03   5.8e+09    2.8e+08          -999.99
2013 08 20    1.9e+06  1.5e+04  2.7e+03   5.0e+09    2.6e+08          -999.99
2013 08 21    2.5e+06  6.8e+04  2.6e+03   8.4e+08    1.4e+07          -999.99
2013 08 22    5.5e+05  1.9e+04  2.5e+03   1.5e+09    1.8e+07          -999.99
2013 08 23    6.2e+05  1.3e+04  2.5e+03   1.7e+09    3.7e+07          -999.99
2013 08 24    3.1e+05  1.2e+04  2.3e+03   4.5e+09    1.3e+08          -999.99
2013 08 25    2.6e+05  1.2e+04  2.5e+03   2.6e+09    6.6e+07          -999.99
2013 08 26    1.4e+05  1.2e+04  2.6e+03   1.9e+09    6.8e+07          -999.99
2013 08 27    3.1e+05  1.1e+04  2.5e+03   1.5e+09    4.6e+07          -999.99
2013 08 28    1.5e+05  1.1e+04  2.6e+03   6.4e+08    2.4e+06          -999.99
2013 08 29    1.2e+05  1.1e+04  2.6e+03   1.1e+09    6.2e+06          -999.99
2013 08 30    3.2e+05  1.1e+04  2.4e+03   1.1e+09    8.0e+06          -999.99
2013 08 31    7.0e+05  1.2e+04  2.4e+03   2.2e+08    1.1e+06          -999.99
2013 09 01    1.0e+06  1.1e+04  2.5e+03   1.8e+09    1.5e+07          -999.99
2013 09 02    3.0e+06  1.1e+04  2.4e+03   2.9e+09    9.4e+07          -999.99
2013 09 03    9.4e+05  1.0e+04  2.2e+03   2.0e+09    8.8e+07          -999.99
2013 09 04    3.2e+05  9.6e+03  2.3e+03   1.4e+09    5.7e+07          -999.99
2013 09 05    3.4e+05  1.0e+04  2.5e+03   1.3e+09    5.5e+07          -999.99
2013 09 06    2.2e+05  9.9e+03  2.5e+03   1.4e+09    6.2e+07          -999.99
2013 09 07    1.2e+05  1.0e+04  2.4e+03   1.1e+09    4.8e+07          -999.99
2013 09 08    1.7e+05  1.0e+04  2.6e+03   1.3e+09    5.0e+07          -999.99
2013 09 09    1.3e+05  1.0e+04  2.5e+03   1.4e+09    5.6e+07          -999.99
2013 09 10    2.0e+05  1.0e+04  2.5e+03   8.9e+08    4.1e+07          -999.99
2013 09 11    8.0e+04  1.0e+04  2.5e+03   1.4e+08    4.9e+06          -999.99
2013 09 12    1.0e+05  1.0e+04  2.5e+03   2.3e+08    5.5e+06          -999.99
2013 09 13    2.3e+05  1.1e+04  2.6e+03   1.7e+08    2.3e+06          -999.99
2013 09 14    1.2e+05  1.0e+04  2.5e+03   7.2e+08    3.0e+06          -999.99
2013 09 15    2.3e+05  1.0e+04  2.5e+03   1.1e+09    4.9e+06          -999.99
2013 09 16    1.3e+05  1.0e+04  2.4e+03   9.3e+08    4.8e+06          -999.99
2013 09 17    2.2e+05  1.0e+04  2.5e+03   7.0e+08    4.6e+06          -999.99
2013 09 18    1.7e+05  1.0e+04  2.4e+03   3.3e+08    2.1e+06          -999.99
2013 09 19    4.0e+05  1.0e+04  2.4e+03   1.9e+09    1.6e+07          -999.99
2013 09 20    3.2e+05  1.0e+04  2.5e+03   4.3e+09    9.9e+07          -999.99
2013 09 21    3.7e+05  1.0e+04  2.4e+03   4.3e+09    1.1e+08          -999.99
2013 09 22    2.2e+05  1.0e+04  2.7e+03   3.7e+09    1.2e+08          -999.99
2013 09 23    2.6e+05  1.0e+04  2.4e+03   2.9e+09    9.1e+07          -999.99
2013 09 24    2.1e+05  9.9e+03  2.5e+03   1.9e+08    2.1e+06          -999.99
2013 09 25    7.9e+04  1.0e+04  2.5e+03   2.7e+08    6.4e+05          -999.99
2013 09 26    9.8e+04  1.0e+04  2.4e+03   3.4e+08    6.7e+05          -999.99
2013 09 27    1.1e+05  1.0e+04  2.5e+03   3.4e+08    7.1e+05          -999.99
2013 09 28    1.0e+05  1.0e+04  2.5e+03   2.9e+08    7.0e+05          -999.99
2013 09 29    1.6e+05  1.0e+04  2.5e+03   2.9e+08    7.5e+05          -999.99
2013 09 30    1.7e+07  5.7e+06  6.5e+03   1.7e+08    1.3e+07          -999.99
2013 10 01    2.4e+08  8.9e+06  2.7e+03   1.5e+08    3.5e+07          -999.99
2013 10 02    2.1e+08  1.2e+06  2.4e+03   1.4e+08    4.8e+06          -999.99
2013 10 03    9.9e+06  1.0e+05  2.4e+03   2.2e+09    2.5e+07          -999.99
2013 10 04    3.0e+06  4.3e+04  2.9e+03   2.2e+09    3.2e+07          -999.99
2013 10 05    2.8e+06  2.1e+04  2.5e+03   2.3e+09    4.1e+07          -999.99
2013 10 06    3.9e+06  1.8e+04  2.7e+03   2.5e+09    5.3e+07          -999.99
2013 10 07    1.6e+06  1.4e+04  2.8e+03   1.6e+09    2.2e+07          -999.99
2013 10 08    1.9e+06  1.2e+04  2.5e+03   8.8e+08    1.9e+07          -999.99
2013 10 09    5.9e+05  1.0e+04  2.4e+03   4.1e+08    1.8e+06          -999.99
2013 10 10    1.2e+05  9.8e+03  2.4e+03   8.4e+08    3.8e+06          -999.99
2013 10 11    1.2e+05  1.1e+04  2.9e+03   2.4e+09    1.7e+07          -999.99
2013 10 12    2.7e+05  1.4e+04  3.7e+03   3.2e+09    3.9e+07          -999.99
2013 10 13    1.6e+05  1.5e+04  3.2e+03   1.8e+09    1.9e+07          -999.99
