:Product: Daily Particle Data    2009_DPD.txt
:Issued: 2100 UT 07 Jan 2010
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
#                         2009 Daily Particle Data
#
#              GOES-11 Proton Fluence     GOES-11 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2009 03 15    9.4e+05  2.0e+04  4.4e+03   5.0e+10    1.3e+08            99.80
2009 03 16    9.3e+05  1.9e+04  4.4e+03   3.6e+10    9.9e+07           100.05
2009 03 17    8.3e+05  1.9e+04  4.2e+03   3.1e+10    8.0e+07           100.20
2009 03 18    1.0e+06  1.9e+04  4.4e+03   2.6e+10    7.5e+07           100.51
2009 03 19    8.3e+05  2.0e+04  4.4e+03   1.9e+10    4.9e+07           100.00
2009 03 20    8.8e+05  2.0e+04  4.4e+03   1.4e+10    3.0e+07           100.05
2009 03 21    6.5e+05  1.9e+04  4.3e+03   1.9e+09    1.4e+06            99.60
2009 03 22    2.2e+05  2.0e+04  4.3e+03   2.0e+09    1.7e+05           100.14
2009 03 23    2.4e+05  1.9e+04  4.3e+03   4.0e+09    2.7e+05            98.80
2009 03 24    3.9e+05  1.9e+04  4.4e+03   2.1e+09    2.1e+05            99.10
2009 03 25    5.4e+05  1.9e+04  4.2e+03   1.3e+10    5.4e+06           100.04
2009 03 26    6.0e+05  2.1e+04  4.7e+03   1.4e+10    6.2e+06           100.19
2009 03 27    7.0e+05  1.9e+04  4.4e+03   1.4e+10    7.2e+06           100.18
2009 03 28    6.2e+05  2.0e+04  4.6e+03   1.1e+10    7.4e+06           100.12
2009 03 29    7.1e+05  1.8e+04  4.5e+03   8.6e+09    6.8e+06            99.80
2009 03 30    5.1e+05  1.9e+04  4.3e+03   6.6e+09    5.1e+06            99.90
2009 03 31    5.5e+05  1.9e+04  4.5e+03   5.5e+09    4.9e+06           100.51
2009 04 01    7.7e+05  2.0e+04  4.6e+03   5.1e+09    5.5e+06           100.51
2009 04 02    5.9e+05  2.0e+04  4.5e+03   3.3e+09    3.2e+06           100.41
2009 04 03    5.1e+05  2.0e+04  4.6e+03   2.5e+09    2.7e+06           100.22
2009 04 04    7.5e+05  2.0e+04  4.5e+03   2.3e+09    2.9e+06           100.16
2009 04 05    4.7e+05  2.0e+04  4.4e+03   1.4e+09    1.4e+06            99.50
2009 04 06    5.4e+05  2.0e+04  4.6e+03   1.1e+09    1.1e+06           100.01
2009 04 07    4.6e+05  1.9e+04  4.3e+03   8.3e+08    8.8e+05           100.36
2009 04 08    5.5e+05  1.9e+04  4.3e+03   6.5e+08    8.0e+05           100.36
2009 04 09    7.1e+05  1.9e+04  4.2e+03   1.1e+09    9.5e+04            99.90
2009 04 10    1.2e+06  1.9e+04  4.1e+03   1.7e+10    1.3e+07            99.60
2009 04 11    1.8e+06  1.9e+04  4.1e+03   3.8e+10    6.4e+07            99.70
2009 04 12    1.1e+06  1.8e+04  4.4e+03   6.4e+10    2.4e+08           100.11
2009 04 13    6.4e+05  1.9e+04  3.9e+03   4.8e+10    1.6e+08           100.47
2009 04 14    8.0e+05  2.0e+04  4.2e+03   4.2e+10    1.3e+08           100.54
2009 04 15    5.8e+05  2.0e+04  4.6e+03   2.1e+10    4.4e+07           100.13
2009 04 16    6.6e+05  1.9e+04  4.0e+03   1.2e+10    1.6e+07            99.80
2009 04 17    6.3e+05  1.9e+04  4.0e+03   6.4e+09    6.2e+06            99.30
2009 04 18    3.8e+05  1.9e+04  4.0e+03   2.0e+09    1.4e+06            89.80
2009 04 19    4.4e+05  1.9e+04  4.4e+03   4.8e+09    1.4e+06            99.90
2009 04 20    4.0e+05  1.9e+04  4.2e+03   5.4e+09    2.0e+06           100.00
2009 04 21    4.1e+05  1.9e+04  4.3e+03   5.2e+09    2.5e+06           100.09
2009 04 22    6.1e+05  2.0e+04  4.6e+03   5.0e+09    3.2e+06            97.40
2009 04 23    7.6e+05  1.9e+04  4.5e+03   4.5e+09    4.0e+06           100.17
2009 04 24    6.2e+05  2.0e+04  4.4e+03   2.4e+09    1.7e+06            96.00
2009 04 25    5.9e+05  2.0e+04  4.4e+03   1.4e+09    3.7e+05           100.10
2009 04 26    5.7e+05  1.9e+04  4.2e+03   1.3e+09    7.6e+05           100.21
2009 04 27    5.2e+05  2.0e+04  4.3e+03   1.1e+09    7.4e+05            99.80
2009 04 28    6.7e+05  2.0e+04  4.5e+03   1.1e+09    9.8e+05           100.70
2009 04 29    6.2e+05  2.1e+04  4.6e+03   8.5e+08    7.4e+05           100.46
2009 04 30    5.4e+05  2.0e+04  4.5e+03   5.9e+08    3.3e+05           100.17
2009 05 01    6.3e+05  2.0e+04  4.6e+03   5.5e+08    4.2e+05           100.34
2009 05 02    7.1e+05  2.1e+04  4.8e+03   3.7e+08    3.2e+05           100.11
2009 05 03    5.9e+05  2.0e+04  4.4e+03   2.7e+08    2.3e+05           100.09
2009 05 04    4.4e+05  2.0e+04  4.7e+03   1.9e+08    1.4e+05            99.90
2009 05 05    7.4e+05  2.0e+04  4.5e+03   2.1e+08    2.0e+05           100.15
2009 05 06    7.6e+05  2.0e+04  4.3e+03   1.3e+08    1.3e+05            99.90
2009 05 07    6.3e+05  2.0e+04  4.3e+03   3.3e+09    1.5e+05            99.70
2009 05 08    7.7e+05  1.9e+04  4.0e+03   1.4e+10    3.5e+06            99.80
2009 05 09    5.5e+05  1.9e+04  4.2e+03   2.1e+10    7.6e+06           100.01
2009 05 10    6.2e+05  1.9e+04  4.2e+03   2.5e+10    1.7e+07           100.06
2009 05 11    4.9e+05  1.9e+04  4.2e+03   2.1e+10    1.4e+07           100.37
2009 05 12    6.3e+05  2.0e+04  4.6e+03   2.2e+10    1.8e+07           100.34
2009 05 13    6.8e+05  2.0e+04  4.5e+03   1.9e+10    2.1e+07           100.10
2009 05 14    7.0e+05  1.9e+04  4.3e+03   1.1e+10    8.3e+06            99.80
2009 05 15    7.4e+05  2.0e+04  4.5e+03   1.5e+09    4.0e+05            99.50
2009 05 16    8.3e+05  2.0e+04  4.2e+03   1.6e+09    5.2e+05            99.60
2009 05 17    6.8e+05  2.0e+04  4.4e+03   1.9e+09    5.8e+05            99.90
2009 05 18    9.9e+05  2.0e+04  4.4e+03   1.8e+09    9.6e+05            99.90
2009 05 19    7.1e+05  2.0e+04  4.2e+03   1.3e+09    6.3e+05           100.14
2009 05 20    1.0e+06  2.0e+04  4.4e+03   1.0e+09    8.4e+05            99.80
2009 05 21    7.4e+05  1.9e+04  4.4e+03   9.6e+08    6.6e+05            99.80
2009 05 22    6.5e+05  1.9e+04  4.3e+03   8.3e+08    4.4e+05            99.90
2009 05 23    7.4e+05  1.9e+04  4.1e+03   6.1e+08    2.8e+05           100.12
2009 05 24    5.4e+05  2.0e+04  4.3e+03   5.8e+08    2.5e+05           100.14
2009 05 25    6.0e+05  2.0e+04  4.4e+03   6.9e+08    3.6e+05           100.39
2009 05 26    7.0e+05  2.0e+04  4.6e+03   6.7e+08    3.9e+05           100.90
2009 05 27    6.8e+05  2.0e+04  4.6e+03   6.0e+08    3.6e+05           100.35
2009 05 28    5.2e+05  2.0e+04  4.6e+03   2.6e+08    1.2e+05           100.20
2009 05 29    4.6e+05  1.9e+04  4.1e+03   1.9e+08    5.7e+04           100.00
2009 05 30    5.5e+05  2.0e+04  4.3e+03   5.3e+08    7.7e+04            99.90
2009 05 31    5.5e+05  1.9e+04  4.3e+03   5.2e+08    9.3e+04            99.80
2009 06 01    4.7e+05  2.0e+04  4.6e+03   4.6e+08    9.9e+04            99.80
2009 06 02    5.9e+05  2.0e+04  4.8e+03   5.7e+08    1.1e+05            99.80
2009 06 03    8.2e+05  2.0e+04  4.3e+03   5.1e+08    1.3e+05           100.01
2009 06 04    4.9e+05  1.9e+04  4.1e+03   1.9e+08    6.3e+04            99.40
2009 06 05    6.0e+05  2.0e+04  4.3e+03   4.2e+08    5.3e+04           100.22
2009 06 06    4.5e+05  2.1e+04  4.5e+03   4.5e+08    4.7e+04           100.10
2009 06 07    5.4e+05  2.0e+04  4.4e+03   5.1e+08    5.1e+04            99.90
2009 06 08    3.7e+05  1.9e+04  4.2e+03   4.2e+08    5.0e+04            99.60
2009 06 09    5.8e+05  1.9e+04  4.4e+03   5.0e+08    4.7e+04           100.00
2009 06 10    5.6e+05  1.9e+04  4.3e+03   2.9e+08    5.6e+04            99.40
2009 06 11    6.3e+05  2.0e+04  4.6e+03   2.4e+08    4.1e+04           100.15
2009 06 12    6.7e+05  1.9e+04  4.6e+03   2.4e+08    5.4e+04           100.34
2009 06 13    7.1e+05  1.9e+04  4.5e+03   2.0e+08    5.1e+04           100.08
2009 06 14    7.1e+05  2.0e+04  4.3e+03   1.2e+08    4.5e+04            99.60
2009 06 15    5.4e+05  2.0e+04  4.5e+03   8.6e+07    4.3e+04           100.39
2009 06 16    7.7e+05  1.9e+04  4.5e+03   8.5e+07    4.6e+04           100.11
2009 06 17    7.7e+05  2.0e+04  4.3e+03   7.5e+07    4.7e+04            99.90
2009 06 18    6.8e+05  2.0e+04  4.5e+03   6.0e+07    4.6e+04            99.80
2009 06 19    7.4e+05  2.0e+04  4.6e+03   5.5e+07    4.4e+04           100.13
2009 06 20    9.3e+05  1.9e+04  4.4e+03   4.8e+07    4.5e+04           100.13
2009 06 21    6.1e+05  1.9e+04  4.3e+03   2.8e+07    5.2e+04           100.01
2009 06 22    5.9e+05  2.0e+04  4.3e+03   3.3e+07    4.2e+04          -999.99
2009 06 23    1.1e+06  2.0e+04  4.4e+03   6.1e+07    4.5e+04          -999.99
2009 06 24    9.1e+05  1.9e+04  4.3e+03   1.0e+07    3.5e+04            99.60
2009 06 25    5.4e+05  2.0e+04  4.1e+03   1.6e+08    4.4e+04            98.90
2009 06 26    4.4e+05  2.0e+04  4.1e+03   1.9e+09    4.0e+04            99.70
2009 06 27    6.6e+05  1.9e+04  4.2e+03   2.8e+09    5.6e+04           100.00
2009 06 28    1.0e+06  1.9e+04  4.1e+03   2.0e+09    5.2e+04            99.80
2009 06 29    6.9e+05  2.0e+04  4.1e+03   1.4e+10    3.3e+06            99.80
2009 06 30    5.5e+05  1.9e+04  4.0e+03   2.9e+10    8.7e+06            99.70
2009 07 01    5.0e+05  1.9e+04  4.2e+03   3.3e+10    1.6e+07           100.24
2009 07 02    5.7e+05  2.0e+04  4.5e+03   3.1e+10    1.7e+07            99.60
2009 07 03    8.0e+05  2.0e+04  4.5e+03   2.7e+10    1.6e+07           100.24
2009 07 04    1.1e+06  2.0e+04  4.4e+03   2.3e+10    1.4e+07           100.15
2009 07 05    1.3e+06  2.0e+04  4.6e+03   1.8e+10    1.2e+07            99.90
2009 07 06    8.4e+05  2.0e+04  4.6e+03   1.1e+10    4.0e+06           100.03
2009 07 07    1.1e+06  1.9e+04  4.5e+03   9.7e+09    3.9e+06            99.30
2009 07 08    7.0e+05  1.9e+04  4.7e+03   4.3e+09    1.1e+06            99.90
2009 07 09    9.4e+05  2.1e+04  4.8e+03   3.0e+09    1.2e+06           100.18
2009 07 10    8.3e+05  2.0e+04  4.5e+03   1.8e+09    4.4e+05           100.07
2009 07 11    6.8e+05  2.0e+04  4.5e+03   2.0e+09    4.8e+05            99.60
2009 07 12    7.2e+05  2.0e+04  4.6e+03   2.2e+09    7.1e+05           100.08
2009 07 13    1.3e+06  2.0e+04  4.8e+03   1.5e+09    5.8e+05           100.29
2009 07 14    6.6e+05  2.0e+04  4.5e+03   6.0e+09    3.7e+05            99.80
2009 07 15    5.1e+05  2.0e+04  4.5e+03   1.8e+10    2.8e+06            99.80
2009 07 16    5.2e+05  2.0e+04  4.7e+03   2.2e+10    5.6e+06           100.00
2009 07 17    6.5e+05  2.0e+04  4.4e+03   2.3e+10    8.8e+06           100.19
2009 07 18    8.9e+05  2.1e+04  4.5e+03   2.3e+10    1.2e+07           100.30
2009 07 19    8.8e+05  2.0e+04  4.6e+03   2.0e+10    9.6e+06           100.44
2009 07 20    6.4e+05  2.1e+04  4.6e+03   7.2e+09    3.0e+06           100.54
2009 07 21    7.3e+05  2.1e+04  4.4e+03   1.2e+09    1.6e+05            99.80
2009 07 22    7.1e+05  2.0e+04  4.6e+03   4.7e+09    8.9e+04            99.90
2009 07 23    9.3e+05  1.9e+04  4.4e+03   3.4e+10    1.4e+07            99.80
2009 07 24    8.0e+05  1.9e+04  4.1e+03   4.1e+10    3.3e+07            99.80
2009 07 25    1.3e+06  1.9e+04  4.2e+03   4.5e+10    6.6e+07           100.05
2009 07 26    1.6e+06  2.0e+04  4.4e+03   4.0e+10    5.9e+07           100.00
2009 07 27    2.2e+06  1.9e+04  4.3e+03   3.6e+10    5.4e+07           100.09
2009 07 28    1.7e+06  2.0e+04  4.5e+03   3.0e+10    3.8e+07            99.80
2009 07 29    2.3e+06  2.0e+04  4.5e+03   2.7e+10    4.1e+07            99.90
2009 07 30    3.4e+06  2.0e+04  4.7e+03   2.4e+10    4.6e+07            99.80
2009 07 31    2.4e+06  2.0e+04  4.6e+03   9.8e+09    9.3e+06           100.15
2009 08 01    2.7e+06  2.0e+04  4.6e+03   5.8e+09    2.8e+06           100.22
2009 08 02    3.7e+06  2.0e+04  4.4e+03   5.7e+09    3.8e+06           100.19
2009 08 03    1.7e+06  2.0e+04  4.7e+03   4.8e+09    1.3e+06           100.12
2009 08 04    1.2e+06  2.0e+04  4.5e+03   4.9e+09    1.3e+06            99.90
2009 08 05    1.8e+06  2.0e+04  4.4e+03   2.2e+09    6.7e+05            99.30
2009 08 06    8.1e+05  1.9e+04  3.8e+03   8.7e+08    1.2e+05            99.10
2009 08 07    6.4e+05  1.8e+04  3.7e+03   3.9e+09    8.7e+04            99.60
2009 08 08    1.5e+06  1.8e+04  4.0e+03   7.5e+09    4.2e+05            99.80
2009 08 09    1.8e+06  1.9e+04  4.2e+03   7.2e+09    1.0e+06           100.17
2009 08 10    3.5e+06  1.8e+04  4.0e+03   1.1e+10    2.5e+06            99.90
2009 08 11    3.1e+06  2.0e+04  4.4e+03   9.6e+09    2.4e+06           100.23
2009 08 12    2.1e+06  2.0e+04  4.4e+03   7.4e+09    1.5e+06           100.06
2009 08 13    1.2e+06  2.0e+04  4.3e+03   7.5e+09    1.4e+06           100.33
2009 08 14    1.0e+06  2.0e+04  4.2e+03   7.5e+09    1.8e+06           100.20
2009 08 15    1.1e+06  1.9e+04  4.3e+03   6.8e+09    1.8e+06           100.21
2009 08 16    1.3e+06  2.2e+04  5.0e+03   6.2e+09    1.9e+06           100.26
2009 08 17    1.6e+06  2.0e+04  4.8e+03   5.6e+09    2.4e+06           100.08
2009 08 18    1.4e+06  2.1e+04  4.8e+03   3.5e+09    8.8e+05            99.70
2009 08 19    7.1e+05  2.1e+04  4.6e+03   1.0e+09    1.7e+05           100.00
2009 08 20    1.1e+06  1.9e+04  4.5e+03   9.1e+09    4.2e+05            99.80
2009 08 21    9.0e+05  2.0e+04  4.4e+03   1.5e+10    1.3e+06            99.60
2009 08 22    1.3e+06  1.9e+04  4.4e+03   1.6e+10    4.6e+06            99.90
2009 08 23    1.2e+06  2.1e+04  4.4e+03   1.8e+10    7.2e+06            99.90
2009 08 24    1.3e+06  2.1e+04  4.8e+03   2.0e+10    1.0e+07           100.06
2009 08 25    1.4e+06  2.0e+04  4.6e+03   1.9e+10    1.1e+07            99.90
2009 08 26    1.2e+06  2.1e+04  4.3e+03   7.3e+09    2.4e+06           100.01
2009 08 27    1.1e+06  2.0e+04  4.5e+03   2.9e+09    7.2e+05           100.00
2009 08 28    5.2e+05  2.1e+04  4.4e+03   1.0e+09    1.3e+05           100.06
2009 08 29    5.5e+05  2.0e+04  4.6e+03   9.3e+08    1.8e+05           100.25
2009 08 30    2.4e+06  2.0e+04  4.4e+03   1.2e+09    8.6e+04           100.02
2009 08 31    5.8e+05  1.9e+04  4.1e+03   9.5e+09    2.3e+05            99.90
2009 09 01    7.2e+05  1.9e+04  4.2e+03   1.2e+10    8.2e+05           100.05
2009 09 02    7.1e+05  2.0e+04  4.3e+03   1.0e+10    7.7e+05           100.36
2009 09 03    1.2e+06  2.1e+04  4.4e+03   1.0e+10    1.2e+06           100.34
2009 09 04    4.7e+05  1.9e+04  4.2e+03   4.0e+09    1.9e+05            99.70
2009 09 05    6.6e+05  1.9e+04  4.2e+03   4.5e+09    2.7e+05            99.60
2009 09 06    8.2e+05  1.9e+04  4.4e+03   3.8e+09    3.4e+05           100.13
2009 09 07    8.0e+05  1.9e+04  4.2e+03   3.4e+09    3.6e+05           100.41
2009 09 08    9.7e+05  2.0e+04  4.6e+03   3.1e+09    4.3e+05           100.29
2009 09 09    8.9e+05  2.0e+04  4.5e+03   2.2e+09    2.7e+05           100.00
2009 09 10    7.9e+05  1.9e+04  4.4e+03   1.9e+09    2.3e+05            99.70
2009 09 11    6.5e+05  2.0e+04  4.3e+03   1.5e+09    1.3e+05            99.70
2009 09 12    6.4e+05  2.0e+04  4.4e+03   1.3e+09    1.5e+05            99.90
2009 09 13    9.9e+05  2.1e+04  4.7e+03   6.0e+08    9.1e+04           100.41
2009 09 14    5.4e+05  2.0e+04  4.1e+03   4.0e+08    5.1e+04            99.70
2009 09 15    5.9e+05  1.9e+04  4.0e+03   7.2e+08    6.0e+04            99.30
2009 09 16    8.3e+05  1.9e+04  3.8e+03   1.5e+09    8.1e+04            99.80
2009 09 17    4.8e+05  1.9e+04  4.1e+03   1.1e+09    6.1e+04           100.45
2009 09 18    4.1e+05  1.9e+04  4.2e+03   1.2e+09    6.8e+04           100.20
2009 09 19    5.1e+05  2.0e+04  4.3e+03   1.2e+09    8.1e+04           100.42
2009 09 20    9.8e+05  2.0e+04  4.3e+03   1.2e+09    1.0e+05           100.23
2009 09 21    4.5e+05  1.9e+04  4.1e+03   2.4e+08    4.7e+04            99.90
2009 09 22    3.9e+05  1.9e+04  4.1e+03   1.2e+09    4.1e+04           100.23
2009 09 23    4.3e+05  2.0e+04  4.3e+03   2.1e+09    4.8e+04           100.41
2009 09 24    6.8e+05  2.1e+04  4.4e+03   2.5e+09    5.1e+04           100.23
2009 09 25    7.0e+05  2.1e+04  4.9e+03   2.2e+09    4.5e+04           100.07
2009 09 26    1.1e+06  2.1e+04  4.7e+03   2.2e+09    5.2e+04            99.90
2009 09 27    1.1e+06  2.0e+04  4.4e+03   6.7e+08    3.6e+04            99.30
2009 09 28    6.9e+05  2.0e+04  4.5e+03   2.0e+09    5.2e+04            98.60
2009 09 29    4.9e+05  1.9e+04  4.5e+03   2.9e+09    7.5e+04            99.50
2009 09 30    6.3e+05  2.0e+04  4.4e+03   2.1e+09    7.3e+04            99.70
2009 10 01    3.6e+05  2.0e+04  4.5e+03   1.6e+09    3.9e+04            99.90
2009 10 02    4.2e+05  2.0e+04  4.5e+03   1.7e+09    4.8e+04           100.01
2009 10 03    6.2e+05  2.0e+04  4.7e+03   1.9e+09    5.4e+04           100.34
2009 10 04    5.7e+05  2.0e+04  4.5e+03   9.6e+08    5.2e+04           100.04
2009 10 05    3.7e+05  1.9e+04  4.0e+03   6.6e+08    4.3e+04            99.70
2009 10 06    3.4e+05  1.9e+04  4.2e+03   5.8e+08    5.7e+04           100.00
2009 10 07    4.6e+05  2.0e+04  4.5e+03   5.8e+08    4.2e+04            99.90
2009 10 08    4.8e+05  2.0e+04  4.8e+03   4.4e+08    3.9e+04           100.17
2009 10 09    3.5e+05  2.0e+04  4.6e+03   2.6e+08    3.7e+04            99.80
2009 10 10    3.8e+05  2.0e+04  4.7e+03   2.4e+08    4.6e+04           100.24
2009 10 11    5.5e+05  1.9e+04  4.3e+03   8.4e+07    5.1e+04           100.22
2009 10 12    3.6e+05  1.9e+04  4.4e+03   4.7e+07    4.2e+04            99.60
2009 10 13    3.6e+05  2.0e+04  4.2e+03   4.1e+07    4.0e+04           100.30
2009 10 14    3.8e+05  2.0e+04  4.4e+03   4.1e+07    3.8e+04           100.29
2009 10 15    6.5e+05  2.1e+04  4.5e+03   2.6e+07    4.3e+04           100.05
2009 10 16    4.6e+05  2.0e+04  4.3e+03   1.4e+07    4.4e+04           100.18
2009 10 17    5.2e+05  2.0e+04  4.6e+03   2.0e+07    3.2e+04           100.30
2009 10 18    5.0e+05  2.1e+04  4.6e+03   2.2e+07    4.7e+04           100.39
2009 10 19    5.4e+05  2.1e+04  4.7e+03   2.9e+07    4.7e+04           100.44
