:Product: Daily Particle Data        2007_DPD.txt
:Issued: 1800 UT 02 Jan 2008
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                       2007 Daily Particle Data
#
#              GOES-11 Proton Fluence     GOES-12 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2007 01 28    5.0e+06  1.9e+04  4.4e+03   1.2e+10    7.6e+07            99.90
2007 01 29    3.9e+06  1.8e+04  3.9e+03   1.2e+09    3.1e+06            99.50
2007 01 30    8.2e+06  1.6e+04  3.2e+03   3.7e+10    1.4e+08            98.70
2007 01 31    2.8e+06  1.5e+04  3.0e+03   5.5e+10    3.6e+08            99.10
2007 02 01    1.5e+06  1.5e+04  3.2e+03   6.8e+10    6.1e+08            99.80
2007 02 02    2.2e+06  1.6e+04  3.1e+03   5.9e+10    5.5e+08           100.23
2007 02 03    1.3e+06  1.6e+04  3.4e+03   6.3e+10    6.4e+08           100.52
2007 02 04    2.0e+06  1.6e+04  3.7e+03   5.7e+10    5.6e+08           100.46
2007 02 05    1.8e+06  1.6e+04  3.6e+03   3.3e+10    2.4e+08           100.08
2007 02 06    1.2e+06  1.6e+04  3.6e+03   5.6e+09    1.6e+07            99.50
2007 02 07    1.7e+06  1.6e+04  3.4e+03   1.0e+10    2.1e+07            99.90
2007 02 08    1.1e+06  1.7e+04  4.0e+03   3.4e+10    8.3e+07           100.10
2007 02 09    8.5e+05  1.8e+04  4.0e+03   4.3e+10    1.2e+08           100.01
2007 02 10    5.1e+05  1.7e+04  4.3e+03   4.5e+10    1.3e+08           100.19
2007 02 11    5.1e+05  1.8e+04  4.2e+03   3.6e+10    1.0e+08           100.33
2007 02 12    1.5e+06  1.9e+04  4.2e+03   2.1e+10    7.6e+07           100.08
2007 02 13    1.4e+06  1.7e+04  3.8e+03   9.4e+08    1.4e+06            99.70
2007 02 14    1.9e+06  1.7e+04  3.6e+03   1.6e+10    1.6e+07           100.00
2007 02 15    5.6e+06  1.7e+04  3.9e+03   4.4e+10    1.1e+08           100.11
2007 02 16    3.5e+06  1.6e+04  3.8e+03   6.7e+10    2.9e+08           100.02
2007 02 17    2.7e+06  1.7e+04  4.1e+03   5.8e+10    3.6e+08           100.05
2007 02 18    2.2e+06  1.7e+04  3.7e+03   4.6e+10    3.0e+08            99.90
2007 02 19    2.6e+06  1.7e+04  3.7e+03   4.1e+10    3.0e+08           100.15
2007 02 20    2.5e+06  1.7e+04  3.9e+03   2.9e+10    1.8e+08           100.02
2007 02 21    2.5e+06  1.7e+04  3.9e+03   2.3e+10    1.3e+08           100.06
2007 02 22    2.5e+06  1.7e+04  3.9e+03   2.2e+10    1.2e+08            99.80
2007 02 23    2.4e+06  1.7e+04  4.1e+03   1.4e+10    4.4e+07           100.09
2007 02 24    2.4e+06  1.8e+04  4.1e+03   1.0e+10    2.5e+07           100.17
2007 02 25    2.8e+06  1.8e+04  4.0e+03   7.8e+09    2.2e+07            99.90
2007 02 26    1.8e+06  1.7e+04  3.7e+03   2.0e+09    2.3e+06            99.50
2007 02 27    2.0e+06  1.6e+04  3.8e+03   1.7e+09    2.9e+06            99.90
2007 02 28    3.0e+06  1.7e+04  3.6e+03   9.6e+09    7.9e+06           100.00
2007 03 01    3.5e+06  1.6e+04  3.6e+03   4.2e+10    2.0e+08           100.08
2007 03 02    1.1e+06  1.6e+04  3.7e+03   4.3e+10    2.5e+08           100.23
2007 03 03    1.3e+06  1.7e+04  3.9e+03   4.4e+10    2.9e+08           100.53
2007 03 04    1.7e+06  1.7e+04  3.9e+03   3.4e+10    1.9e+08           100.34
2007 03 05    1.6e+06  1.7e+04  3.8e+03   1.3e+10    2.5e+07            99.90
2007 03 06    1.1e+06  1.7e+04  3.9e+03   8.3e+09    1.1e+07            99.80
2007 03 07    3.0e+06  1.6e+04  3.7e+03   3.9e+10    1.4e+08            99.80
2007 03 08    1.2e+06  1.7e+04  3.8e+03   9.0e+10    9.6e+08           100.00
2007 03 09    1.0e+06  1.7e+04  3.7e+03   8.0e+10    8.4e+08           100.01
2007 03 10    8.7e+05  1.7e+04  3.6e+03   3.8e+10    2.5e+08           100.00
2007 03 11    1.0e+06  1.7e+04  3.7e+03   1.8e+10    8.0e+07           100.11
2007 03 12    9.7e+05  1.7e+04  3.6e+03   1.7e+09    4.5e+06            99.90
2007 03 13    4.1e+06  1.7e+04  3.5e+03   1.5e+10    2.2e+07           100.04
2007 03 14    2.7e+06  1.6e+04  3.5e+03   2.4e+10    6.8e+07           100.04
2007 03 15    2.6e+06  1.6e+04  3.7e+03   3.0e+10    1.0e+08           100.12
2007 03 16    1.4e+06  1.7e+04  3.6e+03   3.1e+10    1.0e+08           100.07
2007 03 17    2.7e+06  1.7e+04  3.6e+03   4.3e+10    1.8e+08           100.23
2007 03 18    2.2e+06  1.7e+04  3.8e+03   4.5e+10    2.0e+08           100.16
2007 03 19    2.2e+06  1.7e+04  3.9e+03   4.1e+10    2.1e+08           100.36
2007 03 20    2.2e+06  1.8e+04  4.1e+03   3.8e+10    2.1e+08           100.37
2007 03 21    2.9e+06  1.8e+04  4.1e+03   3.1e+10    2.0e+08           100.17
2007 03 22    2.2e+06  1.7e+04  4.2e+03   2.1e+10    1.0e+08           100.04
2007 03 23    1.7e+06  1.8e+04  4.1e+03   6.2e+09    1.6e+07            99.80
2007 03 24    1.1e+06  1.8e+04  3.8e+03   2.1e+09    1.9e+06            99.40
2007 03 25    1.1e+06  1.7e+04  3.7e+03   4.0e+09    4.0e+06            99.30
2007 03 26    2.3e+06  1.7e+04  3.7e+03   4.3e+09    5.4e+06            99.70
2007 03 27    7.5e+05  1.7e+04  3.6e+03   5.7e+09    7.6e+06           100.04
2007 03 28    7.8e+05  1.7e+04  3.9e+03   1.2e+10    9.9e+06           100.06
2007 03 29    1.9e+06  1.7e+04  4.1e+03   1.9e+10    1.6e+07           100.35
2007 03 30    1.4e+06  1.7e+04  3.9e+03   7.8e+09    6.3e+06           100.14
2007 03 31    1.6e+06  1.7e+04  3.7e+03   3.7e+09    4.8e+06            99.90
2007 04 01    1.3e+06  1.6e+04  3.7e+03   3.6e+10    2.0e+08            99.90
2007 04 02    4.1e+06  1.6e+04  3.4e+03   3.6e+10    2.0e+08            99.80
2007 04 03    1.9e+06  1.5e+04  3.6e+03   6.6e+10    6.6e+08           100.00
2007 04 04    1.1e+06  1.6e+04  3.8e+03   6.0e+10    6.2e+08           100.17
2007 04 05    1.4e+06  1.6e+04  3.9e+03   8.0e+10    9.6e+08           100.06
2007 04 06    1.3e+06  1.6e+04  3.8e+03   8.0e+10    1.2e+09           100.16
2007 04 07    1.3e+06  1.7e+04  4.2e+03   7.2e+10    1.2e+09           100.22
2007 04 08    3.0e+06  1.7e+04  4.0e+03   6.8e+10    1.2e+09           100.22
2007 04 09    1.5e+06  1.7e+04  3.9e+03   1.5e+10    6.7e+07            99.40
2007 04 10    1.8e+06  1.7e+04  3.8e+03   1.1e+10    6.2e+07           100.37
2007 04 11    8.7e+05  1.8e+04  3.7e+03   2.5e+09    1.2e+07           100.06
2007 04 12    3.5e+06  1.7e+04  3.6e+03   7.5e+09    2.2e+07            99.90
2007 04 13    1.8e+06  1.8e+04  3.9e+03   1.2e+10    1.4e+07           100.30
2007 04 14    2.2e+06  1.7e+04  4.0e+03   1.2e+10    1.7e+07            99.80
2007 04 15    1.1e+06  1.8e+04  4.2e+03   4.9e+09    7.7e+06            99.80
2007 04 16    1.2e+06  1.7e+04  4.2e+03   5.0e+09    8.2e+06           100.32
2007 04 17    8.5e+05  1.8e+04  4.0e+03   1.3e+09    2.4e+06           100.05
2007 04 18    5.3e+05  1.8e+04  4.2e+03   8.9e+09    2.8e+06           100.19
2007 04 19    6.2e+05  1.7e+04  4.0e+03   1.2e+10    7.3e+06           100.21
2007 04 20    6.4e+05  1.7e+04  4.1e+03   1.2e+10    1.0e+07           100.00
2007 04 21    5.5e+05  1.9e+04  4.0e+03   9.8e+09    8.5e+06           100.11
2007 04 22    6.2e+05  1.8e+04  4.1e+03   2.7e+09    1.5e+06           100.00
2007 04 23    5.3e+05  1.7e+04  3.7e+03   1.2e+09    9.9e+05            99.80
2007 04 24    1.0e+06  1.6e+04  3.5e+03   1.5e+09    1.3e+06            99.70
2007 04 25    6.4e+05  1.6e+04  3.6e+03   9.7e+08    1.0e+06           100.17
2007 04 26    8.2e+05  1.7e+04  3.6e+03   1.2e+09    1.1e+06           100.40
2007 04 27    1.0e+06  1.7e+04  3.8e+03   3.0e+09    1.3e+06           100.11
2007 04 28    5.6e+06  1.7e+04  3.7e+03   2.3e+10    7.0e+07            99.90
2007 04 29    4.0e+06  1.7e+04  3.9e+03   5.4e+10    5.0e+08            99.90
2007 04 30    1.3e+06  1.7e+04  3.7e+03   2.8e+10    1.7e+08           100.03
2007 05 01    1.1e+06  1.6e+04  3.8e+03   5.1e+10    4.0e+08           100.02
2007 05 02    9.6e+05  1.6e+04  4.1e+03   5.8e+10    4.9e+08           100.19
2007 05 03    1.1e+06  1.7e+04  4.3e+03   5.3e+10    5.4e+08           100.40
2007 05 04    1.2e+06  1.7e+04  4.1e+03   4.6e+10    4.6e+08           100.23
2007 05 05    1.1e+06  1.8e+04  4.3e+03   3.7e+10    2.9e+08           100.21
2007 05 06    2.0e+06  1.8e+04  4.5e+03   2.9e+10    2.2e+08           100.19
2007 05 07    1.6e+06  1.7e+04  4.1e+03   2.2e+10    2.4e+07            99.90
2007 05 08    9.9e+05  1.8e+04  4.1e+03   2.2e+10    2.4e+07            99.70
2007 05 09    7.1e+05  1.8e+04  3.8e+03   2.2e+10    2.4e+07            99.90
2007 05 10    6.5e+05  1.7e+04  4.0e+03   2.2e+10    2.4e+07           100.14
2007 05 11    5.1e+05  1.8e+04  4.2e+03   2.2e+10    2.4e+07           100.03
2007 05 12    5.3e+05  1.8e+04  4.2e+03   2.2e+10    2.4e+07           100.15
2007 05 13    4.8e+05  1.8e+04  4.3e+03   2.2e+10    2.4e+07           100.00
2007 05 14    6.8e+05  1.9e+04  4.3e+03   2.2e+10    2.4e+07           100.17
2007 05 15    5.0e+05  1.8e+04  4.4e+03   2.2e+10    2.4e+07           100.36
2007 05 16    5.4e+05  1.8e+04  4.4e+03   2.2e+10    2.4e+07           100.16
2007 05 17    5.1e+05  1.8e+04  4.4e+03   2.2e+10    2.4e+07           100.13
2007 05 18    5.4e+05  1.8e+04  4.4e+03   2.2e+10    2.4e+07            99.70
2007 05 19    8.8e+05  1.7e+04  3.7e+03   2.2e+10    2.4e+07            99.20
2007 05 20    1.1e+06  1.7e+04  3.5e+03   2.2e+10    2.4e+07            99.80
2007 05 21    1.4e+06  1.6e+04  3.8e+03   2.2e+10    2.4e+07           100.02
2007 05 22    1.6e+06  1.5e+04  3.3e+03   1.6e+10    1.5e+07            99.10
2007 05 23    7.8e+06  1.6e+04  3.1e+03   3.8e+09    3.8e+06            99.90
2007 05 24    4.8e+06  1.6e+04  3.4e+03   2.2e+10    1.0e+08           100.30
2007 05 25    5.1e+06  1.5e+04  3.3e+03   5.1e+10    4.9e+08           100.07
2007 05 26    6.5e+06  1.6e+04  3.5e+03   4.6e+10    5.8e+08           100.00
2007 05 27    4.8e+06  1.6e+04  3.6e+03   6.5e+10    8.6e+08           100.07
2007 05 28    3.5e+06  1.6e+04  3.6e+03   7.6e+10    9.9e+08           100.12
2007 05 29    4.0e+06  1.8e+04  4.4e+03   7.6e+10    1.2e+09           100.20
2007 05 30    4.3e+06  1.7e+04  4.0e+03   7.5e+10    1.4e+09           100.34
2007 05 31    6.5e+06  1.8e+04  4.3e+03   6.8e+10    1.3e+09           100.00
2007 06 01    5.7e+06  1.8e+04  4.2e+03   2.3e+10    2.4e+08            99.90
2007 06 02    4.0e+06  1.8e+04  4.0e+03   1.4e+10    6.7e+07            99.60
2007 06 03    3.4e+06  1.7e+04  4.0e+03   1.4e+10    1.0e+08            99.80
2007 06 04    2.0e+06  1.8e+04  4.0e+03   8.5e+09    5.1e+07           100.24
2007 06 05    1.8e+06  1.9e+04  4.2e+03   1.1e+10    7.7e+07           100.25
2007 06 06    2.0e+06  1.8e+04  4.3e+03   1.1e+10    9.0e+07           100.15
2007 06 07    2.7e+06  1.9e+04  4.6e+03   1.1e+10    1.1e+08           100.16
2007 06 08    3.0e+06  1.8e+04  3.9e+03   5.0e+09    3.1e+07            99.70
2007 06 09    1.1e+06  1.8e+04  3.9e+03   1.2e+09    4.2e+06            99.90
2007 06 10    1.1e+06  1.8e+04  3.9e+03   7.2e+09    9.4e+06           100.00
2007 06 11    8.9e+05  1.7e+04  4.3e+03   7.2e+09    1.1e+07            99.90
2007 06 12    1.0e+06  1.9e+04  4.1e+03   7.4e+09    1.4e+07           100.23
2007 06 13    1.3e+06  1.8e+04  4.0e+03   6.9e+09    1.9e+07           100.38
2007 06 14    1.3e+06  1.9e+04  4.2e+03   3.3e+09    3.6e+06            99.80
2007 06 15    8.8e+05  1.7e+04  3.7e+03   1.4e+10    8.6e+06            99.90
2007 06 16    6.0e+05  1.7e+04  3.9e+03   2.0e+10    1.6e+07           100.06
2007 06 17    6.2e+05  1.7e+04  4.2e+03   2.1e+10    2.4e+07           100.08
2007 06 18    6.9e+05  1.7e+04  3.8e+03   2.4e+10    3.5e+07           100.16
2007 06 19    6.2e+05  1.7e+04  4.0e+03   2.5e+10    5.0e+07           100.06
2007 06 20    7.3e+05  1.7e+04  3.8e+03   2.5e+10    5.7e+07           100.28
2007 06 21    1.5e+06  1.8e+04  3.7e+03   1.2e+10    2.1e+07           100.22
2007 06 22    2.5e+06  1.7e+04  3.7e+03   1.2e+10    1.4e+07           100.07
2007 06 23    7.1e+05  1.7e+04  3.6e+03   1.3e+10    1.6e+07            99.80
2007 06 24    5.7e+05  1.7e+04  3.7e+03   1.9e+10    3.3e+07            99.80
2007 06 25    6.6e+05  1.7e+04  3.9e+03   2.4e+10    4.6e+07           100.00
2007 06 26    7.5e+05  1.7e+04  4.0e+03   2.1e+10    5.0e+07           100.00
2007 06 27    6.0e+05  1.8e+04  3.9e+03   1.3e+10    2.1e+07            99.90
2007 06 28    1.1e+06  1.7e+04  3.9e+03   8.5e+09    1.5e+07           100.10
2007 06 29    1.3e+06  1.8e+04  3.9e+03   3.5e+09    5.4e+06            99.90
2007 06 30    5.6e+05  1.7e+04  3.8e+03   9.3e+08    1.3e+06            99.90
2007 07 01    4.7e+05  1.7e+04  3.8e+03   1.3e+09    2.1e+06           100.15
2007 07 02    4.5e+05  1.7e+04  4.1e+03   1.9e+09    3.4e+06           100.07
2007 07 03    8.1e+05  1.8e+04  4.0e+03   1.8e+09    3.9e+06           100.13
2007 07 04    8.0e+06  1.7e+04  3.8e+03   1.9e+10    1.3e+07            99.00
2007 07 05    2.9e+06  1.6e+04  3.8e+03   2.8e+10    3.1e+07            98.80
2007 07 06    2.3e+06  1.7e+04  4.0e+03   2.9e+10    3.3e+07           100.00
2007 07 07    1.9e+06  1.7e+04  4.2e+03   2.2e+10    3.6e+07            98.40
2007 07 08    1.5e+06  1.7e+04  4.0e+03   1.9e+10    3.2e+07           100.16
2007 07 09    1.5e+06  1.7e+04  4.0e+03   1.8e+10    3.8e+07            99.60
2007 07 10    2.2e+06  1.8e+04  4.3e+03   1.5e+10    3.7e+07            99.10
2007 07 11    1.9e+06  1.7e+04  3.7e+03   3.2e+09    1.1e+06            98.30
2007 07 12    7.9e+05  1.7e+04  3.8e+03   1.3e+10    3.0e+06            99.90
2007 07 13    1.4e+06  1.7e+04  3.9e+03   2.3e+10    9.6e+06           100.38
2007 07 14    2.3e+06  1.7e+04  3.7e+03   9.5e+09    4.0e+06            99.70
2007 07 15    7.7e+05  1.7e+04  3.7e+03   1.6e+10    1.9e+07            99.80
2007 07 16    8.1e+05  1.6e+04  3.6e+03   3.9e+10    8.1e+07           100.13
2007 07 17    7.9e+05  1.7e+04  4.0e+03   4.6e+10    1.2e+08           100.41
2007 07 18    1.1e+06  1.6e+04  4.0e+03   4.5e+10    1.6e+08           100.31
2007 07 19    1.4e+06  1.8e+04  4.2e+03   4.3e+10    1.6e+08            98.70
2007 07 20    6.2e+05  1.7e+04  3.9e+03   9.0e+09    2.3e+07           100.00
2007 07 21    3.5e+05  1.7e+04  3.7e+03   5.4e+09    2.2e+06            99.80
2007 07 22    4.3e+05  1.7e+04  3.8e+03   1.5e+10    7.0e+06            99.60
2007 07 23    4.7e+05  1.7e+04  3.8e+03   1.9e+10    1.1e+07            99.80
2007 07 24    6.4e+05  1.7e+04  3.8e+03   1.8e+10    1.5e+07           100.03
2007 07 25    7.6e+05  1.7e+04  4.1e+03   1.7e+10    1.4e+07           100.11
2007 07 26    1.6e+06  1.8e+04  4.0e+03   1.1e+10    6.3e+06           100.12
2007 07 27    4.3e+05  1.7e+04  3.9e+03   5.3e+09    2.3e+06            99.90
2007 07 28    5.6e+05  1.8e+04  3.9e+03   8.3e+09    4.0e+06           100.16
2007 07 29    7.1e+05  1.7e+04  3.8e+03   1.9e+09    1.2e+06            99.90
2007 07 30    8.7e+05  1.6e+04  3.6e+03   1.6e+10    1.6e+07            99.60
2007 07 31    9.0e+05  1.6e+04  3.4e+03   2.7e+10    3.5e+07            99.90
2007 08 01    1.6e+06  1.7e+04  3.6e+03   2.4e+10    4.3e+07           100.01
2007 08 02    1.3e+06  1.6e+04  3.5e+03   4.3e+10    1.3e+08           100.03
2007 08 03    8.9e+05  1.6e+04  3.7e+03   3.9e+10    1.3e+08            99.80
2007 08 04    1.1e+06  1.7e+04  3.6e+03   3.9e+10    1.4e+08           100.06
2007 08 05    1.8e+06  1.8e+04  3.9e+03   3.9e+10    1.8e+08           100.18
2007 08 06    1.7e+06  1.8e+04  3.9e+03   1.7e+10    4.3e+07           100.19
2007 08 07    1.5e+06  1.7e+04  3.9e+03   1.8e+10    3.1e+07            99.70
2007 08 08    8.3e+05  1.7e+04  3.8e+03   5.5e+10    2.9e+08           100.07
2007 08 09    1.2e+06  1.7e+04  3.8e+03   6.2e+10    4.1e+08           100.08
2007 08 10    8.9e+05  1.8e+04  4.0e+03   1.9e+10    6.6e+07           100.00
2007 08 11    8.5e+05  1.8e+04  3.9e+03   1.8e+10    2.6e+07            99.80
2007 08 12    1.9e+06  1.7e+04  3.9e+03   2.5e+10    7.5e+07           100.08
2007 08 13    3.1e+06  1.7e+04  4.0e+03   3.0e+10    1.0e+08           100.17
2007 08 14    4.5e+06  1.8e+04  4.0e+03   2.8e+10    1.1e+08           100.22
2007 08 15    2.0e+06  1.8e+04  4.1e+03   1.5e+10    2.8e+07           100.15
2007 08 16    8.6e+05  1.8e+04  3.9e+03   8.5e+09    1.9e+07           100.00
2007 08 17    7.9e+05  1.8e+04  4.2e+03   7.8e+09    1.7e+07            99.90
2007 08 18    7.6e+05  1.8e+04  4.2e+03   7.9e+09    2.2e+07           100.05
2007 08 19    7.4e+05  1.8e+04  4.2e+03   8.7e+09    2.6e+07            99.70
2007 08 20    8.9e+05  1.8e+04  4.0e+03   8.1e+09    2.3e+07            99.80
2007 08 21    8.1e+05  1.8e+04  4.0e+03   4.4e+09    7.7e+06           100.18
2007 08 22    7.3e+05  1.8e+04  4.1e+03   3.1e+09    6.2e+06           100.21
2007 08 23    8.3e+05  1.8e+04  4.3e+03   2.1e+09    4.8e+06           100.12
2007 08 24    1.1e+06  1.8e+04  4.2e+03   2.2e+09    6.5e+06           100.13
2007 08 25    8.1e+05  1.9e+04  4.2e+03   7.5e+08    2.5e+06           100.25
2007 08 26    7.3e+05  1.7e+04  4.1e+03   4.8e+08    1.1e+06            99.70
2007 08 27    1.6e+06  1.6e+04  3.5e+03   5.2e+09    1.5e+06            99.10
2007 08 28    4.4e+06  1.6e+04  3.5e+03   3.1e+10    7.9e+07            99.60
2007 08 29    1.6e+06  1.6e+04  3.5e+03   4.2e+10    1.1e+08            99.90
2007 08 30    1.4e+06  1.6e+04  3.5e+03   3.6e+10    1.0e+08           100.01
2007 08 31    1.9e+06  1.6e+04  3.8e+03   3.2e+10    1.2e+08           100.10
2007 09 01    1.3e+06  1.7e+04  3.7e+03   6.2e+09    6.8e+06           100.11
2007 09 02    3.0e+06  1.7e+04  3.5e+03   2.1e+10    6.3e+07            99.90
2007 09 03    1.4e+06  1.6e+04  3.6e+03   7.6e+10    7.5e+08           100.14
2007 09 04    1.1e+06  1.6e+04  3.7e+03   8.3e+10    9.6e+08           100.54
2007 09 05    1.7e+06  1.6e+04  3.7e+03   5.2e+10    5.3e+08            99.80
2007 09 06    1.3e+06  1.8e+04  3.8e+03   4.6e+10    4.9e+08            99.80
2007 09 07    1.1e+06  1.8e+04  3.9e+03   1.7e+10    2.7e+07           100.00
2007 09 08    9.3e+05  1.7e+04  3.9e+03   4.2e+10    9.6e+07           100.15
2007 09 09    1.0e+06  1.9e+04  4.1e+03   4.8e+10    1.5e+08           100.32
2007 09 10    8.4e+05  1.8e+04  4.1e+03   3.8e+10    1.0e+08           100.25
2007 09 11    8.3e+05  1.8e+04  4.1e+03   3.2e+10    8.2e+07           100.06
2007 09 12    9.0e+05  1.9e+04  4.4e+03   1.9e+10    3.9e+07           100.17
2007 09 13    1.5e+06  1.9e+04  4.4e+03   1.9e+10    5.6e+07           100.17
2007 09 14    2.0e+06  1.8e+04  4.2e+03   1.4e+10    2.1e+07           100.19
2007 09 15    7.7e+05  1.9e+04  4.0e+03   2.2e+09    3.0e+06            99.50
2007 09 16    6.9e+05  1.7e+04  3.9e+03   2.3e+09    3.8e+06            99.60
2007 09 17    8.5e+05  1.7e+04  4.0e+03   2.8e+09    7.2e+06           100.10
2007 09 18    6.5e+05  1.8e+04  4.0e+03   2.7e+09    8.8e+06           100.18
2007 09 19    6.9e+05  1.8e+04  4.0e+03   2.2e+09    9.3e+06           100.06
2007 09 20    1.5e+06  1.8e+04  3.9e+03   1.7e+09    8.8e+06            99.90
2007 09 21    7.0e+05  1.8e+04  4.0e+03   1.2e+09    9.8e+05            99.90
2007 09 22    1.4e+06  1.7e+04  3.8e+03   3.7e+09    1.3e+06            99.60
2007 09 23    1.6e+06  1.7e+04  3.7e+03   2.1e+10    2.2e+07            99.70
2007 09 24    4.0e+06  1.6e+04  3.7e+03   4.7e+10    1.6e+08            99.80
2007 09 25    2.7e+06  1.6e+04  3.7e+03   5.0e+10    2.0e+08           100.00
2007 09 26    2.3e+06  1.7e+04  4.0e+03   4.5e+10    1.9e+08           100.12
2007 09 27    2.3e+06  1.7e+04  4.0e+03   3.2e+10    1.8e+08           100.15
2007 09 28    1.9e+06  1.7e+04  3.6e+03   7.2e+09    7.5e+06            99.90
2007 09 29    4.3e+06  1.7e+04  3.7e+03   2.2e+10    7.1e+07            99.80
2007 09 30    2.5e+06  1.6e+04  3.6e+03   6.5e+10    6.1e+08            99.90
2007 10 01    2.7e+06  1.7e+04  3.5e+03   9.8e+10    1.5e+09           100.34
2007 10 02    1.7e+06  1.7e+04  4.0e+03   9.9e+10    1.7e+09           100.42
2007 10 03    4.3e+06  1.7e+04  3.9e+03   2.8e+10    2.2e+08            99.80
2007 10 04    1.8e+06  1.8e+04  3.9e+03   3.6e+10    2.5e+08           100.00
2007 10 05    9.1e+05  1.7e+04  3.9e+03   4.0e+10    2.9e+08          -999.99
2007 10 06    6.9e+05  1.7e+04  4.1e+03   3.8e+10    3.2e+08          -999.99
2007 10 07    6.8e+05  1.8e+04  4.1e+03   3.7e+10    3.5e+08          -999.99
2007 10 08    7.8e+05  1.9e+04  4.4e+03   3.6e+10    3.9e+08          -999.99
2007 10 09    8.1e+05  1.9e+04  4.4e+03   2.7e+10    2.3e+08           100.30
2007 10 10    7.2e+05  1.9e+04  4.4e+03   2.2e+10    1.7e+08           100.09
2007 10 11    1.1e+06  1.9e+04  4.6e+03   1.9e+10    1.6e+08           100.11
2007 10 12    1.1e+06  1.8e+04  4.4e+03   7.0e+09    3.1e+07           100.00
2007 10 13    1.2e+06  1.8e+04  4.3e+03   2.2e+09    5.0e+06            99.70
2007 10 14    9.7e+05  1.9e+04  4.5e+03   9.0e+08    2.1e+06           100.34
2007 10 15    5.7e+05  1.9e+04  4.2e+03   3.9e+08    2.2e+06            99.90
2007 10 16    5.4e+05  1.8e+04  3.9e+03   7.5e+08    3.9e+06            99.90
2007 10 17    7.0e+05  1.8e+04  3.9e+03   6.5e+08    3.3e+06            99.90
2007 10 18    1.4e+06  1.8e+04  3.9e+03   7.5e+08    4.1e+06           100.02
2007 10 19    9.8e+05  1.7e+04  3.4e+03   3.6e+09    3.5e+06            99.20
