:Product: Daily Particle Data        2014_DPD.txt
:Issued: 1500 UT 30 Jan 2015
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#
#                         2014 Daily Particle Data
#
#              GOES-13 Proton Fluence     GOES-13 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.8 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2014 04 02    1.1e+05  1.0e+04  2.5e+03   1.4e+08    1.8e+05          -999.99
2014 04 03    1.4e+05  1.2e+04  2.5e+03   1.6e+08    2.9e+05          -999.99
2014 04 04    5.6e+05  1.7e+04  2.5e+03   1.5e+08    3.5e+05          -999.99
2014 04 05    4.2e+06  3.3e+04  2.4e+03   1.2e+08    2.6e+05          -999.99
2014 04 06    3.0e+06  5.6e+04  2.2e+03   2.7e+07    1.2e+05          -999.99
2014 04 07    3.7e+06  3.8e+04  2.4e+03   4.2e+07    9.9e+04          -999.99
2014 04 08    2.1e+06  2.7e+04  2.4e+03   1.3e+08    7.9e+04          -999.99
2014 04 09    6.6e+05  1.5e+04  2.3e+03   3.1e+08    9.2e+04          -999.99
2014 04 10    2.5e+05  1.2e+04  2.3e+03   7.3e+08    4.5e+05          -999.99
2014 04 11    3.3e+05  1.1e+04  2.5e+03   4.1e+08    3.4e+05          -999.99
2014 04 12    2.6e+05  1.0e+04  2.5e+03   3.1e+07    3.0e+04          -999.99
2014 04 13    1.6e+05  1.0e+04  2.6e+03   3.3e+08    4.6e+05          -999.99
2014 04 14    1.5e+05  1.1e+04  2.7e+03   9.0e+08    2.8e+06          -999.99
2014 04 15    7.0e+04  1.0e+04  2.5e+03   1.5e+09    1.0e+07          -999.99
2014 04 16    9.9e+04  1.1e+04  2.6e+03   1.7e+09    1.9e+07          -999.99
2014 04 17    4.9e+04  9.9e+03  2.4e+03   2.5e+08    1.4e+06          -999.99
2014 04 18    2.5e+06  8.1e+05  1.3e+04   1.3e+08    1.5e+06          -999.99
2014 04 19    7.3e+07  3.3e+06  5.1e+03   2.1e+08    1.0e+07          -999.99
2014 04 20    1.8e+08  1.2e+06  2.5e+03   1.4e+08    5.7e+06          -999.99
2014 04 21    5.5e+06  3.6e+04  2.1e+03   3.1e+08    7.4e+05          -999.99
2014 04 22    6.9e+05  1.3e+04  2.5e+03   4.1e+08    1.0e+06          -999.99
2014 04 23    3.4e+05  1.1e+04  2.4e+03   5.8e+08    2.3e+06          -999.99
2014 04 24    3.9e+05  1.0e+04  2.4e+03   1.0e+09    5.1e+06          -999.99
2014 04 25    2.8e+05  1.2e+04  2.6e+03   2.8e+09    4.0e+07          -999.99
2014 04 26    1.9e+05  1.1e+04  2.3e+03   4.1e+09    9.5e+07          -999.99
2014 04 27    1.4e+05  1.0e+04  2.5e+03   3.5e+09    1.1e+08          -999.99
2014 04 28    1.4e+05  1.1e+04  2.6e+03   1.7e+09    3.2e+07          -999.99
2014 04 29    2.1e+05  1.0e+04  2.8e+03   9.7e+08    2.2e+07          -999.99
2014 04 30    6.8e+04  1.1e+04  2.6e+03   7.1e+07    4.8e+04          -999.99
2014 05 01    7.2e+04  1.1e+04  2.8e+03   4.9e+08    5.0e+05          -999.99
2014 05 02    8.3e+04  1.0e+04  2.5e+03   8.0e+08    2.2e+06          -999.99
2014 05 03    1.6e+05  1.0e+04  2.6e+03   8.1e+08    3.6e+06          -999.99
2014 05 04    4.4e+04  1.0e+04  2.3e+03   3.0e+07    3.0e+04          -999.99
2014 05 05    4.7e+04  1.0e+04  2.4e+03   1.5e+08    5.8e+04          -999.99
2014 05 06    7.0e+04  1.0e+04  2.5e+03   4.1e+08    3.3e+05          -999.99
2014 05 07    6.9e+04  1.3e+04  2.5e+03   4.0e+08    4.5e+05          -999.99
2014 05 08    5.4e+05  2.5e+04  2.5e+03   1.2e+08    7.5e+04          -999.99
2014 05 09    3.4e+05  2.0e+04  2.9e+03   8.5e+07    1.0e+05          -999.99
2014 05 10    3.7e+05  1.6e+04  2.7e+03   3.4e+08    3.8e+05          -999.99
2014 05 11    1.7e+05  1.1e+04  2.5e+03   3.6e+08    9.7e+05          -999.99
2014 05 12    8.1e+04  1.1e+04  2.6e+03   9.1e+08    5.2e+06          -999.99
2014 05 13    1.4e+05  1.0e+04  2.8e+03   1.1e+09    1.2e+07          -999.99
2014 05 14    1.2e+05  1.1e+04  2.6e+03   1.0e+09    1.3e+07          -999.99
2014 05 15    1.3e+05  1.1e+04  2.7e+03   8.7e+08    9.5e+06          -999.99
2014 05 16    1.1e+05  1.1e+04  2.4e+03   5.4e+08    3.1e+06          -999.99
2014 05 17    5.4e+04  1.0e+04  2.4e+03   3.8e+08    1.5e+06          -999.99
2014 05 18    9.1e+04  1.0e+04  2.5e+03   3.2e+08    1.7e+06          -999.99
2014 05 19    6.4e+04  1.0e+04  2.6e+03   2.6e+08    1.3e+06          -999.99
2014 05 20    6.1e+04  1.0e+04  2.5e+03   2.0e+08    1.0e+06          -999.99
2014 05 21    8.9e+04  1.0e+04  2.5e+03   1.7e+08    1.2e+06          -999.99
2014 05 22    2.6e+05  1.0e+04  2.4e+03   1.1e+08    8.5e+05          -999.99
2014 05 23    1.9e+05  9.4e+03  2.2e+03   6.5e+07    2.1e+05          -999.99
2014 05 24    2.3e+05  1.0e+04  2.3e+03   1.2e+09    2.1e+06          -999.99
2014 05 25    2.6e+05  1.1e+04  2.4e+03   2.4e+09    8.9e+06          -999.99
2014 05 26    1.8e+05  1.1e+04  2.7e+03   2.0e+09    7.7e+06          -999.99
2014 05 27    6.5e+05  1.0e+04  2.5e+03   2.2e+09    1.4e+07          -999.99
2014 05 28    5.0e+05  1.0e+04  2.3e+03   9.4e+08    2.3e+06          -999.99
2014 05 29    1.0e+05  1.0e+04  2.4e+03   3.3e+08    6.1e+05          -999.99
2014 05 30    1.5e+05  1.0e+04  2.5e+03   6.2e+07    1.2e+05          -999.99
2014 05 31    2.6e+05  1.0e+04  2.4e+03   1.2e+08    2.1e+05          -999.99
2014 06 01    2.6e+05  1.0e+04  2.5e+03   1.0e+08    1.8e+05          -999.99
2014 06 02    2.9e+05  1.0e+04  2.7e+03   1.0e+08    2.1e+05          -999.99
2014 06 03    8.8e+04  1.0e+04  2.7e+03   1.8e+07    4.8e+04          -999.99
2014 06 04    8.9e+04  1.1e+04  2.8e+03   2.5e+07    3.0e+04          -999.99
2014 06 05    8.8e+04  1.0e+04  2.5e+03   3.5e+07    3.4e+04          -999.99
2014 06 06    8.4e+05  1.2e+04  2.6e+03   2.3e+07    3.3e+04          -999.99
2014 06 07    3.6e+06  1.2e+04  2.5e+03   4.7e+07    4.2e+04          -999.99
2014 06 08    1.2e+06  9.7e+03  2.3e+03   2.1e+07    2.6e+04          -999.99
2014 06 09    1.2e+05  1.0e+04  2.6e+03   3.5e+08    4.6e+04          -999.99
2014 06 10    1.4e+05  1.0e+04  2.7e+03   1.5e+09    1.7e+06          -999.99
2014 06 11    3.6e+05  1.1e+04  2.6e+03   1.2e+09    2.3e+06          -999.99
2014 06 12    3.2e+05  1.0e+04  2.5e+03   1.6e+09    6.4e+06          -999.99
2014 06 13    1.5e+06  1.9e+04  2.7e+03   1.5e+09    9.5e+06          -999.99
2014 06 14    5.4e+05  1.2e+04  2.5e+03   4.7e+08    7.5e+05          -999.99
2014 06 15    2.3e+05  1.1e+04  2.5e+03   2.6e+08    4.2e+05          -999.99
2014 06 16    2.1e+05  1.0e+04  2.3e+03   2.1e+08    3.6e+05          -999.99
2014 06 17    2.4e+05  1.0e+04  2.2e+03   8.1e+07    1.7e+05          -999.99
2014 06 18    4.0e+05  1.0e+04  2.2e+03   2.2e+08    1.5e+05          -999.99
2014 06 19    1.2e+05  9.4e+03  2.2e+03   7.6e+08    7.0e+05          -999.99
2014 06 20    2.7e+05  9.8e+03  2.3e+03   1.7e+09    1.4e+07          -999.99
2014 06 21    5.5e+04  9.6e+03  2.4e+03   8.8e+08    3.4e+06          -999.99
2014 06 22    5.6e+04  9.9e+03  2.3e+03   8.4e+08    6.2e+06          -999.99
2014 06 23    5.9e+04  9.5e+03  2.3e+03   8.5e+08    7.8e+06          -999.99
2014 06 24    7.2e+04  9.8e+03  2.5e+03   3.2e+08    1.6e+06          -999.99
2014 06 25    1.2e+05  1.0e+04  2.5e+03   2.6e+08    1.2e+06          -999.99
2014 06 26    6.9e+04  1.0e+04  2.4e+03   2.3e+08    9.4e+05          -999.99
2014 06 27    8.5e+04  1.0e+04  2.5e+03   1.9e+08    1.2e+06          -999.99
2014 06 28    7.1e+04  1.0e+04  2.5e+03   1.8e+08    1.0e+06          -999.99
2014 06 29    6.7e+04  1.0e+04  2.4e+03   1.5e+08    1.1e+06          -999.99
2014 06 30    5.9e+04  1.0e+04  2.5e+03   7.7e+07    1.3e+05          -999.99
2014 07 01    4.5e+04  1.0e+04  2.5e+03   7.4e+07    1.9e+05          -999.99
2014 07 02    6.3e+04  1.0e+04  2.6e+03   7.8e+07    3.2e+05          -999.99
2014 07 03    7.7e+04  1.0e+04  2.4e+03   8.7e+07    2.4e+05          -999.99
2014 07 04    7.6e+04  9.9e+03  2.5e+03   1.8e+08    1.8e+05          -999.99
2014 07 05    8.5e+04  1.0e+04  2.5e+03   2.7e+08    2.6e+05          -999.99
2014 07 06    8.8e+04  1.0e+04  2.6e+03   2.4e+08    2.7e+05          -999.99
2014 07 07    8.5e+04  1.1e+04  2.5e+03   6.9e+07    7.5e+04          -999.99
2014 07 08    1.6e+05  1.0e+04  2.6e+03   6.6e+07    1.1e+05          -999.99
2014 07 09    1.5e+05  1.1e+04  2.5e+03   5.7e+07    6.1e+04          -999.99
2014 07 10    7.9e+04  1.2e+04  2.6e+03   1.2e+08    5.4e+04          -999.99
2014 07 11    1.1e+05  1.3e+04  2.5e+03   3.8e+08    1.5e+05          -999.99
2014 07 12    2.0e+05  1.3e+04  2.5e+03   1.7e+08    7.3e+04          -999.99
2014 07 13    1.5e+05  1.1e+04  2.6e+03   3.7e+08    1.5e+05          -999.99
2014 07 14    2.6e+05  1.0e+04  2.4e+03   6.5e+08    4.7e+05          -999.99
2014 07 15    8.7e+04  9.3e+03  2.3e+03   2.4e+08    1.1e+05          -999.99
2014 07 16    7.2e+04  1.0e+04  2.4e+03   4.4e+08    3.8e+05          -999.99
2014 07 17    7.7e+04  9.9e+03  2.4e+03   4.7e+08    5.0e+05          -999.99
2014 07 18    6.3e+04  1.0e+04  2.5e+03   3.9e+08    4.3e+05          -999.99
2014 07 19    9.1e+04  1.0e+04  2.5e+03   3.8e+08    5.9e+05          -999.99
2014 07 20    1.7e+05  1.0e+04  2.6e+03   3.8e+08    8.0e+05          -999.99
2014 07 21    1.2e+05  1.0e+04  2.6e+03   2.1e+08    2.0e+05          -999.99
2014 07 22    6.5e+04  1.0e+04  2.6e+03   2.9e+07    3.2e+04          -999.99
2014 07 23    9.8e+04  1.1e+04  2.6e+03   4.0e+07    7.5e+04          -999.99
2014 07 24    7.7e+04  1.0e+04  2.5e+03   3.2e+07    4.0e+04          -999.99
2014 07 25    6.9e+04  1.0e+04  2.6e+03   3.0e+07    3.3e+04          -999.99
2014 07 26    3.5e+04  1.0e+04  2.6e+03   1.4e+07    2.7e+04          -999.99
2014 07 27    5.2e+04  1.0e+04  2.5e+03   1.2e+08    3.2e+04          -999.99
2014 07 28    8.5e+04  1.0e+04  2.5e+03   6.3e+07    2.7e+04          -999.99
2014 07 29    5.9e+04  1.1e+04  2.6e+03   8.0e+07    2.5e+04          -999.99
2014 07 30    5.2e+04  1.0e+04  2.6e+03   5.9e+07    2.8e+04          -999.99
2014 07 31    8.8e+04  1.0e+04  2.8e+03   5.8e+07    2.9e+04          -999.99
2014 08 01    1.0e+05  1.1e+04  2.7e+03   3.6e+07    2.5e+04          -999.99
2014 08 02    1.5e+05  1.0e+04  2.6e+03   4.1e+08    1.6e+05          -999.99
2014 08 03    1.1e+05  1.1e+04  2.5e+03   6.8e+08    5.9e+05          -999.99
2014 08 04    1.1e+05  1.1e+04  2.6e+03   1.5e+08    1.8e+05          -999.99
2014 08 05    1.2e+05  1.1e+04  2.5e+03   5.4e+08    1.2e+06          -999.99
2014 08 06    1.2e+05  1.1e+04  2.6e+03   1.3e+09    1.2e+07          -999.99
2014 08 07    1.2e+05  1.0e+04  2.6e+03   2.4e+09    2.8e+07          -999.99
2014 08 08    1.1e+05  1.1e+04  2.3e+03   9.5e+08    1.4e+07          -999.99
2014 08 09    1.0e+05  1.0e+04  2.5e+03   6.9e+08    1.3e+07          -999.99
2014 08 10    7.2e+04  1.1e+04  2.7e+03   6.7e+08    1.1e+07          -999.99
2014 08 11    2.0e+05  1.0e+04  2.6e+03   5.8e+08    1.3e+07          -999.99
2014 08 12    1.3e+05  9.8e+03  2.4e+03   2.2e+08    1.9e+06          -999.99
2014 08 13    1.3e+05  1.1e+04  2.6e+03   1.2e+09    6.2e+06          -999.99
2014 08 14    1.2e+05  1.0e+04  2.7e+03   1.8e+09    9.8e+06          -999.99
2014 08 15    1.2e+05  1.0e+04  2.6e+03   1.4e+09    7.7e+06          -999.99
2014 08 16    1.8e+05  1.1e+04  2.7e+03   1.2e+09    6.3e+06          -999.99
2014 08 17    4.4e+05  1.1e+04  2.7e+03   4.2e+08    1.8e+06          -999.99
2014 08 18    3.2e+05  1.1e+04  2.5e+03   1.7e+08    2.8e+05          -999.99
2014 08 19    1.7e+05  1.1e+04  2.6e+03   4.9e+07    1.5e+05          -999.99
2014 08 20    7.5e+04  1.1e+04  2.6e+03   2.0e+08    1.6e+05          -999.99
2014 08 21    9.7e+04  1.1e+04  2.5e+03   1.2e+09    9.4e+06          -999.99
2014 08 22    3.3e+05  1.2e+04  2.8e+03   1.1e+09    1.1e+07          -999.99
2014 08 23    3.5e+05  1.1e+04  2.5e+03   1.2e+09    1.7e+07          -999.99
2014 08 24    2.9e+05  1.1e+04  2.6e+03   1.1e+09    1.2e+07          -999.99
2014 08 25    4.3e+05  2.1e+04  2.8e+03   8.5e+08    8.9e+06          -999.99
2014 08 26    1.4e+06  4.6e+04  2.9e+03   5.8e+08    5.7e+06          -999.99
2014 08 27    7.8e+05  1.5e+04  2.5e+03   2.7e+07    5.5e+04          -999.99
2014 08 28    2.7e+05  1.1e+04  2.8e+03   6.5e+08    4.4e+06          -999.99
2014 08 29    1.8e+05  1.2e+04  2.8e+03   8.1e+08    1.8e+07          -999.99
2014 08 30    2.9e+05  1.1e+04  2.7e+03   1.8e+09    4.1e+07          -999.99
2014 08 31    2.2e+05  1.1e+04  2.6e+03   1.3e+09    4.1e+07          -999.99
2014 09 01    2.0e+05  1.1e+04  3.1e+03   2.8e+09    9.6e+07          -999.99
2014 09 02    2.8e+05  8.3e+04  3.5e+04   3.6e+09    1.5e+08          -999.99
2014 09 03    6.1e+05  2.1e+05  4.5e+04   2.0e+09    7.9e+07          -999.99
2014 09 04    1.1e+06  3.2e+05  3.0e+04   1.4e+09    7.3e+07          -999.99
2014 09 05    4.7e+06  4.8e+05  1.8e+04   1.4e+09    8.6e+07          -999.99
2014 09 06    1.2e+07  6.0e+05  9.1e+03   1.6e+08    6.9e+06          -999.99
2014 09 07    6.3e+06  4.6e+05  2.5e+03   1.9e+08    1.5e+06          -999.99
2014 09 08    4.6e+06  3.5e+05  2.9e+03   2.7e+08    2.2e+06          -999.99
2014 09 09    5.3e+06  2.0e+05  3.0e+03   4.1e+08    3.5e+06          -999.99
2014 09 10    3.7e+06  1.1e+05  4.3e+03   5.6e+08    6.8e+06          -999.99
2014 09 11    2.4e+07  1.6e+06  3.4e+04   2.2e+08    2.5e+06          -999.99
2014 09 12    2.3e+08  2.9e+06  6.3e+03   5.7e+07    6.8e+06          -999.99
2014 09 13    5.3e+06  1.6e+05  2.0e+03   1.4e+07    3.1e+05          -999.99
2014 09 14    5.9e+05  4.0e+04  2.6e+03   1.4e+07    1.0e+05          -999.99
2014 09 15    6.8e+05  2.5e+04  3.0e+03   1.7e+07    1.1e+05          -999.99
2014 09 16    1.0e+06  1.9e+04  2.9e+03   2.5e+07    1.1e+05          -999.99
2014 09 17    2.8e+05  1.3e+04  2.9e+03   3.2e+07    2.8e+04          -999.99
2014 09 18    1.9e+05  1.1e+04  2.6e+03   2.5e+07    4.4e+04          -999.99
2014 09 19    7.5e+04  1.2e+04  2.8e+03   1.9e+07    2.7e+04          -999.99
2014 09 20    6.9e+04  1.2e+04  3.2e+03   1.5e+08    2.5e+04          -999.99
2014 09 21    3.7e+05  1.2e+04  3.1e+03   4.5e+08    8.6e+04          -999.99
2014 09 22    6.2e+05  5.4e+04  3.3e+03   1.0e+09    4.1e+06          -999.99
2014 09 23    3.2e+05  1.9e+04  2.9e+03   7.4e+08    4.4e+06          -999.99
2014 09 24    3.5e+05  1.1e+04  2.7e+03   8.7e+08    7.4e+06          -999.99
2014 09 25    2.1e+05  1.5e+04  3.9e+03   1.5e+09    2.3e+07          -999.99
2014 09 26    2.4e+05  1.4e+04  3.0e+03   1.2e+09    1.9e+07          -999.99
2014 09 27    1.5e+05  1.2e+04  2.4e+03   1.3e+09    3.0e+07          -999.99
2014 09 28    1.1e+05  1.3e+04  2.6e+03   1.3e+09    3.4e+07          -999.99
2014 09 29    4.9e+05  1.4e+04  2.7e+03   1.6e+09    4.6e+07          -999.99
2014 09 30    6.4e+05  1.5e+04  2.3e+03   6.6e+08    1.7e+07          -999.99
2014 10 01    6.3e+05  1.4e+04  2.5e+03   1.4e+09    3.7e+07          -999.99
2014 10 02    2.5e+05  1.2e+04  2.5e+03   1.3e+09    2.9e+07          -999.99
2014 10 03    3.0e+05  1.3e+04  2.6e+03   9.9e+08    2.3e+07          -999.99
2014 10 04    1.4e+05  1.1e+04  2.5e+03   2.0e+08    4.3e+06          -999.99
2014 10 05    2.1e+05  1.0e+04  2.5e+03   4.1e+08    1.3e+07          -999.99
2014 10 06    1.7e+05  1.1e+04  2.5e+03   5.2e+08    1.5e+07          -999.99
2014 10 07    1.4e+05  1.1e+04  2.7e+03   4.0e+08    8.6e+06          -999.99
2014 10 08    1.7e+05  1.2e+04  2.7e+03   3.4e+08    6.3e+06          -999.99
2014 10 09    1.6e+05  1.2e+04  2.7e+03   4.0e+08    2.4e+06          -999.99
2014 10 10    1.1e+05  1.2e+04  2.6e+03   3.1e+08    2.8e+06          -999.99
2014 10 11    6.4e+05  1.2e+04  2.7e+03   1.0e+08    4.0e+05          -999.99
2014 10 12    2.8e+05  1.1e+04  2.7e+03   1.6e+08    5.6e+05          -999.99
2014 10 13    1.1e+05  1.1e+04  2.7e+03   1.2e+08    3.0e+05          -999.99
2014 10 14    2.7e+05  1.1e+04  2.6e+03   2.3e+08    1.5e+06          -999.99
