:Product: Daily Particle Data        2002_DPD.txt
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to sec@sec.noaa.gov
#
#                         2002 Daily Particle Data
#
#               GOES-8 Proton Fluence      GOES-8 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-----------------------------------------------------------------------------

2002 06 24    4.5e+04  1.2e+04  2.6e+03   7.9e+09    4.3e+06          -999.99
2002 06 25    5.2e+04  1.2e+04  2.5e+03   1.1e+10    6.5e+06          -999.99
2002 06 26    5.1e+04  1.1e+04  2.6e+03   1.1e+10    6.4e+06          -999.99
2002 06 27    4.8e+04  1.3e+04  2.7e+03   1.1e+10    8.3e+06          -999.99
2002 06 28    7.6e+04  1.2e+04  2.7e+03   1.2e+10    1.1e+07          -999.99
2002 06 29    5.9e+04  1.3e+04  2.8e+03   9.1e+09    7.3e+06          -999.99
2002 06 30    8.9e+04  1.2e+04  2.7e+03   2.3e+09    1.0e+06          -999.99
2002 07 01    8.4e+04  1.2e+04  2.9e+03   6.3e+08    1.0e+05          -999.99
2002 07 02    7.6e+04  1.3e+04  2.8e+03   1.7e+09    1.1e+05          -999.99
2002 07 03    7.8e+04  1.2e+04  2.8e+03   2.2e+09    1.3e+05          -999.99
2002 07 04    7.1e+05  1.6e+04  2.5e+03   3.7e+09    2.7e+05          -999.99
2002 07 05    2.7e+06  2.2e+04  2.6e+03   6.7e+08    1.0e+05          -999.99
2002 07 06    3.9e+05  1.3e+04  2.3e+03   1.5e+09    1.5e+05          -999.99
2002 07 07    1.5e+06  4.7e+05  2.9e+03   2.4e+10    2.4e+07          -999.99
2002 07 08    3.6e+06  5.2e+05  2.8e+03   2.0e+10    2.4e+07          -999.99
2002 07 09    6.9e+05  1.2e+05  2.4e+03   3.0e+09    1.6e+06          -999.99
2002 07 10    5.9e+05  1.0e+05  2.3e+03   7.5e+09    5.3e+06          -999.99
2002 07 11    4.2e+05  4.1e+04  2.3e+03   1.0e+10    8.3e+06          -999.99
2002 07 12    1.8e+05  1.9e+04  2.3e+03   1.0e+09    2.7e+05          -999.99
2002 07 13    9.0e+04  1.3e+04  2.5e+03   5.8e+09    6.9e+05          -999.99
2002 07 14    8.5e+04  1.2e+04  2.6e+03   9.6e+09    1.4e+06          -999.99
2002 07 15    2.4e+05  1.2e+04  2.5e+03   1.2e+10    3.6e+06          -999.99
2002 07 16    3.4e+06  7.3e+05  3.1e+03   3.0e+09    3.9e+05          -999.99
2002 07 17    2.5e+08  6.4e+06  4.2e+03   3.9e+09    1.4e+07          -999.99
2002 07 18    1.1e+08  1.3e+06  2.9e+03   2.9e+09    2.9e+06          -999.99
2002 07 19    3.8e+07  5.2e+05  4.4e+03   3.4e+09    9.8e+05          -999.99
2002 07 20    6.6e+06  1.1e+05  2.6e+03   1.1e+10    3.3e+06          -999.99
2002 07 21    2.9e+06  2.6e+05  3.0e+03   2.0e+10    5.0e+07          -999.99
2002 07 22    1.0e+07  1.4e+06  3.4e+03   1.7e+10    5.1e+07          -999.99
2002 07 23    1.9e+07  2.0e+06  3.1e+03   2.4e+10    9.2e+07          -999.99
2002 07 24    1.3e+07  1.7e+06  2.6e+03   1.2e+10    3.2e+07          -999.99
2002 07 25    1.4e+07  1.2e+06  2.5e+03   1.7e+10    7.2e+07          -999.99
2002 07 26    1.2e+07  8.7e+05  2.4e+03   3.0e+09    5.8e+06          -999.99
2002 07 27    9.1e+06  5.8e+05  2.1e+03   2.1e+09    4.8e+06          -999.99
2002 07 28    4.8e+06  3.0e+05  1.8e+03   2.6e+09    3.7e+06          -999.99
2002 07 29    3.4e+06  1.6e+05  1.7e+03   5.8e+09    7.2e+06          -999.99
2002 07 30    3.0e+06  6.8e+04  1.6e+03   4.9e+09    8.7e+06          -999.99
2002 07 31    6.2e+05  2.3e+04  1.6e+03   2.8e+09    3.1e+06          -999.99
2002 08 01    2.9e+05  1.2e+04  1.6e+03   6.4e+08    1.0e+06          -999.99
2002 08 02    1.6e+05  8.5e+03  1.5e+03   2.9e+08    9.8e+04          -999.99
2002 08 03    1.3e+05  1.0e+04  2.2e+03   1.4e+10    1.0e+07          -999.99
2002 08 04    1.1e+06  1.6e+04  2.4e+03   4.8e+09    7.1e+06          -999.99
2002 08 05    5.5e+05  1.3e+04  2.5e+03   5.0e+09    1.6e+07          -999.99
2002 08 06    1.9e+05  1.2e+04  2.7e+03   3.6e+09    8.6e+06          -999.99
2002 08 07    1.5e+05  1.2e+04  2.9e+03   4.2e+09    1.2e+07          -999.99
2002 08 08    2.3e+05  1.3e+04  3.0e+03   2.7e+09    4.2e+06          -999.99
2002 08 09    1.3e+05  1.4e+04  3.0e+03   1.1e+09    8.8e+05          -999.99
2002 08 10    2.5e+05  1.3e+04  3.3e+03   2.1e+09    2.0e+06          -999.99
2002 08 11    2.1e+05  1.8e+04  3.3e+03   5.6e+09    4.0e+06          -999.99
2002 08 12    2.0e+05  1.8e+04  3.9e+03   1.7e+10    2.5e+07          -999.99
2002 08 13    1.2e+05  1.8e+04  3.4e+03   1.9e+10    3.3e+07          -999.99
2002 08 14    1.9e+07  4.9e+05  3.6e+03   1.8e+10    3.9e+07          -999.99
2002 08 15    1.5e+07  1.7e+05  3.3e+03   3.9e+10    2.0e+08          -999.99
2002 08 16    1.1e+06  3.5e+04  3.2e+03   1.5e+10    4.6e+07          -999.99
2002 08 17    7.7e+06  2.4e+05  3.3e+03   1.6e+10    5.3e+07          -999.99
2002 08 18    2.7e+07  1.2e+05  3.3e+03   1.5e+10    5.3e+07          -999.99
2002 08 19    2.7e+07  1.6e+05  2.8e+03   9.1e+08    2.2e+06          -999.99
2002 08 20    4.1e+06  6.7e+04  2.4e+03   8.1e+09    9.7e+06          -999.99
2002 08 21    2.1e+06  1.9e+04  2.5e+03   1.7e+09    2.6e+06          -999.99
2002 08 22    4.5e+06  1.3e+06  3.9e+04   3.4e+09    5.7e+06          -999.99
2002 08 23    1.9e+06  2.4e+05  5.2e+03   5.8e+09    2.0e+07          -999.99
2002 08 24    4.7e+07  1.7e+07  4.0e+05   6.1e+09    1.9e+07          -999.99
2002 08 25    7.0e+07  6.8e+06  2.1e+04   7.8e+09    4.2e+07          -999.99
2002 08 26    3.0e+07  9.1e+05  6.1e+03   2.5e+09    6.2e+06          -999.99
2002 08 27    4.1e+06  1.3e+05  2.9e+03   5.7e+08    4.1e+05          -999.99
2002 08 28    3.7e+05  2.5e+04  2.4e+03   1.4e+09    5.7e+05          -999.99
2002 08 29    1.5e+05  1.4e+04  2.5e+03   4.0e+09    1.2e+06          -999.99
2002 08 30    9.1e+04  1.1e+04  2.5e+03   2.4e+09    6.4e+05          -999.99
2002 08 31    6.0e+04  1.1e+04  2.5e+03   1.5e+09    8.3e+05          -999.99
2002 09 01    5.2e+04  1.1e+04  2.6e+03   2.5e+09    1.6e+06          -999.99
2002 09 02    7.7e+04  1.1e+04  2.4e+03   2.0e+09    1.4e+06          -999.99
2002 09 03    1.0e+05  1.2e+04  2.5e+03   2.4e+09    1.7e+06          -999.99
2002 09 04    1.5e+05  1.2e+04  2.7e+03   1.9e+09    6.8e+05          -999.99
2002 09 05    1.3e+05  1.1e+04  2.5e+03   2.2e+10    1.3e+07          -999.99
2002 09 06    1.5e+06  3.0e+05  3.0e+03   2.8e+10    3.9e+07          -999.99
2002 09 07    1.0e+08  2.1e+06  3.2e+03   5.0e+09    1.0e+07          -999.99
2002 09 08    2.8e+07  3.0e+05  2.4e+03   9.9e+08    7.5e+05          -999.99
2002 09 09    4.1e+06  5.4e+04  2.3e+03   4.6e+08    2.7e+05          -999.99
2002 09 10    2.3e+06  2.5e+04  2.4e+03   4.0e+09    2.3e+06          -999.99
2002 09 11    1.0e+06  1.7e+04  2.4e+03   3.7e+09    6.4e+06          -999.99
2002 09 12    3.9e+05  1.4e+04  2.3e+03   1.0e+10    2.1e+07          -999.99
2002 09 13    2.4e+05  1.2e+04  2.3e+03   1.1e+10    3.7e+07          -999.99
2002 09 14    1.4e+05  1.1e+04  2.6e+03   1.7e+10    6.8e+07          -999.99
2002 09 15    9.5e+04  1.2e+04  2.8e+03   2.1e+10    9.5e+07          -999.99
2002 09 16    6.2e+04  1.2e+04  2.8e+03   1.0e+10    7.2e+07          -999.99
2002 09 17    2.5e+05  1.2e+04  2.8e+03   9.8e+09    4.4e+07          -999.99
2002 09 18    2.1e+05  1.1e+04  2.6e+03   8.4e+09    2.5e+07          -999.99
2002 09 19    3.6e+05  1.1e+04  2.5e+03   1.3e+10    2.9e+07          -999.99
2002 09 20    6.2e+05  1.1e+04  2.6e+03   1.6e+10    2.6e+07          -999.99
2002 09 21    1.0e+06  1.0e+04  2.5e+03   1.2e+10    2.9e+07          -999.99
2002 09 22    2.2e+05  1.1e+04  2.4e+03   7.2e+09    2.0e+07          -999.99
2002 09 23    1.1e+05  9.8e+03  2.3e+03   3.7e+09    4.6e+06          -999.99
2002 09 24    1.2e+05  1.1e+04  2.4e+03   3.8e+09    6.0e+06           -10.80
2002 09 25    2.2e+05  1.1e+04  2.6e+03   3.9e+09    8.4e+06            -9.20
2002 09 26    5.3e+05  1.1e+04  2.7e+03   4.3e+09    1.4e+07            -6.90
2002 09 27    1.1e+05  1.2e+04  2.4e+03   3.6e+08    8.0e+05            -6.30
2002 09 28    3.6e+05  1.0e+04  2.5e+03   5.3e+08    7.6e+05            -5.70
2002 09 29    4.7e+05  1.1e+04  2.6e+03   8.5e+08    1.6e+06            -4.20
2002 09 30    3.0e+05  1.0e+04  2.5e+03   4.7e+08    8.5e+05            -3.40
2002 10 01    2.6e+05  1.0e+04  2.6e+03   2.6e+08    8.7e+04            -4.40
2002 10 02    1.4e+05  1.1e+04  2.6e+03   3.6e+09    7.4e+05            -3.40
2002 10 03    3.1e+05  1.1e+04  2.3e+03   8.4e+09    8.5e+06            -4.00
2002 10 04    7.0e+05  1.1e+04  2.4e+03   6.2e+09    2.0e+07            -2.50
2002 10 05    5.3e+05  1.1e+04  2.4e+03   1.0e+10    5.1e+07            -1.50
2002 10 06    2.6e+05  1.1e+04  2.5e+03   1.5e+10    9.6e+07            -0.60
2002 10 07    4.6e+05  1.2e+04  2.6e+03   3.5e+09    2.1e+07            -0.10
2002 10 08    4.4e+05  1.2e+04  2.8e+03   4.7e+09    1.1e+07             0.67
2002 10 09    2.9e+05  1.2e+04  2.7e+03   1.0e+10    2.6e+07             0.18
2002 10 10    4.2e+05  1.2e+04  2.7e+03   4.0e+09    2.3e+07             0.99
2002 10 11    8.5e+04  1.3e+04  2.8e+03   1.0e+10    2.3e+07             1.43
2002 10 12    5.3e+04  1.2e+04  2.7e+03   8.2e+09    2.6e+07             0.70
2002 10 13    4.9e+04  1.2e+04  2.5e+03   6.7e+09    3.5e+07            -1.00
2002 10 14    3.5e+05  1.3e+04  2.6e+03   1.6e+09    5.4e+06             0.33
2002 10 15    2.3e+05  1.2e+04  2.9e+03   2.3e+09    1.1e+06             1.10
2002 10 16    1.0e+05  1.4e+04  3.1e+03   1.3e+09    5.2e+05             1.21
