:Product: Daily Particle Data        2008_DPD.txt
:Issued: 1800 UT 07 Jan 2009
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comments and suggestions to SWPC.Webmaster@noaa.gov
#   NOTE: Electron Fluence from GOES-11 Jan 1 - Mar 2 and Dec 1 - Dec 31
#                          2008 Daily Particle Data
#
#              GOES-11 Proton Fluence     GOES-12 Electron Fluence     Neutron
#            --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
#  Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
#-------------------------------------------------------------------------------
2008 05 05    1.7e+06  1.7e+04  3.6e+03   1.7e+10    4.2e+07           100.18
2008 05 06    2.2e+06  1.7e+04  3.6e+03   3.9e+10    1.5e+08           100.21
2008 05 07    2.2e+06  1.7e+04  3.5e+03   4.5e+10    1.9e+08           100.00
2008 05 08    1.8e+06  1.7e+04  3.8e+03   3.9e+10    1.9e+08           100.20
2008 05 09    2.3e+06  1.7e+04  3.8e+03   4.0e+10    2.1e+08           100.61
2008 05 10    2.3e+06  1.8e+04  4.1e+03   2.9e+10    1.9e+08           100.52
2008 05 11    1.9e+06  1.8e+04  4.1e+03   2.0e+10    1.0e+08           100.57
2008 05 12    1.7e+06  1.8e+04  3.8e+03   1.7e+10    9.4e+07           100.63
2008 05 13    1.9e+06  1.7e+04  3.9e+03   1.1e+10    5.2e+07           100.50
2008 05 14    2.1e+06  1.8e+04  4.3e+03   9.8e+09    5.0e+07           100.21
2008 05 15    2.4e+06  2.0e+04  4.1e+03   8.0e+09    4.3e+07            99.70
2008 05 16    1.6e+06  1.8e+04  4.0e+03   5.5e+09    2.2e+07           100.12
2008 05 17    1.5e+06  1.8e+04  4.3e+03   6.3e+09    2.8e+07           100.37
2008 05 18    2.0e+06  1.9e+04  4.5e+03   5.5e+09    2.9e+07           100.24
2008 05 19    1.6e+06  1.9e+04  4.4e+03   1.8e+09    5.6e+06           100.18
2008 05 20    1.3e+06  1.8e+04  4.5e+03   1.3e+09    3.1e+06            99.80
2008 05 21    1.2e+06  1.8e+04  4.1e+03   8.8e+09    3.0e+06            99.50
2008 05 22    1.7e+06  1.8e+04  4.0e+03   2.2e+10    2.3e+07            99.40
2008 05 23    1.5e+06  1.7e+04  3.6e+03   3.0e+10    5.0e+07            99.50
2008 05 24    1.3e+06  1.7e+04  3.4e+03   2.8e+10    7.0e+07            99.80
2008 05 25    1.1e+06  1.6e+04  3.5e+03   3.8e+10    1.4e+08           100.00
2008 05 26    8.4e+05  1.7e+04  3.7e+03   3.7e+10    1.3e+08            99.90
2008 05 27    1.1e+06  1.7e+04  3.9e+03   3.3e+10    1.2e+08           100.00
2008 05 28    1.0e+06  1.7e+04  4.0e+03   5.8e+09    6.4e+06            99.80
2008 05 29    7.5e+05  1.7e+04  3.7e+03   1.0e+10    1.1e+07            99.70
2008 05 30    3.7e+06  1.7e+04  3.5e+03   8.6e+09    9.1e+06            99.30
2008 05 31    3.2e+06  1.6e+04  3.4e+03   1.3e+10    1.3e+07            99.70
2008 06 01    1.6e+06  1.7e+04  3.6e+03   1.5e+10    1.5e+07            99.30
2008 06 02    2.1e+06  1.7e+04  3.6e+03   1.9e+10    2.1e+07           100.09
2008 06 03    2.7e+06  1.7e+04  3.7e+03   2.1e+10    3.0e+07            99.70
2008 06 04    2.1e+06  1.7e+04  3.9e+03   1.8e+10    2.7e+07           100.12
2008 06 05    2.0e+06  1.8e+04  4.1e+03   1.7e+10    3.1e+07           100.48
2008 06 06    1.9e+06  1.8e+04  4.0e+03   8.6e+09    1.1e+07           100.18
2008 06 07    1.3e+06  1.7e+04  4.1e+03   2.3e+09    2.1e+06           100.11
2008 06 08    1.0e+06  1.7e+04  4.0e+03   1.3e+10    6.7e+06           100.08
2008 06 09    1.2e+06  1.8e+04  4.1e+03   2.4e+10    1.5e+07            99.60
2008 06 10    1.6e+06  1.7e+04  4.1e+03   2.5e+10    2.0e+07            99.70
2008 06 11    1.7e+06  1.7e+04  4.0e+03   1.9e+10    1.6e+07           100.06
2008 06 12    1.9e+06  1.8e+04  4.0e+03   1.8e+10    1.8e+07           100.03
2008 06 13    2.2e+06  1.8e+04  4.3e+03   1.6e+10    1.6e+07           100.26
2008 06 14    3.2e+06  1.8e+04  4.0e+03   1.1e+10    1.2e+07           100.08
2008 06 15    1.9e+06  1.7e+04  3.9e+03   1.6e+10    1.3e+07            99.50
2008 06 16    3.2e+06  1.7e+04  3.6e+03   3.5e+10    9.6e+07            99.10
2008 06 17    1.6e+06  1.6e+04  3.6e+03   5.4e+10    2.7e+08            99.70
2008 06 18    3.8e+06  1.7e+04  3.6e+03   6.1e+10    4.3e+08            99.80
2008 06 19    3.4e+06  1.7e+04  3.7e+03   6.2e+10    4.8e+08           100.00
2008 06 20    1.1e+06  1.7e+04  3.8e+03   1.0e+10    3.7e+07            99.90
2008 06 21    5.8e+05  1.7e+04  3.7e+03   1.5e+10    4.3e+07           100.11
2008 06 22    5.7e+05  1.8e+04  4.0e+03   1.7e+10    6.0e+07           100.00
2008 06 23    6.0e+05  1.8e+04  4.3e+03   1.7e+10    7.3e+07           100.50
2008 06 24    9.9e+05  1.8e+04  4.3e+03   1.6e+10    8.3e+07           100.44
2008 06 25    4.3e+05  1.8e+04  4.7e+03   3.5e+08    1.4e+06            98.00
2008 06 26    1.2e+06  1.7e+04  3.9e+03   9.8e+09    4.8e+06            99.20
2008 06 27    1.2e+06  1.8e+04  4.1e+03   2.7e+10    3.6e+07            96.70
2008 06 28    1.0e+06  1.7e+04  4.2e+03   2.6e+10    3.8e+07            99.90
2008 06 29    1.1e+06  1.8e+04  4.1e+03   2.2e+10    4.2e+07            94.70
2008 06 30    5.9e+05  1.8e+04  4.0e+03   1.2e+10    1.8e+07           100.21
2008 07 01    7.2e+05  1.7e+04  4.1e+03   1.6e+10    3.1e+07            94.80
2008 07 02    8.5e+05  1.7e+04  4.0e+03   1.6e+10    3.2e+07            99.80
2008 07 03    1.4e+06  1.8e+04  3.8e+03   1.7e+10    3.8e+07            95.20
2008 07 04    1.8e+06  1.9e+04  4.2e+03   1.3e+10    2.7e+07           100.23
2008 07 05    1.4e+06  1.8e+04  4.0e+03   5.0e+09    6.6e+06            97.00
2008 07 06    8.3e+05  1.7e+04  4.3e+03   3.2e+09    4.2e+06           100.14
2008 07 07    8.2e+05  1.8e+04  4.2e+03   2.9e+09    4.8e+06            95.20
2008 07 08    1.1e+06  1.9e+04  4.3e+03   2.5e+09    5.4e+06           100.00
2008 07 09    1.2e+06  1.8e+04  4.6e+03   2.5e+09    5.9e+06            96.50
2008 07 10    9.8e+05  1.8e+04  4.3e+03   2.1e+09    4.7e+06           100.01
2008 07 11    1.6e+06  1.9e+04  4.3e+03   9.6e+08    2.0e+06            94.50
2008 07 12    2.2e+06  1.7e+04  3.9e+03   1.1e+10    4.3e+06            99.80
2008 07 13    2.2e+06  1.6e+04  3.5e+03   3.2e+10    7.8e+07            99.00
2008 07 14    2.1e+06  1.7e+04  3.6e+03   5.3e+10    3.2e+08            95.60
2008 07 15    3.3e+06  1.6e+04  3.6e+03   6.0e+10    4.4e+08            99.20
2008 07 16    3.2e+06  1.7e+04  3.7e+03   5.8e+10    4.5e+08            95.30
2008 07 17    2.5e+06  1.7e+04  3.8e+03   5.3e+10    4.2e+08            97.20
2008 07 18    2.2e+06  1.7e+04  3.9e+03   5.1e+10    4.2e+08            98.20
2008 07 19    2.5e+06  1.8e+04  3.9e+03   5.0e+10    4.5e+08            99.60
2008 07 20    3.3e+06  1.7e+04  4.1e+03   4.3e+10    3.9e+08            97.60
2008 07 21    2.5e+06  1.8e+04  4.0e+03   1.6e+10    6.4e+07           100.13
2008 07 22    2.4e+06  1.8e+04  3.9e+03   6.5e+09    2.2e+07            94.60
2008 07 23    4.4e+06  1.7e+04  3.9e+03   2.2e+10    4.5e+07            99.10
2008 07 24    2.2e+06  1.7e+04  3.9e+03   6.3e+10    4.0e+08            98.60
2008 07 25    2.8e+06  1.7e+04  3.8e+03   7.9e+10    6.4e+08           100.00
2008 07 26    1.9e+06  1.8e+04  4.1e+03   6.1e+10    3.5e+08            99.10
2008 07 27    2.1e+06  1.7e+04  4.1e+03   4.7e+10    2.5e+08            99.80
2008 07 28    1.2e+06  1.8e+04  4.3e+03   9.3e+09    1.9e+07            98.30
2008 07 29    1.6e+06  1.9e+04  4.5e+03   1.3e+10    3.1e+07           100.32
2008 07 30    1.4e+06  1.8e+04  4.3e+03   1.0e+10    3.2e+07            94.60
2008 07 31    1.5e+06  1.9e+04  4.5e+03   9.1e+09    3.4e+07           100.24
2008 08 01    1.4e+06  1.9e+04  4.1e+03   8.0e+09    2.5e+07            99.70
2008 08 02    1.4e+06  1.9e+04  4.3e+03   7.9e+09    2.7e+07           100.00
2008 08 03    1.7e+06  2.0e+04  4.2e+03   7.7e+09    2.9e+07           100.18
2008 08 04    1.4e+06  1.8e+04  4.2e+03   5.0e+09    1.5e+07           100.03
2008 08 05    1.9e+06  1.9e+04  4.3e+03   4.6e+09    1.7e+07           100.10
2008 08 06    1.5e+06  1.9e+04  4.2e+03   3.6e+09    1.4e+07           100.06
2008 08 07    1.2e+06  1.9e+04  4.2e+03   3.6e+09    1.2e+07           100.00
2008 08 08    1.6e+06  1.9e+04  4.3e+03   3.0e+09    1.3e+07           100.21
2008 08 09    2.0e+06  1.8e+04  4.1e+03   7.2e+08    2.3e+06            99.80
2008 08 10    1.3e+06  1.9e+04  3.9e+03   2.3e+10    1.8e+07            99.70
2008 08 11    9.0e+05  1.7e+04  3.7e+03   6.1e+10    1.9e+08            99.80
2008 08 12    1.3e+06  1.7e+04  3.6e+03   7.3e+10    4.0e+08            99.90
2008 08 13    1.3e+06  1.6e+04  3.6e+03   7.6e+10    5.7e+08            99.80
2008 08 14    1.7e+06  1.8e+04  3.8e+03   2.2e+10    7.2e+07           100.11
2008 08 15    2.3e+06  1.7e+04  3.8e+03   1.7e+10    5.4e+07            99.90
2008 08 16    3.2e+06  1.8e+04  3.9e+03   1.3e+10    4.1e+07           100.35
2008 08 17    1.1e+06  1.8e+04  3.8e+03   3.6e+09    4.5e+06           100.11
2008 08 18    2.5e+06  1.8e+04  3.8e+03   9.2e+09    1.1e+07            99.50
2008 08 19    9.7e+05  1.7e+04  3.9e+03   3.6e+10    1.2e+08            99.80
2008 08 20    8.9e+05  1.8e+04  4.1e+03   5.1e+10    2.0e+08            99.90
2008 08 21    8.3e+05  1.9e+04  3.9e+03   4.4e+10    1.6e+08           100.14
2008 08 22    8.3e+05  1.9e+04  4.1e+03   4.0e+10    1.6e+08           100.19
2008 08 23    1.1e+06  1.9e+04  4.1e+03   3.8e+10    1.8e+08            99.80
2008 08 24    9.9e+05  1.8e+04  4.4e+03   2.7e+10    9.6e+07           100.11
2008 08 25    9.8e+05  1.9e+04  4.5e+03   2.4e+10    7.5e+07           100.09
2008 08 26    1.3e+06  1.9e+04  4.5e+03   2.3e+10    7.7e+07            99.90
2008 08 27    1.0e+06  1.9e+04  4.5e+03   9.8e+09    1.6e+07            99.90
2008 08 28    9.2e+05  1.9e+04  4.6e+03   8.1e+09    1.3e+07            98.00
2008 08 29    9.4e+05  2.0e+04  4.5e+03   6.8e+09    1.2e+07           100.07
2008 08 30    8.3e+05  2.0e+04  4.5e+03   6.6e+09    1.3e+07            99.90
2008 08 31    9.3e+05  1.9e+04  4.4e+03   5.7e+09    1.5e+07           100.17
2008 09 01    9.4e+05  1.8e+04  4.1e+03   3.7e+09    9.4e+06           100.23
2008 09 02    7.8e+05  1.9e+04  4.3e+03   2.5e+09    7.3e+06            99.40
2008 09 03    1.3e+06  1.8e+04  4.0e+03   6.5e+08    1.9e+06            99.50
2008 09 04    3.3e+06  1.8e+04  3.9e+03   1.6e+10    2.0e+07            99.30
2008 09 05    1.2e+06  1.7e+04  3.9e+03   5.1e+10    1.4e+08            99.80
2008 09 06    1.1e+06  1.7e+04  3.8e+03   3.8e+10    1.4e+08            99.90
2008 09 07    1.3e+06  1.7e+04  3.9e+03   2.2e+10    6.2e+07            99.50
2008 09 08    2.2e+06  1.7e+04  3.9e+03   3.6e+10    1.6e+08           100.07
2008 09 09    1.8e+06  1.8e+04  3.8e+03   5.7e+10    3.6e+08           100.05
2008 09 10    1.3e+06  1.8e+04  4.1e+03   3.6e+10    1.7e+08           100.00
2008 09 11    1.6e+06  1.8e+04  4.3e+03   3.5e+10    1.8e+08           100.12
2008 09 12    1.4e+06  1.9e+04  4.3e+03   3.2e+10    1.7e+08           100.19
2008 09 13    2.3e+06  1.8e+04  4.3e+03   3.1e+10    1.9e+08           100.05
2008 09 14    2.9e+06  1.9e+04  4.2e+03   2.0e+10    1.0e+08           100.09
2008 09 15    1.3e+06  1.9e+04  4.2e+03   6.2e+09    3.0e+06            99.60
2008 09 16    1.3e+06  1.9e+04  4.2e+03   3.8e+10    7.3e+07            99.70
2008 09 17    1.2e+06  1.7e+04  4.0e+03   6.1e+10    2.4e+08           100.00
2008 09 18    7.8e+05  1.8e+04  4.1e+03   1.5e+10    2.6e+07           100.31
2008 09 19    7.4e+05  1.9e+04  4.5e+03   7.9e+09    1.4e+07            99.60
2008 09 20    6.2e+05  1.8e+04  4.1e+03   7.7e+09    1.0e+07           100.12
2008 09 21    8.8e+05  1.7e+04  4.2e+03   8.0e+09    1.4e+07            99.60
2008 09 22    3.4e+05  1.8e+04  4.4e+03   1.2e+09    2.9e+06            99.90
2008 09 23    3.2e+05  1.9e+04  4.4e+03   1.3e+09    3.2e+06            99.80
2008 09 24    3.6e+05  1.9e+04  4.2e+03   1.4e+09    3.5e+06           100.01
2008 09 25    6.7e+05  1.9e+04  4.4e+03   1.5e+09    4.5e+06           100.02
2008 09 26    4.1e+05  1.9e+04  4.3e+03   5.9e+08    1.3e+06           100.00
2008 09 27    5.0e+05  1.9e+04  4.2e+03   6.7e+08    1.7e+06           100.09
2008 09 28    4.2e+05  1.8e+04  4.2e+03   7.5e+08    2.1e+06            99.90
2008 09 29    3.5e+05  1.9e+04  4.4e+03   5.9e+08    1.7e+06            99.80
2008 09 30    7.8e+05  1.9e+04  4.0e+03   5.3e+08    1.9e+06           100.04
2008 10 01    6.0e+05  1.8e+04  3.9e+03   3.6e+08    2.4e+05            99.70
2008 10 02    2.5e+06  1.8e+04  3.9e+03   1.3e+10    5.3e+06            99.40
2008 10 03    4.2e+06  1.8e+04  3.5e+03   6.0e+10    3.6e+08            99.60
2008 10 04    1.4e+06  1.8e+04  3.6e+03   6.5e+10    5.3e+08            99.80
2008 10 05    1.1e+06  1.8e+04  3.9e+03   6.7e+10    5.1e+08           100.00
2008 10 06    1.1e+06  1.8e+04  3.9e+03   6.7e+10    5.5e+08            89.20
2008 10 07    9.9e+05  1.8e+04  3.9e+03   6.3e+10    5.3e+08           100.03
2008 10 08    1.2e+06  1.9e+04  4.1e+03   5.9e+10    5.2e+08           100.05
2008 10 09    1.2e+06  1.9e+04  4.1e+03   5.3e+10    4.4e+08           100.30
2008 10 10    1.3e+06  1.9e+04  4.5e+03   4.1e+10    2.9e+08           100.37
2008 10 11    4.0e+06  1.9e+04  4.2e+03   1.0e+10    2.6e+07            99.90
2008 10 12    2.5e+06  1.8e+04  4.0e+03   5.5e+10    2.8e+08            99.90
2008 10 13    1.3e+06  1.8e+04  4.0e+03   8.8e+10    8.1e+08           100.01
2008 10 14    1.1e+06  1.9e+04  4.1e+03   9.5e+10    1.0e+09           100.00
2008 10 15    6.3e+05  1.9e+04  4.2e+03   6.2e+10    4.8e+08            99.90
2008 10 16    5.8e+05  1.9e+04  4.1e+03   5.2e+10    3.7e+08            99.80
