:Product: Daily Particle Data        1997_DPD.txt
:Issued: 1900 UT 17 Dec 1998
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comments and suggestions to sec@sec.noaa.gov
#
#                            1997 Daily Particle Data
#
               GOES-9 Proton Fluence      GOES-9 Electron Fluence      Neutron
             --- Protons/cm2-day-sr ---  -- Electrons/cm2-day-sr --    Monitor
   Date       >1 MeV  >10 MeV  >100 MeV  >0.6 MeV   >2 MeV           % of bkgd
1997 02 13    3.7e+05  1.8e+04  4.8e+03   1.1e+10    9.7e+07          -999.99
1997 02 14    3.8e+05  1.9e+04  4.7e+03   1.4e+10    1.1e+08          -999.99
1997 02 15    4.9e+05  1.9e+04  4.8e+03   1.0e+10    8.2e+07          -999.99
1997 02 16    5.0e+05  1.9e+04  4.8e+03   6.0e+09    3.5e+07          -999.99
1997 02 17    1.2e+06  1.9e+04  4.8e+03   7.3e+09    6.1e+06          -999.99
1997 02 18    3.2e+05  1.8e+04  4.6e+03   1.7e+10    8.4e+06          -999.99
1997 02 19    2.1e+05  1.9e+04  4.7e+03   1.8e+10    8.5e+06          -999.99
1997 02 20    2.3e+05  1.9e+04  4.8e+03   1.5e+10    1.1e+07          -999.99
1997 02 21    3.4e+05  1.9e+04  4.7e+03   6.3e+09    3.8e+06          -999.99
1997 02 22    3.9e+05  2.0e+04  4.9e+03   3.9e+09    9.9e+05          -999.99
1997 02 23    3.0e+05  1.9e+04  4.5e+03   1.0e+10    1.9e+06          -999.99
1997 02 24    2.3e+05  1.9e+04  4.4e+03   7.7e+09    1.0e+06          -999.99
1997 02 25    2.9e+05  1.9e+04  4.6e+03   9.2e+09    2.0e+06          -999.99
1997 02 26    6.0e+05  1.9e+04  4.6e+03   6.7e+09    1.1e+06          -999.99
1997 02 27    2.4e+06  1.8e+04  4.3e+03   1.4e+10    5.7e+06          -999.99
1997 02 28    8.7e+06  1.7e+04  4.0e+03   3.7e+10    2.3e+08          -999.99
1997 03 01    3.4e+06  1.8e+04  3.9e+03   5.6e+10    1.3e+09          -999.99
1997 03 02    2.0e+06  1.6e+04  3.8e+03   3.6e+10    9.0e+08          -999.99
1997 03 03    1.3e+06  1.7e+04  3.9e+03   3.4e+10    7.0e+08          -999.99
1997 03 04    1.4e+06  1.7e+04  4.0e+03   3.4e+10    6.3e+08          -999.99
1997 03 05    2.0e+06  1.7e+04  3.9e+03   2.2e+10    3.5e+08          -999.99
1997 03 06    1.2e+06  1.7e+04  4.0e+03   8.4e+09    5.7e+06          -999.99
1997 03 07    1.2e+06  1.8e+04  4.0e+03   7.5e+09    5.6e+06          -999.99
1997 03 08    3.2e+05  1.8e+04  4.2e+03   4.3e+09    1.9e+06          -999.99
1997 03 09    2.9e+05  1.8e+04  4.4e+03   6.4e+09    1.8e+06          -999.99
1997 03 10    3.8e+05  1.8e+04  4.6e+03   5.4e+09    3.3e+06          -999.99
1997 03 11    3.5e+05  1.9e+04  4.7e+03   4.0e+09    2.3e+06          -999.99
1997 03 12    9.2e+05  1.9e+04  4.7e+03   6.5e+09    1.0e+06          -999.99
1997 03 13    5.8e+05  1.9e+04  4.8e+03   3.6e+10    2.7e+07          -999.99
1997 03 14    5.3e+05  1.9e+04  5.1e+03   3.3e+10    5.4e+07          -999.99
1997 03 15    3.7e+05  1.9e+04  4.9e+03   1.4e+10    6.7e+06          -999.99
1997 03 16    3.9e+05  1.9e+04  4.9e+03   1.4e+10    6.7e+06          -999.99
1997 03 17    3.1e+05  1.8e+04  4.7e+03   1.7e+10    5.8e+06          -999.99
1997 03 18    4.4e+05  1.8e+04  4.8e+03   8.7e+09    2.4e+06          -999.99
1997 03 19    4.2e+05  1.9e+04  4.7e+03   5.1e+09    2.5e+06          -999.99
1997 03 20    7.5e+05  1.8e+04  4.6e+03   5.0e+09    3.0e+06          -999.99
1997 03 21    6.6e+05  1.8e+04  4.9e+03   2.8e+09    5.6e+05          -999.99
1997 03 22    4.1e+05  1.8e+04  4.2e+03   3.4e+09    1.8e+05          -999.99
1997 03 23    4.3e+05  1.8e+04  4.2e+03   8.4e+09    4.5e+05          -999.99
1997 03 24    4.6e+05  1.7e+04  4.0e+03   5.5e+09    3.6e+05          -999.99
1997 03 25    1.2e+06  1.7e+04  3.8e+03   6.0e+09    4.8e+05          -999.99
1997 03 26    8.4e+05  1.7e+04  3.8e+03   2.1e+10    1.3e+07          -999.99
1997 03 27    1.6e+06  1.7e+04  3.8e+03   5.4e+10    9.4e+07          -999.99
1997 03 28    4.3e+06  1.7e+04  3.8e+03   3.8e+10    4.8e+07          -999.99
1997 03 29    9.1e+05  1.6e+04  3.7e+03   2.5e+10    7.4e+07          -999.99
1997 03 30    1.4e+06  1.6e+04  3.7e+03   4.5e+10    4.9e+08          -999.99
1997 03 31    8.6e+05  1.6e+04  3.5e+03   4.8e+10    6.7e+08          -999.99
1997 04 01    7.7e+05  1.7e+04  3.8e+03   1.8e+10    1.8e+08          -999.99
1997 04 02    7.4e+05  1.9e+04  3.9e+03   1.8e+10    1.0e+08          -999.99
1997 04 03    1.3e+06  1.8e+04  4.1e+03   2.4e+10    1.5e+08          -999.99
1997 04 04    7.0e+05  1.7e+04  4.0e+03   1.5e+10    5.3e+07          -999.99
1997 04 05    6.5e+05  1.8e+04  4.2e+03   1.6e+10    5.7e+07          -999.99
1997 04 06    2.0e+06  1.9e+04  4.2e+03   2.2e+10    6.9e+07          -999.99
1997 04 07    6.3e+05  2.4e+04  4.8e+03   2.2e+10    5.7e+07          -999.99
1997 04 08    8.0e+05  2.9e+04  4.7e+03   3.0e+10    8.7e+07          -999.99
1997 04 09    7.7e+05  2.1e+04  4.7e+03   2.5e+10    8.5e+07          -999.99
1997 04 10    1.1e+06  1.9e+04  4.5e+03   4.5e+09    9.9e+06          -999.99
1997 04 11    3.5e+05  1.6e+04  3.3e+03   4.6e+08    9.1e+04          -999.99
1997 04 12    2.5e+05  1.6e+04  3.4e+03   1.3e+10    3.7e+05          -999.99
1997 04 13    1.8e+05  1.6e+04  3.6e+03   1.4e+10    5.7e+05          -999.99
1997 04 14    1.6e+05  1.6e+04  3.7e+03   1.5e+10    1.3e+06          -999.99
1997 04 15    1.4e+05  1.8e+04  4.1e+03   1.2e+10    1.3e+06          -999.99
1997 04 16    4.3e+05  1.7e+04  3.9e+03   8.6e+09    5.9e+05          -999.99
1997 04 17    7.9e+05  1.7e+04  3.9e+03   2.2e+10    9.8e+06          -999.99
1997 04 18    7.0e+05  1.7e+04  3.9e+03   3.2e+10    1.0e+08          -999.99
1997 04 19    1.6e+06  1.6e+04  3.7e+03   3.1e+10    1.9e+08          -999.99
1997 04 20    1.3e+06  1.6e+04  3.8e+03   3.9e+10    2.0e+08          -999.99
1997 04 21    8.3e+05  1.8e+04  4.3e+03   1.7e+10    7.0e+07          -999.99
1997 04 22    1.9e+05  1.8e+04  4.3e+03   3.5e+09    3.7e+05            -3.60
1997 04 23    9.1e+04  1.8e+04  4.4e+03   3.6e+09    8.4e+05            -2.70
1997 04 24    4.9e+05  1.7e+04  4.6e+03   1.3e+10    2.4e+06            -1.70
1997 04 25    2.8e+05  1.9e+04  4.6e+03   1.2e+10    2.0e+06            -1.30
1997 04 26    3.3e+05  1.8e+04  4.7e+03   1.1e+10    2.3e+06            -1.10
1997 04 27    2.4e+05  1.8e+04  4.7e+03   1.0e+10    2.8e+06            -0.30
1997 04 28    3.1e+05  1.8e+04  4.8e+03   8.7e+09    3.8e+06             0.03
1997 04 29    3.4e+05  1.9e+04  4.7e+03   6.9e+09    2.7e+06             0.07
1997 04 30    2.7e+05  1.8e+04  4.6e+03   5.9e+09    1.2e+06             0.00
1997 05 01    4.1e+05  1.7e+04  4.3e+03   3.2e+09    6.9e+05             0.44
1997 05 02    8.1e+05  1.8e+04  4.1e+03   3.5e+10    5.3e+07             0.55
1997 05 03    1.3e+06  1.8e+04  4.4e+03   4.6e+10    1.4e+08             0.54
1997 05 04    8.7e+05  1.8e+04  4.4e+03   5.7e+10    3.8e+08             0.80
1997 05 05    5.7e+05  1.8e+04  4.6e+03   3.9e+10    2.2e+08             0.63
1997 05 06    5.7e+05  1.8e+04  4.6e+03   4.3e+10    3.1e+08             0.79
1997 05 07    7.7e+05  1.9e+04  4.8e+03   3.1e+10    2.6e+08             1.10
1997 05 08    8.2e+05  1.9e+04  4.8e+03   2.5e+10    1.2e+08          -999.99
1997 05 09    5.5e+05  1.9e+04  4.6e+03   1.4e+10    2.9e+07          -999.99
1997 05 10    8.7e+05  1.8e+04  4.9e+03   1.1e+10    2.7e+07          -999.99
1997 05 11    4.3e+05  1.8e+04  4.2e+03   3.1e+09    3.1e+06          -999.99
1997 05 12    7.0e+05  4.0e+04  4.4e+03   2.0e+09    6.1e+05            -0.60
1997 05 13    7.0e+05  2.5e+04  4.1e+03   1.8e+09    5.6e+05            -0.20
1997 05 14    8.9e+05  2.0e+04  4.2e+03   2.2e+09    1.2e+06            -0.10
1997 05 15    9.6e+05  1.8e+04  3.7e+03   7.3e+09    1.6e+07            -0.40
1997 05 16    6.3e+05  1.7e+04  3.6e+03   2.5e+10    4.9e+07             0.08
1997 05 17    1.8e+05  1.7e+04  3.8e+03   1.1e+10    3.2e+07             0.01
1997 05 18    4.3e+05  1.7e+04  4.1e+03   1.3e+10    5.5e+07             0.46
1997 05 19    3.8e+05  1.7e+04  3.8e+03   1.5e+10    9.9e+07             0.75
1997 05 20    4.9e+05  1.7e+04  4.0e+03   1.2e+10    1.1e+08             0.45
1997 05 21    9.2e+05  1.7e+04  4.3e+03   1.3e+10    1.0e+08             0.10
1997 05 22    1.3e+06  2.0e+04  4.5e+03   1.2e+10    5.0e+07             0.10
1997 05 23    9.9e+05  1.7e+04  4.6e+03   1.1e+10    3.6e+07            -0.10
1997 05 24    8.1e+05  1.8e+04  4.3e+03   8.3e+09    2.2e+07             0.42
1997 05 25    5.1e+05  1.7e+04  4.2e+03   2.4e+09    3.2e+06             0.46
1997 05 26    4.5e+05  1.7e+04  4.4e+03   3.3e+09    3.4e+06             0.10
1997 05 27    1.9e+05  1.7e+04  4.3e+03   2.0e+10    8.0e+06             0.01
1997 05 28    1.4e+05  1.8e+04  4.3e+03   1.5e+10    8.9e+06             0.23
1997 05 29    2.9e+05  1.7e+04  4.3e+03   1.5e+10    2.1e+07             0.22
1997 05 30    2.9e+05  1.8e+04  4.6e+03   1.8e+10    1.4e+07             0.50
1997 05 31    4.8e+05  1.7e+04  4.2e+03   1.5e+10    8.3e+06             0.67
1997 06 01    3.1e+05  1.8e+04  4.4e+03   1.9e+10    1.1e+07             0.99
1997 06 02    3.4e+05  1.8e+04  4.6e+03   1.9e+10    1.0e+07             0.40
1997 06 03    3.3e+05  1.8e+04  4.4e+03   1.9e+10    1.7e+07             0.50
1997 06 04    3.5e+05  1.8e+04  4.5e+03   3.8e+10    3.8e+07            -0.60
1997 06 05    3.5e+05  1.9e+04  4.6e+03   4.6e+10    6.1e+07             0.06
1997 06 06    5.4e+05  1.8e+04  4.7e+03   1.5e+10    1.4e+07             0.94
1997 06 07    3.1e+05  1.8e+04  4.3e+03   5.6e+09    4.0e+06            -0.60
1997 06 08    8.5e+05  1.7e+04  4.1e+03   7.5e+09    4.7e+06            -0.30
1997 06 09    2.7e+05  1.8e+04  4.6e+03   1.4e+10    2.4e+07            -0.10
1997 06 10    8.2e+04  1.7e+04  4.3e+03   8.4e+09    1.5e+07             0.04
1997 06 11    2.5e+05  1.8e+04  4.1e+03   5.5e+09    1.9e+07            -0.20
1997 06 12    2.2e+05  1.8e+04  4.5e+03   9.3e+09    4.9e+07            -0.10
1997 06 13    2.7e+05  1.8e+04  4.2e+03   1.3e+10    6.9e+07            -0.20
1997 06 14    5.1e+05  1.8e+04  4.1e+03   1.2e+10    7.8e+07            -0.20
1997 06 15    2.4e+05  1.7e+04  4.3e+03   4.7e+09    1.4e+07             0.02
1997 06 16    1.9e+05  1.8e+04  4.0e+03   4.1e+09    3.7e+06             0.23
1997 06 17    1.3e+05  1.7e+04  4.0e+03   4.6e+09    2.5e+06             0.33
1997 06 18    1.3e+05  1.8e+04  4.3e+03   4.7e+09    3.5e+06             0.15
1997 06 19    1.3e+05  1.7e+04  4.1e+03   2.5e+09    2.5e+06             0.05
1997 06 20    1.0e+05  1.7e+04  3.8e+03   5.2e+09    1.5e+06             0.10
1997 06 21    1.0e+05  1.7e+04  4.0e+03   8.3e+09    1.5e+06             0.38
1997 06 22    1.2e+05  1.8e+04  4.0e+03   2.4e+09    7.3e+05             0.04
1997 06 23    1.0e+05  1.7e+04  4.0e+03   1.3e+09    5.3e+05            -0.60
1997 06 24    1.7e+05  1.8e+04  3.9e+03   3.2e+09    9.0e+05            -0.40
1997 06 25    1.9e+05  1.7e+04  3.9e+03   1.5e+09    6.1e+05            -0.20
1997 06 26    1.6e+05  1.7e+04  3.9e+03   1.9e+09    5.3e+05             0.09
1997 06 27    2.2e+05  1.7e+04  3.8e+03   3.0e+09    3.2e+05             0.29
1997 06 28    8.0e+05  1.7e+04  3.9e+03   2.5e+10    4.0e+06             0.21
1997 06 29    1.1e+05  1.7e+04  4.0e+03   7.6e+09    2.2e+06             0.33
1997 06 30    7.9e+04  1.7e+04  4.3e+03   1.1e+10    2.0e+06             0.40
1997 07 01    8.2e+04  1.9e+04  4.5e+03   1.5e+10    3.0e+06             0.81
1997 07 02    8.6e+04  1.8e+04  4.7e+03   1.3e+10    3.6e+06             0.72
1997 07 03    9.5e+04  1.8e+04  4.5e+03   8.2e+09    1.8e+06             0.79
1997 07 04    1.6e+05  1.8e+04  4.7e+03   6.0e+09    1.4e+06             0.44
1997 07 05    1.8e+05  1.8e+04  4.6e+03   4.9e+09    2.1e+06            -0.10
1997 07 06    1.6e+05  1.8e+04  4.5e+03   4.0e+09    1.7e+06            -0.70
1997 07 07    2.6e+05  1.8e+04  4.2e+03   1.7e+09    5.6e+05            -0.60
1997 07 08    1.7e+05  1.8e+04  4.1e+03   7.9e+09    6.7e+05            -0.70
1997 07 09    2.2e+05  1.8e+04  4.3e+03   6.4e+09    5.3e+05            -0.80
1997 07 10    4.0e+05  1.6e+04  3.9e+03   1.2e+10    7.7e+05            -0.90
1997 07 11    3.8e+05  1.7e+04  3.9e+03   2.3e+10    1.8e+06            -0.80
1997 07 12    4.4e+05  1.6e+04  3.8e+03   2.6e+10    2.4e+06            -0.30
1997 07 13    4.6e+05  1.7e+04  3.8e+03   1.9e+10    2.0e+06            -0.10
1997 07 14    5.8e+05  1.7e+04  3.7e+03   1.4e+10    1.7e+06             0.27
1997 07 15    3.2e+05  1.7e+04  3.8e+03   8.1e+09    7.2e+05             0.06
1997 07 16    1.4e+05  1.7e+04  3.7e+03   1.9e+10    1.0e+06             0.25
1997 07 17    1.1e+05  1.7e+04  3.7e+03   1.9e+10    1.3e+06             0.02
1997 07 18    2.8e+05  1.6e+04  3.8e+03   1.8e+10    5.5e+06            -0.10
1997 07 19    2.6e+05  1.7e+04  3.9e+03   2.0e+10    1.4e+07            -0.40
1997 07 20    1.4e+05  1.8e+04  4.2e+03   2.6e+10    1.8e+07            -0.60
1997 07 21    1.6e+05  1.8e+04  4.2e+03   2.7e+10    2.6e+07            -0.20
1997 07 22    2.8e+05  1.8e+04  4.0e+03   2.3e+10    2.4e+07             0.11
1997 07 23    5.0e+05  1.9e+04  4.3e+03   1.7e+10    2.5e+07             0.53
1997 07 24    5.5e+05  1.8e+04  4.3e+03   6.4e+09    3.0e+06             0.40
1997 07 25    2.3e+05  1.9e+04  4.7e+03   3.4e+09    5.4e+05             0.44
1997 07 26    3.5e+05  2.4e+04  4.4e+03   3.4e+09    7.2e+05             0.44
1997 07 27    2.9e+05  1.9e+04  4.6e+03   3.8e+09    1.0e+06             0.47
1997 07 28    2.7e+05  1.9e+04  4.8e+03   3.5e+09    9.3e+05             0.40
1997 07 29    3.3e+05  1.9e+04  4.6e+03   3.3e+09    8.7e+05             0.58
1997 07 30    3.7e+05  1.8e+04  4.3e+03   1.9e+09    5.1e+05             0.38
1997 07 31    3.7e+05  1.8e+04  4.1e+03   1.1e+10    5.1e+05            -0.40
1997 08 01    2.8e+05  1.8e+04  4.3e+03   2.8e+10    6.1e+06            -0.70
1997 08 02    1.5e+05  1.7e+04  4.1e+03   2.4e+10    5.4e+06            -0.10
1997 08 03    9.3e+05  1.7e+04  3.9e+03   1.2e+10    2.7e+06             0.03
1997 08 04    5.3e+05  1.8e+04  4.2e+03   1.2e+10    3.1e+06             0.05
1997 08 05    3.0e+05  1.8e+04  4.2e+03   1.1e+10    2.6e+06             0.45
1997 08 06    3.0e+05  1.8e+04  4.3e+03   1.3e+10    2.3e+06             0.06
1997 08 07    4.7e+05  1.8e+04  4.3e+03   9.7e+09    2.3e+06             0.06
1997 08 08    4.2e+05  1.8e+04  4.2e+03   9.1e+09    1.7e+06          -999.99
1997 08 09    4.2e+05  1.8e+04  4.2e+03   6.8e+09    9.3e+05          -999.99
1997 08 10    2.9e+05  1.8e+04  4.1e+03   9.9e+09    2.0e+06          -999.99
1997 08 11    2.7e+05  1.7e+04  4.0e+03   1.6e+10    6.4e+06          -999.99
1997 08 12    3.1e+05  1.7e+04  3.9e+03   2.2e+10    1.1e+07          -999.99
1997 08 13    4.8e+05  1.8e+04  3.8e+03   1.4e+10    6.5e+06          -999.99
1997 08 14    5.3e+05  1.7e+04  4.1e+03   3.0e+10    1.1e+07          -999.99
1997 08 15    1.1e+06  1.8e+04  4.1e+03   5.8e+10    1.1e+08          -999.99
1997 08 16    4.0e+05  1.8e+04  4.1e+03   3.3e+10    5.7e+07          -999.99
1997 08 17    6.1e+05  1.8e+04  4.3e+03   2.1e+10    3.9e+07          -999.99
1997 08 18    3.2e+05  1.8e+04  4.0e+03   1.5e+10    2.7e+07          -999.99
1997 08 19    2.6e+05  1.9e+04  4.5e+03   1.8e+10    2.2e+07          -999.99
1997 08 20    3.8e+05  1.9e+04  4.5e+03   1.3e+10    2.0e+07          -999.99
1997 08 21    4.5e+05  1.9e+04  4.6e+03   1.4e+10    1.8e+07          -999.99
1997 08 22    2.7e+05  1.9e+04  4.7e+03   6.6e+09    4.2e+06          -999.99
1997 08 23    3.5e+05  1.8e+04  4.5e+03   1.0e+10    4.6e+06          -999.99
1997 08 24    7.6e+05  1.8e+04  4.4e+03   8.1e+09    5.0e+06          -999.99
1997 08 25    5.7e+05  1.9e+04  4.7e+03   6.3e+09    3.0e+06          -999.99
1997 08 26    5.4e+05  1.9e+04  4.8e+03   5.7e+09    2.7e+06          -999.99
1997 08 27    7.1e+05  1.9e+04  4.7e+03   4.1e+09    2.8e+06          -999.99
1997 08 28    3.3e+05  1.8e+04  4.4e+03   4.6e+09    9.4e+05          -999.99
1997 08 29    1.2e+06  1.8e+04  4.1e+03   2.5e+10    7.0e+06          -999.99
1997 08 30    7.5e+05  1.8e+04  4.1e+03   2.6e+10    3.6e+07          -999.99
1997 08 31    5.6e+05  1.7e+04  3.9e+03   2.8e+10    4.6e+07          -999.99
1997 09 01    5.1e+05  1.8e+04  4.3e+03   2.3e+10    3.5e+07          -999.99
1997 09 02    5.7e+05  1.8e+04  4.1e+03   1.8e+10    2.8e+07          -999.99
1997 09 03    6.1e+05  1.8e+04  4.2e+03   6.9e+09    5.5e+06            -0.80
1997 09 04    6.0e+05  1.7e+04  3.8e+03   1.3e+10    5.4e+05            -0.80
1997 09 05    3.7e+05  1.7e+04  4.0e+03   3.0e+10    1.7e+06            -0.30
1997 09 06    3.6e+05  1.7e+04  4.1e+03   2.7e+10    5.4e+06             0.23
1997 09 07    4.2e+05  1.8e+04  4.1e+03   2.9e+10    1.1e+07             0.44
1997 09 08    1.9e+06  1.7e+04  4.2e+03   1.8e+10    5.3e+06             0.41
1997 09 09    4.9e+05  1.7e+04  4.0e+03   2.6e+10    6.6e+07            -0.80
1997 09 10    1.2e+06  1.7e+04  4.2e+03   3.2e+10    1.0e+08            -0.80
1997 09 11    3.1e+05  1.7e+04  4.1e+03   3.2e+10    1.2e+08            -0.50
1997 09 12    7.7e+05  1.7e+04  4.2e+03   4.6e+10    5.0e+08            -0.10
1997 09 13    4.2e+05  1.7e+04  4.2e+03   3.4e+10    4.6e+08             0.12
1997 09 14    8.1e+05  1.7e+04  4.2e+03   2.4e+10    1.3e+08             0.34
1997 09 15    3.1e+05  1.7e+04  4.2e+03   2.0e+10    9.1e+07             0.42
1997 09 16    3.9e+05  1.7e+04  4.0e+03   3.3e+10    1.8e+08             0.33
1997 09 17    3.6e+05  1.7e+04  4.3e+03   2.6e+10    1.6e+08             0.00
1997 09 18    2.1e+05  1.8e+04  4.1e+03   1.2e+10    1.2e+07            -0.60
1997 09 19    1.4e+05  1.7e+04  4.0e+03   1.1e+10    5.1e+06            -0.20
1997 09 20    9.8e+04  1.8e+04  4.1e+03   5.5e+09    3.6e+06             0.28
1997 09 21    3.7e+05  1.8e+04  4.3e+03   5.4e+09    2.9e+06             0.79
1997 09 22    5.8e+05  1.8e+04  4.5e+03   2.5e+10    7.3e+06             1.60
1997 09 23    6.8e+05  1.8e+04  4.3e+03   2.5e+10    8.9e+06             0.63
1997 09 24    5.4e+05  2.1e+04  4.8e+03   1.4e+10    6.7e+06             0.11
1997 09 25    3.0e+05  1.9e+04  4.4e+03   1.1e+10    5.6e+06            35.01
1997 09 26    4.0e+05  1.8e+04  4.4e+03   8.6e+09    3.0e+06            33.41
1997 09 27    8.1e+05  1.7e+04  4.1e+03   5.4e+09    1.5e+06            -0.60
1997 09 28    1.2e+06  1.7e+04  3.9e+03   2.9e+10    6.6e+07            -0.40
1997 09 29    5.3e+05  1.7e+04  3.8e+03   4.1e+10    1.4e+08            33.65
1997 09 30    4.8e+05  1.7e+04  3.8e+03   3.6e+10    1.1e+08            31.29
1997 10 01    3.4e+06  1.7e+04  3.8e+03   1.3e+10    1.9e+07            31.88
1997 10 02    1.3e+06  1.6e+04  3.4e+03   1.6e+10    1.2e+07            36.14
1997 10 03    9.6e+05  1.7e+04  3.7e+03   1.6e+10    1.2e+07            32.52
1997 10 04    7.9e+05  1.7e+04  3.6e+03   1.8e+10    1.3e+07            33.13
1997 10 05    9.0e+05  1.7e+04  3.9e+03   1.5e+10    1.5e+07            41.59
1997 10 06    9.6e+05  1.8e+04  4.0e+03   1.2e+10    1.1e+07            31.47
1997 10 07    1.5e+06  2.1e+04  3.7e+03   6.5e+09    2.4e+06             0.08
1997 10 08    1.3e+06  1.9e+04  4.2e+03   6.4e+09    1.2e+06            37.01
1997 10 09    9.9e+05  1.8e+04  4.4e+03   2.5e+10    3.6e+07            36.78
1997 10 10    1.1e+06  1.7e+04  3.8e+03   1.8e+10    2.2e+07            39.22
1997 10 11    9.6e+05  1.7e+04  3.7e+03   1.5e+10    3.0e+06            32.71
1997 10 12    7.5e+05  1.7e+04  3.8e+03   2.5e+10    9.9e+06            31.32
1997 10 13    4.7e+05  1.8e+04  4.3e+03   2.5e+10    1.5e+07            32.81
1997 10 14    8.2e+05  1.8e+04  4.6e+03   2.5e+10    3.7e+07            33.80
1997 10 15    6.0e+05  1.9e+04  4.9e+03   2.2e+10    2.8e+07            39.38
1997 10 16    1.4e+06  2.0e+04  5.0e+03   1.5e+10    2.3e+07             1.53
